from	to
ENSG00000168036	ENSG00000011332
ENSG00000168036	ENSG00000012174
ENSG00000168036	ENSG00000012211
ENSG00000168036	ENSG00000013561
ENSG00000168036	ENSG00000013573
ENSG00000168036	ENSG00000014123
ENSG00000168036	ENSG00000014138
ENSG00000168036	ENSG00000014641
ENSG00000168036	ENSG00000015153
ENSG00000168036	ENSG00000015479
ENSG00000168036	ENSG00000015676
ENSG00000168036	ENSG00000020256
ENSG00000168036	ENSG00000020426
ENSG00000168036	ENSG00000020922
ENSG00000168036	ENSG00000021355
ENSG00000168036	ENSG00000021776
ENSG00000168036	ENSG00000022277
ENSG00000168036	ENSG00000022355
ENSG00000168036	ENSG00000022976
ENSG00000168036	ENSG00000023697
ENSG00000168036	ENSG00000023909
ENSG00000168036	ENSG00000025434
ENSG00000168036	ENSG00000025708
ENSG00000168036	ENSG00000025796
ENSG00000168036	ENSG00000026559
ENSG00000168036	ENSG00000027847
ENSG00000168036	ENSG00000028839
ENSG00000168036	ENSG00000029363
ENSG00000168036	ENSG00000029364
ENSG00000168036	ENSG00000029993
ENSG00000168036	ENSG00000031691
ENSG00000168036	ENSG00000032389
ENSG00000168036	ENSG00000032444
ENSG00000168036	ENSG00000033170
ENSG00000168036	ENSG00000034053
ENSG00000168036	ENSG00000034510
ENSG00000168036	ENSG00000034677
ENSG00000168036	ENSG00000034693
ENSG00000168036	ENSG00000035687
ENSG00000168036	ENSG00000035928
ENSG00000168036	ENSG00000036549
ENSG00000168036	ENSG00000037749
ENSG00000168036	ENSG00000038002
ENSG00000168036	ENSG00000038358
ENSG00000168036	ENSG00000039123
ENSG00000168036	ENSG00000039523
ENSG00000168036	ENSG00000040275
ENSG00000168036	ENSG00000041802
ENSG00000168036	ENSG00000041988
ENSG00000168036	ENSG00000042088
ENSG00000168036	ENSG00000042753
ENSG00000168036	ENSG00000043093
ENSG00000168036	ENSG00000044524
ENSG00000168036	ENSG00000046647
ENSG00000168036	ENSG00000046651
ENSG00000168036	ENSG00000047315
ENSG00000168036	ENSG00000047621
ENSG00000168036	ENSG00000047634
ENSG00000168036	ENSG00000048162
ENSG00000168036	ENSG00000048707
ENSG00000168036	ENSG00000049130
ENSG00000168036	ENSG00000049449
ENSG00000168036	ENSG00000049618
ENSG00000168036	ENSG00000050438
ENSG00000168036	ENSG00000052723
ENSG00000168036	ENSG00000052749
ENSG00000168036	ENSG00000053371
ENSG00000168036	ENSG00000053501
ENSG00000168036	ENSG00000053747
ENSG00000168036	ENSG00000053900
ENSG00000168036	ENSG00000054356
ENSG00000168036	ENSG00000054967
ENSG00000168036	ENSG00000055070
ENSG00000168036	ENSG00000055147
ENSG00000168036	ENSG00000055208
ENSG00000168036	ENSG00000055332
ENSG00000168036	ENSG00000055732
ENSG00000168036	ENSG00000056050
ENSG00000168036	ENSG00000056586
ENSG00000168036	ENSG00000057608
ENSG00000168036	ENSG00000057657
ENSG00000168036	ENSG00000057663
ENSG00000168036	ENSG00000058272
ENSG00000168036	ENSG00000058404
ENSG00000168036	ENSG00000058453
ENSG00000168036	ENSG00000058673
ENSG00000168036	ENSG00000059377
ENSG00000168036	ENSG00000059573
ENSG00000168036	ENSG00000060762
ENSG00000168036	ENSG00000061656
ENSG00000168036	ENSG00000061676
ENSG00000168036	ENSG00000061918
ENSG00000168036	ENSG00000061936
ENSG00000168036	ENSG00000062194
ENSG00000168036	ENSG00000062282
ENSG00000168036	ENSG00000062582
ENSG00000168036	ENSG00000062716
ENSG00000168036	ENSG00000062725
ENSG00000168036	ENSG00000063015
ENSG00000168036	ENSG00000063176
ENSG00000168036	ENSG00000063244
ENSG00000168036	ENSG00000063245
ENSG00000168036	ENSG00000063854
ENSG00000168036	ENSG00000064102
ENSG00000168036	ENSG00000064115
ENSG00000168036	ENSG00000064199
ENSG00000168036	ENSG00000064489
ENSG00000168036	ENSG00000064490
ENSG00000168036	ENSG00000064601
ENSG00000168036	ENSG00000064607
ENSG00000168036	ENSG00000064726
ENSG00000168036	ENSG00000065029
ENSG00000168036	ENSG00000065361
ENSG00000168036	ENSG00000065457
ENSG00000168036	ENSG00000065559
ENSG00000168036	ENSG00000065615
ENSG00000168036	ENSG00000065911
ENSG00000168036	ENSG00000066044
ENSG00000168036	ENSG00000066136
ENSG00000168036	ENSG00000066557
ENSG00000168036	ENSG00000066651
ENSG00000168036	ENSG00000066654
ENSG00000168036	ENSG00000067064
ENSG00000168036	ENSG00000067182
ENSG00000168036	ENSG00000067221
ENSG00000168036	ENSG00000067225
ENSG00000168036	ENSG00000067248
ENSG00000168036	ENSG00000067334
ENSG00000168036	ENSG00000067533
ENSG00000168036	ENSG00000067560
ENSG00000168036	ENSG00000067829
ENSG00000168036	ENSG00000067840
ENSG00000168036	ENSG00000068120
ENSG00000168036	ENSG00000068305
ENSG00000168036	ENSG00000068366
ENSG00000168036	ENSG00000068724
ENSG00000168036	ENSG00000068784
ENSG00000168036	ENSG00000068885
ENSG00000168036	ENSG00000068903
ENSG00000168036	ENSG00000069018
ENSG00000168036	ENSG00000069509
ENSG00000168036	ENSG00000069966
ENSG00000168036	ENSG00000070010
ENSG00000168036	ENSG00000070269
ENSG00000168036	ENSG00000070444
ENSG00000168036	ENSG00000070778
ENSG00000168036	ENSG00000070882
ENSG00000168036	ENSG00000071127
ENSG00000168036	ENSG00000071894
ENSG00000168036	ENSG00000071994
ENSG00000168036	ENSG00000072135
ENSG00000168036	ENSG00000072274
ENSG00000168036	ENSG00000072415
ENSG00000168036	ENSG00000072501
ENSG00000168036	ENSG00000072609
ENSG00000168036	ENSG00000072736
ENSG00000168036	ENSG00000072858
ENSG00000168036	ENSG00000073803
ENSG00000168036	ENSG00000074071
ENSG00000168036	ENSG00000074266
ENSG00000168036	ENSG00000074356
ENSG00000168036	ENSG00000075089
ENSG00000168036	ENSG00000075131
ENSG00000168036	ENSG00000075142
ENSG00000168036	ENSG00000075188
ENSG00000168036	ENSG00000075223
ENSG00000168036	ENSG00000075303
ENSG00000168036	ENSG00000075399
ENSG00000168036	ENSG00000075624
ENSG00000168036	ENSG00000075643
ENSG00000168036	ENSG00000075651
ENSG00000168036	ENSG00000075711
ENSG00000168036	ENSG00000075785
ENSG00000168036	ENSG00000075975
ENSG00000168036	ENSG00000076242
ENSG00000168036	ENSG00000076321
ENSG00000168036	ENSG00000076685
ENSG00000168036	ENSG00000076928
ENSG00000168036	ENSG00000077150
ENSG00000168036	ENSG00000077312
ENSG00000168036	ENSG00000077684
ENSG00000168036	ENSG00000077721
ENSG00000168036	ENSG00000077935
ENSG00000168036	ENSG00000078487
ENSG00000168036	ENSG00000078668
ENSG00000168036	ENSG00000079102
ENSG00000168036	ENSG00000079246
ENSG00000168036	ENSG00000079277
ENSG00000168036	ENSG00000079462
ENSG00000168036	ENSG00000079689
ENSG00000168036	ENSG00000079785
ENSG00000168036	ENSG00000079819
ENSG00000168036	ENSG00000080345
ENSG00000168036	ENSG00000080573
ENSG00000168036	ENSG00000080603
ENSG00000168036	ENSG00000080608
ENSG00000168036	ENSG00000080822
ENSG00000168036	ENSG00000080824
ENSG00000168036	ENSG00000081014
ENSG00000168036	ENSG00000081019
ENSG00000168036	ENSG00000081041
ENSG00000168036	ENSG00000081059
ENSG00000168036	ENSG00000081177
ENSG00000168036	ENSG00000081377
ENSG00000168036	ENSG00000081479
ENSG00000168036	ENSG00000081692
ENSG00000168036	ENSG00000082153
ENSG00000168036	ENSG00000082269
ENSG00000168036	ENSG00000082438
ENSG00000168036	ENSG00000083093
ENSG00000168036	ENSG00000083099
ENSG00000168036	ENSG00000083307
ENSG00000168036	ENSG00000083312
ENSG00000168036	ENSG00000083457
ENSG00000168036	ENSG00000083520
ENSG00000168036	ENSG00000083535
ENSG00000168036	ENSG00000083635
ENSG00000168036	ENSG00000083817
ENSG00000168036	ENSG00000083838
ENSG00000168036	ENSG00000084072
ENSG00000168036	ENSG00000084073
ENSG00000168036	ENSG00000084636
ENSG00000168036	ENSG00000084652
ENSG00000168036	ENSG00000085415
ENSG00000168036	ENSG00000085449
ENSG00000168036	ENSG00000085760
ENSG00000168036	ENSG00000085788
ENSG00000168036	ENSG00000085872
ENSG00000168036	ENSG00000086300
ENSG00000168036	ENSG00000086712
ENSG00000168036	ENSG00000086758
ENSG00000168036	ENSG00000086827
ENSG00000168036	ENSG00000087008
ENSG00000168036	ENSG00000087053
ENSG00000168036	ENSG00000087074
ENSG00000168036	ENSG00000087087
ENSG00000168036	ENSG00000087088
ENSG00000168036	ENSG00000087191
ENSG00000168036	ENSG00000087206
ENSG00000168036	ENSG00000087269
ENSG00000168036	ENSG00000087460
ENSG00000168036	ENSG00000087502
ENSG00000168036	ENSG00000087510
ENSG00000168036	ENSG00000087589
ENSG00000168036	ENSG00000087903
ENSG00000168036	ENSG00000088179
ENSG00000168036	ENSG00000088205
ENSG00000168036	ENSG00000088340
ENSG00000168036	ENSG00000088451
ENSG00000168036	ENSG00000088682
ENSG00000168036	ENSG00000088766
ENSG00000168036	ENSG00000088833
ENSG00000168036	ENSG00000088876
ENSG00000168036	ENSG00000088986
ENSG00000168036	ENSG00000089006
ENSG00000168036	ENSG00000089022
ENSG00000168036	ENSG00000089048
ENSG00000168036	ENSG00000089050
ENSG00000168036	ENSG00000089053
ENSG00000168036	ENSG00000089063
ENSG00000168036	ENSG00000089123
ENSG00000168036	ENSG00000089157
ENSG00000168036	ENSG00000089169
ENSG00000168036	ENSG00000089335
ENSG00000168036	ENSG00000089818
ENSG00000168036	ENSG00000089820
ENSG00000168036	ENSG00000090013
ENSG00000168036	ENSG00000090054
ENSG00000168036	ENSG00000090487
ENSG00000168036	ENSG00000090520
ENSG00000168036	ENSG00000090615
ENSG00000168036	ENSG00000090621
ENSG00000168036	ENSG00000091732
ENSG00000168036	ENSG00000091947
ENSG00000168036	ENSG00000092010
ENSG00000168036	ENSG00000092201
ENSG00000168036	ENSG00000092203
ENSG00000168036	ENSG00000092931
ENSG00000168036	ENSG00000093183
ENSG00000168036	ENSG00000094631
ENSG00000168036	ENSG00000094914
ENSG00000168036	ENSG00000095059
ENSG00000168036	ENSG00000095261
ENSG00000168036	ENSG00000095574
ENSG00000168036	ENSG00000096006
ENSG00000168036	ENSG00000096060
ENSG00000168036	ENSG00000096092
ENSG00000168036	ENSG00000096093
ENSG00000168036	ENSG00000096401
ENSG00000168036	ENSG00000096746
ENSG00000168036	ENSG00000096872
ENSG00000168036	ENSG00000097033
ENSG00000168036	ENSG00000099246
ENSG00000168036	ENSG00000099290
ENSG00000168036	ENSG00000099326
ENSG00000168036	ENSG00000099330
ENSG00000168036	ENSG00000099331
ENSG00000168036	ENSG00000099385
ENSG00000168036	ENSG00000099795
ENSG00000168036	ENSG00000099866
ENSG00000168036	ENSG00000099899
ENSG00000168036	ENSG00000099901
ENSG00000168036	ENSG00000099940
ENSG00000168036	ENSG00000099949
ENSG00000168036	ENSG00000099957
ENSG00000168036	ENSG00000099991
ENSG00000168036	ENSG00000100003
ENSG00000168036	ENSG00000100038
ENSG00000168036	ENSG00000100083
ENSG00000168036	ENSG00000100084
ENSG00000168036	ENSG00000100099
ENSG00000168036	ENSG00000100100
ENSG00000168036	ENSG00000100101
ENSG00000168036	ENSG00000100109
ENSG00000168036	ENSG00000100129
ENSG00000168036	ENSG00000100138
ENSG00000168036	ENSG00000100150
ENSG00000168036	ENSG00000100216
ENSG00000168036	ENSG00000100227
ENSG00000168036	ENSG00000100294
ENSG00000168036	ENSG00000100325
ENSG00000168036	ENSG00000100335
ENSG00000168036	ENSG00000100410
ENSG00000168036	ENSG00000100413
ENSG00000168036	ENSG00000100429
ENSG00000168036	ENSG00000100483
ENSG00000168036	ENSG00000100490
ENSG00000168036	ENSG00000100505
ENSG00000168036	ENSG00000100523
ENSG00000168036	ENSG00000100532
ENSG00000168036	ENSG00000100575
ENSG00000168036	ENSG00000100578
ENSG00000168036	ENSG00000100591
ENSG00000168036	ENSG00000100596
ENSG00000168036	ENSG00000100632
ENSG00000168036	ENSG00000100650
ENSG00000168036	ENSG00000100664
ENSG00000168036	ENSG00000100714
ENSG00000168036	ENSG00000100749
ENSG00000168036	ENSG00000100813
ENSG00000168036	ENSG00000100836
ENSG00000168036	ENSG00000100897
ENSG00000168036	ENSG00000100902
ENSG00000168036	ENSG00000100949
ENSG00000168036	ENSG00000100997
ENSG00000168036	ENSG00000101003
ENSG00000168036	ENSG00000101019
ENSG00000168036	ENSG00000101132
ENSG00000168036	ENSG00000101158
ENSG00000168036	ENSG00000101191
ENSG00000168036	ENSG00000101193
ENSG00000168036	ENSG00000101198
ENSG00000168036	ENSG00000101199
ENSG00000168036	ENSG00000101220
ENSG00000168036	ENSG00000101230
ENSG00000168036	ENSG00000101247
ENSG00000168036	ENSG00000101294
ENSG00000168036	ENSG00000101311
ENSG00000168036	ENSG00000101346
ENSG00000168036	ENSG00000101361
ENSG00000168036	ENSG00000101365
ENSG00000168036	ENSG00000101391
ENSG00000168036	ENSG00000101407
ENSG00000168036	ENSG00000101413
ENSG00000168036	ENSG00000101421
ENSG00000168036	ENSG00000101439
ENSG00000168036	ENSG00000101470
ENSG00000168036	ENSG00000101608
ENSG00000168036	ENSG00000101624
ENSG00000168036	ENSG00000101639
ENSG00000168036	ENSG00000101654
ENSG00000168036	ENSG00000101773
ENSG00000168036	ENSG00000101811
ENSG00000168036	ENSG00000101843
ENSG00000168036	ENSG00000101844
ENSG00000168036	ENSG00000101888
ENSG00000168036	ENSG00000101898
ENSG00000168036	ENSG00000102003
ENSG00000168036	ENSG00000102144
ENSG00000168036	ENSG00000102181
ENSG00000168036	ENSG00000102226
ENSG00000168036	ENSG00000102265
ENSG00000168036	ENSG00000102445
ENSG00000168036	ENSG00000102452
ENSG00000168036	ENSG00000102547
ENSG00000168036	ENSG00000102606
ENSG00000168036	ENSG00000102738
ENSG00000168036	ENSG00000102763
ENSG00000168036	ENSG00000102870
ENSG00000168036	ENSG00000102897
ENSG00000168036	ENSG00000102900
ENSG00000168036	ENSG00000102901
ENSG00000168036	ENSG00000102977
ENSG00000168036	ENSG00000102984
ENSG00000168036	ENSG00000103021
ENSG00000168036	ENSG00000103043
ENSG00000168036	ENSG00000103056
ENSG00000168036	ENSG00000103089
ENSG00000168036	ENSG00000103091
ENSG00000168036	ENSG00000103145
ENSG00000168036	ENSG00000103148
ENSG00000168036	ENSG00000103152
ENSG00000168036	ENSG00000103248
ENSG00000168036	ENSG00000103249
ENSG00000168036	ENSG00000103254
ENSG00000168036	ENSG00000103274
ENSG00000168036	ENSG00000103326
ENSG00000168036	ENSG00000103353
ENSG00000168036	ENSG00000103356
ENSG00000168036	ENSG00000103415
ENSG00000168036	ENSG00000103423
ENSG00000168036	ENSG00000103494
ENSG00000168036	ENSG00000103502
ENSG00000168036	ENSG00000103591
ENSG00000168036	ENSG00000103599
ENSG00000168036	ENSG00000103642
ENSG00000168036	ENSG00000103657
ENSG00000168036	ENSG00000103671
ENSG00000168036	ENSG00000103723
ENSG00000168036	ENSG00000103769
ENSG00000168036	ENSG00000103811
ENSG00000168036	ENSG00000103852
ENSG00000168036	ENSG00000103942
ENSG00000168036	ENSG00000104047
ENSG00000168036	ENSG00000104112
ENSG00000168036	ENSG00000104129
ENSG00000168036	ENSG00000104177
ENSG00000168036	ENSG00000104218
ENSG00000168036	ENSG00000104221
ENSG00000168036	ENSG00000104290
ENSG00000168036	ENSG00000104299
ENSG00000168036	ENSG00000104312
ENSG00000168036	ENSG00000104324
ENSG00000168036	ENSG00000104327
ENSG00000168036	ENSG00000104356
ENSG00000168036	ENSG00000104413
ENSG00000168036	ENSG00000104419
ENSG00000168036	ENSG00000104450
ENSG00000168036	ENSG00000104472
ENSG00000168036	ENSG00000104518
ENSG00000168036	ENSG00000104522
ENSG00000168036	ENSG00000104529
ENSG00000168036	ENSG00000104626
ENSG00000168036	ENSG00000104731
ENSG00000168036	ENSG00000104738
ENSG00000168036	ENSG00000104823
ENSG00000168036	ENSG00000104825
ENSG00000168036	ENSG00000104852
ENSG00000168036	ENSG00000104853
ENSG00000168036	ENSG00000104872
ENSG00000168036	ENSG00000104953
ENSG00000168036	ENSG00000104957
ENSG00000168036	ENSG00000104960
ENSG00000168036	ENSG00000104973
ENSG00000168036	ENSG00000104976
ENSG00000168036	ENSG00000105136
ENSG00000168036	ENSG00000105171
ENSG00000168036	ENSG00000105248
ENSG00000168036	ENSG00000105281
ENSG00000168036	ENSG00000105289
ENSG00000168036	ENSG00000105290
ENSG00000168036	ENSG00000105364
ENSG00000168036	ENSG00000105372
ENSG00000168036	ENSG00000105443
ENSG00000168036	ENSG00000105447
ENSG00000168036	ENSG00000105479
ENSG00000168036	ENSG00000105552
ENSG00000168036	ENSG00000105613
ENSG00000168036	ENSG00000105618
ENSG00000168036	ENSG00000105619
ENSG00000168036	ENSG00000105647
ENSG00000168036	ENSG00000105650
ENSG00000168036	ENSG00000105662
ENSG00000168036	ENSG00000105672
ENSG00000168036	ENSG00000105676
ENSG00000168036	ENSG00000105699
ENSG00000168036	ENSG00000105723
ENSG00000168036	ENSG00000105755
ENSG00000168036	ENSG00000105821
ENSG00000168036	ENSG00000105825
ENSG00000168036	ENSG00000105856
ENSG00000168036	ENSG00000105948
ENSG00000168036	ENSG00000105974
ENSG00000168036	ENSG00000105983
ENSG00000168036	ENSG00000106003
ENSG00000168036	ENSG00000106028
ENSG00000168036	ENSG00000106077
ENSG00000168036	ENSG00000106100
ENSG00000168036	ENSG00000106105
ENSG00000168036	ENSG00000106153
ENSG00000168036	ENSG00000106236
ENSG00000168036	ENSG00000106246
ENSG00000168036	ENSG00000106263
ENSG00000168036	ENSG00000106299
ENSG00000168036	ENSG00000106344
ENSG00000168036	ENSG00000106355
ENSG00000168036	ENSG00000106399
ENSG00000168036	ENSG00000106479
ENSG00000168036	ENSG00000106526
ENSG00000168036	ENSG00000106617
ENSG00000168036	ENSG00000106683
ENSG00000168036	ENSG00000106829
ENSG00000168036	ENSG00000107021
ENSG00000168036	ENSG00000107186
ENSG00000168036	ENSG00000107187
ENSG00000168036	ENSG00000107371
ENSG00000168036	ENSG00000107443
ENSG00000168036	ENSG00000107537
ENSG00000168036	ENSG00000107614
ENSG00000168036	ENSG00000107625
ENSG00000168036	ENSG00000107651
ENSG00000168036	ENSG00000107669
ENSG00000168036	ENSG00000107672
ENSG00000168036	ENSG00000107789
ENSG00000168036	ENSG00000107816
ENSG00000168036	ENSG00000107833
ENSG00000168036	ENSG00000107859
ENSG00000168036	ENSG00000107874
ENSG00000168036	ENSG00000107897
ENSG00000168036	ENSG00000107929
ENSG00000168036	ENSG00000107938
ENSG00000168036	ENSG00000107949
ENSG00000168036	ENSG00000107984
ENSG00000168036	ENSG00000108064
ENSG00000168036	ENSG00000108094
ENSG00000168036	ENSG00000108175
ENSG00000168036	ENSG00000108179
ENSG00000168036	ENSG00000108298
ENSG00000168036	ENSG00000108309
ENSG00000168036	ENSG00000108344
ENSG00000168036	ENSG00000108349
ENSG00000168036	ENSG00000108375
ENSG00000168036	ENSG00000108395
ENSG00000168036	ENSG00000108443
ENSG00000168036	ENSG00000108465
ENSG00000168036	ENSG00000108523
ENSG00000168036	ENSG00000108528
ENSG00000168036	ENSG00000108557
ENSG00000168036	ENSG00000108587
ENSG00000168036	ENSG00000108588
ENSG00000168036	ENSG00000108591
ENSG00000168036	ENSG00000108592
ENSG00000168036	ENSG00000108604
ENSG00000168036	ENSG00000108639
ENSG00000168036	ENSG00000108641
ENSG00000168036	ENSG00000108666
ENSG00000168036	ENSG00000108774
ENSG00000168036	ENSG00000108784
ENSG00000168036	ENSG00000108946
ENSG00000168036	ENSG00000108963
ENSG00000168036	ENSG00000109046
ENSG00000168036	ENSG00000109255
ENSG00000168036	ENSG00000109332
ENSG00000168036	ENSG00000109390
ENSG00000168036	ENSG00000109586
ENSG00000168036	ENSG00000109674
ENSG00000168036	ENSG00000109680
ENSG00000168036	ENSG00000109805
ENSG00000168036	ENSG00000109814
ENSG00000168036	ENSG00000109861
ENSG00000168036	ENSG00000109906
ENSG00000168036	ENSG00000109919
ENSG00000168036	ENSG00000109920
ENSG00000168036	ENSG00000110013
ENSG00000168036	ENSG00000110025
ENSG00000168036	ENSG00000110042
ENSG00000168036	ENSG00000110047
ENSG00000168036	ENSG00000110066
ENSG00000168036	ENSG00000110074
ENSG00000168036	ENSG00000110092
ENSG00000168036	ENSG00000110315
ENSG00000168036	ENSG00000110330
ENSG00000168036	ENSG00000110435
ENSG00000168036	ENSG00000110455
ENSG00000168036	ENSG00000110514
ENSG00000168036	ENSG00000110536
ENSG00000168036	ENSG00000110693
ENSG00000168036	ENSG00000110696
ENSG00000168036	ENSG00000110697
ENSG00000168036	ENSG00000110700
ENSG00000168036	ENSG00000110801
ENSG00000168036	ENSG00000110811
ENSG00000168036	ENSG00000110851
ENSG00000168036	ENSG00000110871
ENSG00000168036	ENSG00000110881
ENSG00000168036	ENSG00000110906
ENSG00000168036	ENSG00000110911
ENSG00000168036	ENSG00000110917
ENSG00000168036	ENSG00000111011
ENSG00000168036	ENSG00000111186
ENSG00000168036	ENSG00000111196
ENSG00000168036	ENSG00000111215
ENSG00000168036	ENSG00000111237
ENSG00000168036	ENSG00000111269
ENSG00000168036	ENSG00000111300
ENSG00000168036	ENSG00000111321
ENSG00000168036	ENSG00000111325
ENSG00000168036	ENSG00000111344
ENSG00000168036	ENSG00000111364
ENSG00000168036	ENSG00000111371
ENSG00000168036	ENSG00000111445
ENSG00000168036	ENSG00000111581
ENSG00000168036	ENSG00000111615
ENSG00000168036	ENSG00000111639
ENSG00000168036	ENSG00000111652
ENSG00000168036	ENSG00000111671
ENSG00000168036	ENSG00000111676
ENSG00000168036	ENSG00000111731
ENSG00000168036	ENSG00000111790
ENSG00000168036	ENSG00000111802
ENSG00000168036	ENSG00000111817
ENSG00000168036	ENSG00000111832
ENSG00000168036	ENSG00000111843
ENSG00000168036	ENSG00000111850
ENSG00000168036	ENSG00000111879
ENSG00000168036	ENSG00000111880
ENSG00000168036	ENSG00000111907
ENSG00000168036	ENSG00000112031
ENSG00000168036	ENSG00000112039
ENSG00000168036	ENSG00000112062
ENSG00000168036	ENSG00000112078
ENSG00000168036	ENSG00000112096
ENSG00000168036	ENSG00000112200
ENSG00000168036	ENSG00000112237
ENSG00000168036	ENSG00000112282
ENSG00000168036	ENSG00000112294
ENSG00000168036	ENSG00000112304
ENSG00000168036	ENSG00000112406
ENSG00000168036	ENSG00000112473
ENSG00000168036	ENSG00000112514
ENSG00000168036	ENSG00000112559
ENSG00000168036	ENSG00000112667
ENSG00000168036	ENSG00000112685
ENSG00000168036	ENSG00000112695
ENSG00000168036	ENSG00000112787
ENSG00000168036	ENSG00000113070
ENSG00000168036	ENSG00000113300
ENSG00000168036	ENSG00000113328
ENSG00000168036	ENSG00000113356
ENSG00000168036	ENSG00000113369
ENSG00000168036	ENSG00000113448
ENSG00000168036	ENSG00000113552
ENSG00000168036	ENSG00000113593
ENSG00000168036	ENSG00000113621
ENSG00000168036	ENSG00000113643
ENSG00000168036	ENSG00000113645
ENSG00000168036	ENSG00000113657
ENSG00000168036	ENSG00000113716
ENSG00000168036	ENSG00000113722
ENSG00000168036	ENSG00000113761
ENSG00000168036	ENSG00000113810
ENSG00000168036	ENSG00000113838
ENSG00000168036	ENSG00000113845
ENSG00000168036	ENSG00000113851
ENSG00000168036	ENSG00000113916
ENSG00000168036	ENSG00000114019
ENSG00000168036	ENSG00000114062
ENSG00000168036	ENSG00000114098
ENSG00000168036	ENSG00000114125
ENSG00000168036	ENSG00000114127
ENSG00000168036	ENSG00000114279
ENSG00000168036	ENSG00000114316
ENSG00000168036	ENSG00000114353
ENSG00000168036	ENSG00000114354
ENSG00000168036	ENSG00000114391
ENSG00000168036	ENSG00000114473
ENSG00000168036	ENSG00000114491
ENSG00000168036	ENSG00000114544
ENSG00000168036	ENSG00000114650
ENSG00000168036	ENSG00000114686
ENSG00000168036	ENSG00000114735
ENSG00000168036	ENSG00000114744
ENSG00000168036	ENSG00000114757
ENSG00000168036	ENSG00000114857
ENSG00000168036	ENSG00000114904
ENSG00000168036	ENSG00000114956
ENSG00000168036	ENSG00000114978
ENSG00000168036	ENSG00000114982
ENSG00000168036	ENSG00000114993
ENSG00000168036	ENSG00000115042
ENSG00000168036	ENSG00000115053
ENSG00000168036	ENSG00000115084
ENSG00000168036	ENSG00000115128
ENSG00000168036	ENSG00000115137
ENSG00000168036	ENSG00000115183
ENSG00000168036	ENSG00000115207
ENSG00000168036	ENSG00000115211
ENSG00000168036	ENSG00000115216
ENSG00000168036	ENSG00000115234
ENSG00000168036	ENSG00000115241
ENSG00000168036	ENSG00000115268
ENSG00000168036	ENSG00000115274
ENSG00000168036	ENSG00000115286
ENSG00000168036	ENSG00000115310
ENSG00000168036	ENSG00000115325
ENSG00000168036	ENSG00000115350
ENSG00000168036	ENSG00000115468
ENSG00000168036	ENSG00000115484
ENSG00000168036	ENSG00000115507
ENSG00000168036	ENSG00000115514
ENSG00000168036	ENSG00000115539
ENSG00000168036	ENSG00000115540
ENSG00000168036	ENSG00000115541
ENSG00000168036	ENSG00000115641
ENSG00000168036	ENSG00000115657
ENSG00000168036	ENSG00000115661
ENSG00000168036	ENSG00000115738
ENSG00000168036	ENSG00000115750
ENSG00000168036	ENSG00000115761
ENSG00000168036	ENSG00000115806
ENSG00000168036	ENSG00000115808
ENSG00000168036	ENSG00000115827
ENSG00000168036	ENSG00000115866
ENSG00000168036	ENSG00000115875
ENSG00000168036	ENSG00000115963
ENSG00000168036	ENSG00000115966
ENSG00000168036	ENSG00000115970
ENSG00000168036	ENSG00000115998
ENSG00000168036	ENSG00000116044
ENSG00000168036	ENSG00000116138
ENSG00000168036	ENSG00000116161
ENSG00000168036	ENSG00000116171
ENSG00000168036	ENSG00000116209
ENSG00000168036	ENSG00000116213
ENSG00000168036	ENSG00000116237
ENSG00000168036	ENSG00000116266
ENSG00000168036	ENSG00000116288
ENSG00000168036	ENSG00000116299
ENSG00000168036	ENSG00000116353
ENSG00000168036	ENSG00000116455
ENSG00000168036	ENSG00000116459
ENSG00000168036	ENSG00000116521
ENSG00000168036	ENSG00000116584
ENSG00000168036	ENSG00000116641
ENSG00000168036	ENSG00000116675
ENSG00000168036	ENSG00000116678
ENSG00000168036	ENSG00000116688
ENSG00000168036	ENSG00000116698
ENSG00000168036	ENSG00000116729
ENSG00000168036	ENSG00000116754
ENSG00000168036	ENSG00000116786
ENSG00000168036	ENSG00000116874
ENSG00000168036	ENSG00000116898
ENSG00000168036	ENSG00000116903
ENSG00000168036	ENSG00000116906
ENSG00000168036	ENSG00000116985
ENSG00000168036	ENSG00000117016
ENSG00000168036	ENSG00000117115
ENSG00000168036	ENSG00000117399
ENSG00000168036	ENSG00000117450
ENSG00000168036	ENSG00000117461
ENSG00000168036	ENSG00000117480
ENSG00000168036	ENSG00000117481
ENSG00000168036	ENSG00000117505
ENSG00000168036	ENSG00000117620
ENSG00000168036	ENSG00000117625
ENSG00000168036	ENSG00000117640
ENSG00000168036	ENSG00000117682
ENSG00000168036	ENSG00000117697
ENSG00000168036	ENSG00000117713
ENSG00000168036	ENSG00000117877
ENSG00000168036	ENSG00000117899
ENSG00000168036	ENSG00000118096
ENSG00000168036	ENSG00000118160
ENSG00000168036	ENSG00000118197
ENSG00000168036	ENSG00000118246
ENSG00000168036	ENSG00000118260
ENSG00000168036	ENSG00000118307
ENSG00000168036	ENSG00000118418
ENSG00000168036	ENSG00000118420
ENSG00000168036	ENSG00000118454
ENSG00000168036	ENSG00000118495
ENSG00000168036	ENSG00000118503
ENSG00000168036	ENSG00000118564
ENSG00000168036	ENSG00000118655
ENSG00000168036	ENSG00000118690
ENSG00000168036	ENSG00000118705
