from	to
ENSG00000163930	ENSG00000145425
ENSG00000163930	ENSG00000145592
ENSG00000163930	ENSG00000145604
ENSG00000163930	ENSG00000145703
ENSG00000163930	ENSG00000145723
ENSG00000163930	ENSG00000145725
ENSG00000163930	ENSG00000145740
ENSG00000163930	ENSG00000145833
ENSG00000163930	ENSG00000145868
ENSG00000163930	ENSG00000145901
ENSG00000163930	ENSG00000145912
ENSG00000163930	ENSG00000145916
ENSG00000163930	ENSG00000145919
ENSG00000163930	ENSG00000145945
ENSG00000163930	ENSG00000146083
ENSG00000163930	ENSG00000146109
ENSG00000163930	ENSG00000146242
ENSG00000163930	ENSG00000146247
ENSG00000163930	ENSG00000146263
ENSG00000163930	ENSG00000146282
ENSG00000163930	ENSG00000146414
ENSG00000163930	ENSG00000146540
ENSG00000163930	ENSG00000146574
ENSG00000163930	ENSG00000146576
ENSG00000163930	ENSG00000146670
ENSG00000163930	ENSG00000146701
ENSG00000163930	ENSG00000146729
ENSG00000163930	ENSG00000146842
ENSG00000163930	ENSG00000146872
ENSG00000163930	ENSG00000146909
ENSG00000163930	ENSG00000146918
ENSG00000163930	ENSG00000146963
ENSG00000163930	ENSG00000147082
ENSG00000163930	ENSG00000147130
ENSG00000163930	ENSG00000147162
ENSG00000163930	ENSG00000147164
ENSG00000163930	ENSG00000147364
ENSG00000163930	ENSG00000147394
ENSG00000163930	ENSG00000147403
ENSG00000163930	ENSG00000147421
ENSG00000163930	ENSG00000147439
ENSG00000163930	ENSG00000147457
ENSG00000163930	ENSG00000147475
ENSG00000163930	ENSG00000147526
ENSG00000163930	ENSG00000147548
ENSG00000163930	ENSG00000147654
ENSG00000163930	ENSG00000147669
ENSG00000163930	ENSG00000147679
ENSG00000163930	ENSG00000147684
ENSG00000163930	ENSG00000147687
ENSG00000163930	ENSG00000147854
ENSG00000163930	ENSG00000147862
ENSG00000163930	ENSG00000147894
ENSG00000163930	ENSG00000148057
ENSG00000163930	ENSG00000148090
ENSG00000163930	ENSG00000148110
ENSG00000163930	ENSG00000148120
ENSG00000163930	ENSG00000148187
ENSG00000163930	ENSG00000148225
ENSG00000163930	ENSG00000148248
ENSG00000163930	ENSG00000148297
ENSG00000163930	ENSG00000148300
ENSG00000163930	ENSG00000148303
ENSG00000163930	ENSG00000148308
ENSG00000163930	ENSG00000148331
ENSG00000163930	ENSG00000148337
ENSG00000163930	ENSG00000148356
ENSG00000163930	ENSG00000148362
ENSG00000163930	ENSG00000148399
ENSG00000163930	ENSG00000148660
ENSG00000163930	ENSG00000148690
ENSG00000163930	ENSG00000148814
ENSG00000163930	ENSG00000148824
ENSG00000163930	ENSG00000148843
ENSG00000163930	ENSG00000148925
ENSG00000163930	ENSG00000149016
ENSG00000163930	ENSG00000149089
ENSG00000163930	ENSG00000149091
ENSG00000163930	ENSG00000149179
ENSG00000163930	ENSG00000149196
ENSG00000163930	ENSG00000149311
ENSG00000163930	ENSG00000149357
ENSG00000163930	ENSG00000149480
ENSG00000163930	ENSG00000149483
ENSG00000163930	ENSG00000149532
ENSG00000163930	ENSG00000149541
ENSG00000163930	ENSG00000149646
ENSG00000163930	ENSG00000149658
ENSG00000163930	ENSG00000149823
ENSG00000163930	ENSG00000149922
ENSG00000163930	ENSG00000149925
ENSG00000163930	ENSG00000149926
ENSG00000163930	ENSG00000150093
ENSG00000163930	ENSG00000150316
ENSG00000163930	ENSG00000150401
ENSG00000163930	ENSG00000150403
ENSG00000163930	ENSG00000150433
ENSG00000163930	ENSG00000150457
ENSG00000163930	ENSG00000150477
ENSG00000163930	ENSG00000150527
ENSG00000163930	ENSG00000150628
ENSG00000163930	ENSG00000150667
ENSG00000163930	ENSG00000150676
ENSG00000163930	ENSG00000150753
ENSG00000163930	ENSG00000150773
ENSG00000163930	ENSG00000150776
ENSG00000163930	ENSG00000150779
ENSG00000163930	ENSG00000150967
ENSG00000163930	ENSG00000150990
ENSG00000163930	ENSG00000150991
ENSG00000163930	ENSG00000151012
ENSG00000163930	ENSG00000151065
ENSG00000163930	ENSG00000151164
ENSG00000163930	ENSG00000151233
ENSG00000163930	ENSG00000151304
ENSG00000163930	ENSG00000151366
ENSG00000163930	ENSG00000151465
ENSG00000163930	ENSG00000151491
ENSG00000163930	ENSG00000151576
ENSG00000163930	ENSG00000151694
ENSG00000163930	ENSG00000151725
ENSG00000163930	ENSG00000151729
ENSG00000163930	ENSG00000151883
ENSG00000163930	ENSG00000151929
ENSG00000163930	ENSG00000152219
ENSG00000163930	ENSG00000152223
ENSG00000163930	ENSG00000152404
ENSG00000163930	ENSG00000152409
ENSG00000163930	ENSG00000152455
ENSG00000163930	ENSG00000152464
ENSG00000163930	ENSG00000152556
ENSG00000163930	ENSG00000152582
ENSG00000163930	ENSG00000152683
ENSG00000163930	ENSG00000152700
ENSG00000163930	ENSG00000152795
ENSG00000163930	ENSG00000152894
ENSG00000163930	ENSG00000152932
ENSG00000163930	ENSG00000152942
ENSG00000163930	ENSG00000153044
ENSG00000163930	ENSG00000153201
ENSG00000163930	ENSG00000153234
ENSG00000163930	ENSG00000153391
ENSG00000163930	ENSG00000153487
ENSG00000163930	ENSG00000153531
ENSG00000163930	ENSG00000153561
ENSG00000163930	ENSG00000153707
ENSG00000163930	ENSG00000153790
ENSG00000163930	ENSG00000153914
ENSG00000163930	ENSG00000153975
ENSG00000163930	ENSG00000153989
ENSG00000163930	ENSG00000154001
ENSG00000163930	ENSG00000154059
ENSG00000163930	ENSG00000154114
ENSG00000163930	ENSG00000154134
ENSG00000163930	ENSG00000154305
ENSG00000163930	ENSG00000154370
ENSG00000163930	ENSG00000154582
ENSG00000163930	ENSG00000154640
ENSG00000163930	ENSG00000154642
ENSG00000163930	ENSG00000154723
ENSG00000163930	ENSG00000154727
ENSG00000163930	ENSG00000154767
ENSG00000163930	ENSG00000154781
ENSG00000163930	ENSG00000154813
ENSG00000163930	ENSG00000154920
ENSG00000163930	ENSG00000154945
ENSG00000163930	ENSG00000155034
ENSG00000163930	ENSG00000155099
ENSG00000163930	ENSG00000155275
ENSG00000163930	ENSG00000155508
ENSG00000163930	ENSG00000155621
ENSG00000163930	ENSG00000155636
ENSG00000163930	ENSG00000155729
ENSG00000163930	ENSG00000155792
ENSG00000163930	ENSG00000155893
ENSG00000163930	ENSG00000155975
ENSG00000163930	ENSG00000156042
ENSG00000163930	ENSG00000156050
ENSG00000163930	ENSG00000156162
ENSG00000163930	ENSG00000156170
ENSG00000163930	ENSG00000156261
ENSG00000163930	ENSG00000156411
ENSG00000163930	ENSG00000156469
ENSG00000163930	ENSG00000156471
ENSG00000163930	ENSG00000156482
ENSG00000163930	ENSG00000156502
ENSG00000163930	ENSG00000156787
ENSG00000163930	ENSG00000156804
ENSG00000163930	ENSG00000156876
ENSG00000163930	ENSG00000156928
ENSG00000163930	ENSG00000156958
ENSG00000163930	ENSG00000156970
ENSG00000163930	ENSG00000156973
ENSG00000163930	ENSG00000156983
ENSG00000163930	ENSG00000157020
ENSG00000163930	ENSG00000157036
ENSG00000163930	ENSG00000157045
ENSG00000163930	ENSG00000157350
ENSG00000163930	ENSG00000157379
ENSG00000163930	ENSG00000157538
ENSG00000163930	ENSG00000157593
ENSG00000163930	ENSG00000157625
ENSG00000163930	ENSG00000157653
ENSG00000163930	ENSG00000157778
ENSG00000163930	ENSG00000157823
ENSG00000163930	ENSG00000157870
ENSG00000163930	ENSG00000157881
ENSG00000163930	ENSG00000157895
ENSG00000163930	ENSG00000157911
ENSG00000163930	ENSG00000157916
ENSG00000163930	ENSG00000157954
ENSG00000163930	ENSG00000158006
ENSG00000163930	ENSG00000158122
ENSG00000163930	ENSG00000158161
ENSG00000163930	ENSG00000158402
ENSG00000163930	ENSG00000158411
ENSG00000163930	ENSG00000158445
ENSG00000163930	ENSG00000158545
ENSG00000163930	ENSG00000158555
ENSG00000163930	ENSG00000158636
ENSG00000163930	ENSG00000158711
ENSG00000163930	ENSG00000158717
ENSG00000163930	ENSG00000158805
ENSG00000163930	ENSG00000158941
ENSG00000163930	ENSG00000159079
ENSG00000163930	ENSG00000159086
ENSG00000163930	ENSG00000159176
ENSG00000163930	ENSG00000159202
ENSG00000163930	ENSG00000159210
ENSG00000163930	ENSG00000159239
ENSG00000163930	ENSG00000159322
ENSG00000163930	ENSG00000159423
ENSG00000163930	ENSG00000159445
ENSG00000163930	ENSG00000159592
ENSG00000163930	ENSG00000159593
ENSG00000163930	ENSG00000159596
ENSG00000163930	ENSG00000159708
ENSG00000163930	ENSG00000159720
ENSG00000163930	ENSG00000159792
ENSG00000163930	ENSG00000159842
ENSG00000163930	ENSG00000159873
ENSG00000163930	ENSG00000159905
ENSG00000163930	ENSG00000160014
ENSG00000163930	ENSG00000160049
ENSG00000163930	ENSG00000160051
ENSG00000163930	ENSG00000160072
ENSG00000163930	ENSG00000160087
ENSG00000163930	ENSG00000160207
ENSG00000163930	ENSG00000160208
ENSG00000163930	ENSG00000160213
ENSG00000163930	ENSG00000160214
ENSG00000163930	ENSG00000160256
ENSG00000163930	ENSG00000160360
ENSG00000163930	ENSG00000160445
ENSG00000163930	ENSG00000160563
ENSG00000163930	ENSG00000160613
ENSG00000163930	ENSG00000160703
ENSG00000163930	ENSG00000160710
ENSG00000163930	ENSG00000160741
ENSG00000163930	ENSG00000160746
ENSG00000163930	ENSG00000160753
ENSG00000163930	ENSG00000160785
ENSG00000163930	ENSG00000160813
ENSG00000163930	ENSG00000160888
ENSG00000163930	ENSG00000160917
ENSG00000163930	ENSG00000160948
ENSG00000163930	ENSG00000160961
ENSG00000163930	ENSG00000161016
ENSG00000163930	ENSG00000161057
ENSG00000163930	ENSG00000161179
ENSG00000163930	ENSG00000161203
ENSG00000163930	ENSG00000161217
ENSG00000163930	ENSG00000161249
ENSG00000163930	ENSG00000161265
ENSG00000163930	ENSG00000161328
ENSG00000163930	ENSG00000161526
ENSG00000163930	ENSG00000161551
ENSG00000163930	ENSG00000161671
ENSG00000163930	ENSG00000161677
ENSG00000163930	ENSG00000161813
ENSG00000163930	ENSG00000161904
ENSG00000163930	ENSG00000161914
ENSG00000163930	ENSG00000161960
ENSG00000163930	ENSG00000162066
ENSG00000163930	ENSG00000162105
ENSG00000163930	ENSG00000162144
ENSG00000163930	ENSG00000162191
ENSG00000163930	ENSG00000162231
ENSG00000163930	ENSG00000162244
ENSG00000163930	ENSG00000162300
ENSG00000163930	ENSG00000162385
ENSG00000163930	ENSG00000162408
ENSG00000163930	ENSG00000162434
ENSG00000163930	ENSG00000162441
ENSG00000163930	ENSG00000162521
ENSG00000163930	ENSG00000162585
ENSG00000163930	ENSG00000162600
ENSG00000163930	ENSG00000162601
ENSG00000163930	ENSG00000162604
ENSG00000163930	ENSG00000162623
ENSG00000163930	ENSG00000162636
ENSG00000163930	ENSG00000162642
ENSG00000163930	ENSG00000162735
ENSG00000163930	ENSG00000162736
ENSG00000163930	ENSG00000162757
ENSG00000163930	ENSG00000162783
ENSG00000163930	ENSG00000162814
ENSG00000163930	ENSG00000162851
ENSG00000163930	ENSG00000162852
ENSG00000163930	ENSG00000162869
ENSG00000163930	ENSG00000162910
ENSG00000163930	ENSG00000162924
ENSG00000163930	ENSG00000162959
ENSG00000163930	ENSG00000162980
ENSG00000163930	ENSG00000162997
ENSG00000163930	ENSG00000162999
ENSG00000163930	ENSG00000163001
ENSG00000163930	ENSG00000163075
ENSG00000163930	ENSG00000163093
ENSG00000163930	ENSG00000163125
ENSG00000163930	ENSG00000163155
ENSG00000163930	ENSG00000163156
ENSG00000163930	ENSG00000163159
ENSG00000163930	ENSG00000163161
ENSG00000163930	ENSG00000163257
ENSG00000163930	ENSG00000163291
ENSG00000163930	ENSG00000163319
ENSG00000163930	ENSG00000163320
ENSG00000163930	ENSG00000163347
ENSG00000163930	ENSG00000163389
ENSG00000163930	ENSG00000163472
ENSG00000163930	ENSG00000163479
ENSG00000163930	ENSG00000163512
ENSG00000163930	ENSG00000163521
ENSG00000163930	ENSG00000163535
ENSG00000163930	ENSG00000163558
ENSG00000163930	ENSG00000163576
ENSG00000163930	ENSG00000163597
ENSG00000163930	ENSG00000163617
ENSG00000163930	ENSG00000163624
ENSG00000163930	ENSG00000163625
ENSG00000163930	ENSG00000163626
ENSG00000163930	ENSG00000163636
ENSG00000163930	ENSG00000163645
ENSG00000163930	ENSG00000163660
ENSG00000163930	ENSG00000163682
ENSG00000163930	ENSG00000163684
ENSG00000163930	ENSG00000163697
ENSG00000163930	ENSG00000163714
ENSG00000163930	ENSG00000163719
ENSG00000163930	ENSG00000163728
ENSG00000163930	ENSG00000163738
ENSG00000163930	ENSG00000163743
ENSG00000163930	ENSG00000163798
ENSG00000163930	ENSG00000163807
ENSG00000163930	ENSG00000163808
ENSG00000163930	ENSG00000163811
ENSG00000163930	ENSG00000163812
ENSG00000163930	ENSG00000163832
ENSG00000163930	ENSG00000163848
ENSG00000163930	ENSG00000163866
ENSG00000163930	ENSG00000163900
ENSG00000163930	ENSG00000163902
ENSG00000163930	ENSG00000163930
ENSG00000163930	ENSG00000163950
ENSG00000163930	ENSG00000163956
ENSG00000163930	ENSG00000163960
ENSG00000163930	ENSG00000163961
ENSG00000163930	ENSG00000164023
ENSG00000163930	ENSG00000164032
ENSG00000163930	ENSG00000164037
ENSG00000163930	ENSG00000164074
ENSG00000163930	ENSG00000164081
ENSG00000163930	ENSG00000164082
ENSG00000163930	ENSG00000164104
ENSG00000163930	ENSG00000164105
ENSG00000163930	ENSG00000164117
ENSG00000163930	ENSG00000164118
ENSG00000163930	ENSG00000164134
ENSG00000163930	ENSG00000164142
ENSG00000163930	ENSG00000164144
ENSG00000163930	ENSG00000164151
ENSG00000163930	ENSG00000164162
ENSG00000163930	ENSG00000164163
ENSG00000163930	ENSG00000164180
ENSG00000163930	ENSG00000164187
ENSG00000163930	ENSG00000164209
ENSG00000163930	ENSG00000164219
ENSG00000163930	ENSG00000164284
ENSG00000163930	ENSG00000164296
ENSG00000163930	ENSG00000164305
ENSG00000163930	ENSG00000164306
ENSG00000163930	ENSG00000164327
ENSG00000163930	ENSG00000164346
ENSG00000163930	ENSG00000164347
ENSG00000163930	ENSG00000164442
ENSG00000163930	ENSG00000164494
ENSG00000163930	ENSG00000164542
ENSG00000163930	ENSG00000164543
ENSG00000163930	ENSG00000164548
ENSG00000163930	ENSG00000164597
ENSG00000163930	ENSG00000164609
ENSG00000163930	ENSG00000164715
ENSG00000163930	ENSG00000164741
ENSG00000163930	ENSG00000164744
ENSG00000163930	ENSG00000164746
ENSG00000163930	ENSG00000164754
ENSG00000163930	ENSG00000164830
ENSG00000163930	ENSG00000164849
ENSG00000163930	ENSG00000164880
ENSG00000163930	ENSG00000164902
ENSG00000163930	ENSG00000164924
ENSG00000163930	ENSG00000164933
ENSG00000163930	ENSG00000164934
ENSG00000163930	ENSG00000164944
ENSG00000163930	ENSG00000164970
ENSG00000163930	ENSG00000164975
ENSG00000163930	ENSG00000164985
ENSG00000163930	ENSG00000165119
ENSG00000163930	ENSG00000165275
ENSG00000163930	ENSG00000165283
ENSG00000163930	ENSG00000165406
ENSG00000163930	ENSG00000165410
ENSG00000163930	ENSG00000165416
ENSG00000163930	ENSG00000165480
ENSG00000163930	ENSG00000165490
ENSG00000163930	ENSG00000165516
ENSG00000163930	ENSG00000165572
ENSG00000163930	ENSG00000165630
ENSG00000163930	ENSG00000165632
ENSG00000163930	ENSG00000165637
ENSG00000163930	ENSG00000165644
ENSG00000163930	ENSG00000165660
ENSG00000163930	ENSG00000165684
ENSG00000163930	ENSG00000165699
ENSG00000163930	ENSG00000165733
ENSG00000163930	ENSG00000165752
ENSG00000163930	ENSG00000165792
ENSG00000163930	ENSG00000165813
ENSG00000163930	ENSG00000165819
ENSG00000163930	ENSG00000165821
ENSG00000163930	ENSG00000165832
ENSG00000163930	ENSG00000165861
ENSG00000163930	ENSG00000165879
ENSG00000163930	ENSG00000165934
ENSG00000163930	ENSG00000166133
ENSG00000163930	ENSG00000166135
ENSG00000163930	ENSG00000166166
ENSG00000163930	ENSG00000166167
ENSG00000163930	ENSG00000166197
ENSG00000163930	ENSG00000166200
ENSG00000163930	ENSG00000166224
ENSG00000163930	ENSG00000166225
ENSG00000163930	ENSG00000166233
ENSG00000163930	ENSG00000166260
ENSG00000163930	ENSG00000166261
ENSG00000163930	ENSG00000166262
ENSG00000163930	ENSG00000166263
ENSG00000163930	ENSG00000166266
ENSG00000163930	ENSG00000166275
ENSG00000163930	ENSG00000166321
ENSG00000163930	ENSG00000166323
ENSG00000163930	ENSG00000166348
ENSG00000163930	ENSG00000166352
ENSG00000163930	ENSG00000166377
ENSG00000163930	ENSG00000166441
ENSG00000163930	ENSG00000166451
ENSG00000163930	ENSG00000166454
ENSG00000163930	ENSG00000166471
ENSG00000163930	ENSG00000166507
ENSG00000163930	ENSG00000166526
ENSG00000163930	ENSG00000166548
ENSG00000163930	ENSG00000166595
ENSG00000163930	ENSG00000166619
ENSG00000163930	ENSG00000166704
ENSG00000163930	ENSG00000166734
ENSG00000163930	ENSG00000166747
ENSG00000163930	ENSG00000166783
ENSG00000163930	ENSG00000166794
ENSG00000163930	ENSG00000166803
ENSG00000163930	ENSG00000166833
ENSG00000163930	ENSG00000166847
ENSG00000163930	ENSG00000166848
ENSG00000163930	ENSG00000166902
ENSG00000163930	ENSG00000166938
ENSG00000163930	ENSG00000166946
ENSG00000163930	ENSG00000166963
ENSG00000163930	ENSG00000166986
ENSG00000163930	ENSG00000167004
ENSG00000163930	ENSG00000167088
ENSG00000163930	ENSG00000167112
ENSG00000163930	ENSG00000167113
ENSG00000163930	ENSG00000167178
ENSG00000163930	ENSG00000167182
ENSG00000163930	ENSG00000167186
ENSG00000163930	ENSG00000167193
ENSG00000163930	ENSG00000167196
ENSG00000163930	ENSG00000167220
ENSG00000163930	ENSG00000167257
ENSG00000163930	ENSG00000167264
ENSG00000163930	ENSG00000167325
ENSG00000163930	ENSG00000167333
ENSG00000163930	ENSG00000167377
ENSG00000163930	ENSG00000167380
ENSG00000163930	ENSG00000167393
ENSG00000163930	ENSG00000167394
ENSG00000163930	ENSG00000167395
ENSG00000163930	ENSG00000167447
ENSG00000163930	ENSG00000167522
ENSG00000163930	ENSG00000167526
ENSG00000163930	ENSG00000167536
ENSG00000163930	ENSG00000167595
ENSG00000163930	ENSG00000167604
ENSG00000163930	ENSG00000167646
ENSG00000163930	ENSG00000167657
ENSG00000163930	ENSG00000167658
ENSG00000163930	ENSG00000167670
ENSG00000163930	ENSG00000167671
ENSG00000163930	ENSG00000167685
ENSG00000163930	ENSG00000167699
ENSG00000163930	ENSG00000167740
ENSG00000163930	ENSG00000167747
ENSG00000163930	ENSG00000167774
ENSG00000163930	ENSG00000167775
ENSG00000163930	ENSG00000167792
ENSG00000163930	ENSG00000167815
ENSG00000163930	ENSG00000167862
ENSG00000163930	ENSG00000167900
ENSG00000163930	ENSG00000167904
ENSG00000163930	ENSG00000167967
ENSG00000163930	ENSG00000167969
ENSG00000163930	ENSG00000167977
ENSG00000163930	ENSG00000167985
ENSG00000163930	ENSG00000167994
ENSG00000163930	ENSG00000168000
ENSG00000163930	ENSG00000168002
ENSG00000163930	ENSG00000168003
ENSG00000163930	ENSG00000168010
ENSG00000163930	ENSG00000168014
ENSG00000163930	ENSG00000168026
ENSG00000163930	ENSG00000168036
ENSG00000163930	ENSG00000168038
ENSG00000163930	ENSG00000168071
ENSG00000163930	ENSG00000168090
ENSG00000163930	ENSG00000168140
ENSG00000163930	ENSG00000168175
ENSG00000163930	ENSG00000168214
ENSG00000163930	ENSG00000168228
ENSG00000163930	ENSG00000168237
ENSG00000163930	ENSG00000168255
ENSG00000163930	ENSG00000168256
ENSG00000163930	ENSG00000168259
ENSG00000163930	ENSG00000168288
ENSG00000163930	ENSG00000168291
ENSG00000163930	ENSG00000168297
ENSG00000163930	ENSG00000168300
ENSG00000163930	ENSG00000168301
ENSG00000163930	ENSG00000168303
ENSG00000163930	ENSG00000168310
ENSG00000163930	ENSG00000168374
ENSG00000163930	ENSG00000168385
ENSG00000163930	ENSG00000168411
ENSG00000163930	ENSG00000168438
ENSG00000163930	ENSG00000168495
ENSG00000163930	ENSG00000168517
ENSG00000163930	ENSG00000168564
ENSG00000163930	ENSG00000168672
ENSG00000163930	ENSG00000168676
ENSG00000163930	ENSG00000168701
ENSG00000163930	ENSG00000168734
ENSG00000163930	ENSG00000168758
ENSG00000163930	ENSG00000168763
ENSG00000163930	ENSG00000168818
ENSG00000163930	ENSG00000168827
ENSG00000163930	ENSG00000168852
ENSG00000163930	ENSG00000168872
ENSG00000163930	ENSG00000168883
ENSG00000163930	ENSG00000168904
ENSG00000163930	ENSG00000168924
ENSG00000163930	ENSG00000169016
ENSG00000163930	ENSG00000169020
ENSG00000163930	ENSG00000169118
ENSG00000163930	ENSG00000169155
ENSG00000163930	ENSG00000169180
ENSG00000163930	ENSG00000169223
ENSG00000163930	ENSG00000169288
ENSG00000163930	ENSG00000169371
ENSG00000163930	ENSG00000169372
ENSG00000163930	ENSG00000169435
ENSG00000163930	ENSG00000169567
ENSG00000163930	ENSG00000169682
ENSG00000163930	ENSG00000169696
ENSG00000163930	ENSG00000169718
ENSG00000163930	ENSG00000169814
ENSG00000163930	ENSG00000169895
ENSG00000163930	ENSG00000169902
ENSG00000163930	ENSG00000169919
ENSG00000163930	ENSG00000169976
ENSG00000163930	ENSG00000170035
ENSG00000163930	ENSG00000170100
ENSG00000163930	ENSG00000170222
ENSG00000163930	ENSG00000170242
ENSG00000163930	ENSG00000170260
ENSG00000163930	ENSG00000170270
ENSG00000163930	ENSG00000170315
ENSG00000163930	ENSG00000170345
ENSG00000163930	ENSG00000170364
ENSG00000163930	ENSG00000170445
ENSG00000163930	ENSG00000170448
ENSG00000163930	ENSG00000170471
ENSG00000163930	ENSG00000170515
ENSG00000163930	ENSG00000170522
ENSG00000163930	ENSG00000170525
ENSG00000163930	ENSG00000170540
ENSG00000163930	ENSG00000170638
ENSG00000163930	ENSG00000170855
ENSG00000163930	ENSG00000170903
ENSG00000163930	ENSG00000170906
ENSG00000163930	ENSG00000170909
ENSG00000163930	ENSG00000170946
ENSG00000163930	ENSG00000170949
ENSG00000163930	ENSG00000170959
ENSG00000163930	ENSG00000170965
ENSG00000163930	ENSG00000171045
ENSG00000163930	ENSG00000171103
ENSG00000163930	ENSG00000171109
ENSG00000163930	ENSG00000171148
ENSG00000163930	ENSG00000171150
ENSG00000163930	ENSG00000171223
ENSG00000163930	ENSG00000171262
ENSG00000163930	ENSG00000171291
ENSG00000163930	ENSG00000171302
ENSG00000163930	ENSG00000171307
ENSG00000163930	ENSG00000171311
ENSG00000163930	ENSG00000171314
ENSG00000163930	ENSG00000171425
ENSG00000163930	ENSG00000171453
ENSG00000163930	ENSG00000171475
ENSG00000163930	ENSG00000171552
ENSG00000163930	ENSG00000171596
ENSG00000163930	ENSG00000171634
ENSG00000163930	ENSG00000171703
ENSG00000163930	ENSG00000171729
ENSG00000163930	ENSG00000171811
ENSG00000163930	ENSG00000171858
ENSG00000163930	ENSG00000171861
ENSG00000163930	ENSG00000171863
ENSG00000163930	ENSG00000171865
ENSG00000163930	ENSG00000171914
ENSG00000163930	ENSG00000171928
ENSG00000163930	ENSG00000171953
ENSG00000163930	ENSG00000171960
ENSG00000163930	ENSG00000171962
ENSG00000163930	ENSG00000172006
ENSG00000163930	ENSG00000172046
ENSG00000163930	ENSG00000172057
ENSG00000163930	ENSG00000172081
ENSG00000163930	ENSG00000172113
ENSG00000163930	ENSG00000172171
ENSG00000163930	ENSG00000172201
ENSG00000163930	ENSG00000172244
ENSG00000163930	ENSG00000172301
ENSG00000163930	ENSG00000172336
ENSG00000163930	ENSG00000172354
ENSG00000163930	ENSG00000172409
ENSG00000163930	ENSG00000172428
ENSG00000163930	ENSG00000172493
ENSG00000163930	ENSG00000172500
ENSG00000163930	ENSG00000172530
ENSG00000163930	ENSG00000172531
ENSG00000163930	ENSG00000172572
ENSG00000163930	ENSG00000172663
ENSG00000163930	ENSG00000172671
ENSG00000163930	ENSG00000172728
ENSG00000163930	ENSG00000172748
ENSG00000163930	ENSG00000172775
ENSG00000163930	ENSG00000172809
ENSG00000163930	ENSG00000172831
ENSG00000163930	ENSG00000172943
ENSG00000163930	ENSG00000172977
ENSG00000163930	ENSG00000172992
ENSG00000163930	ENSG00000173065
ENSG00000163930	ENSG00000173141
ENSG00000163930	ENSG00000173163
ENSG00000163930	ENSG00000173171
ENSG00000163930	ENSG00000173264
ENSG00000163930	ENSG00000173273
ENSG00000163930	ENSG00000173327
ENSG00000163930	ENSG00000173406
ENSG00000163930	ENSG00000173418
ENSG00000163930	ENSG00000173436
ENSG00000163930	ENSG00000173456
ENSG00000163930	ENSG00000173465
ENSG00000163930	ENSG00000173531
ENSG00000163930	ENSG00000173575
ENSG00000163930	ENSG00000173614
ENSG00000163930	ENSG00000173653
ENSG00000163930	ENSG00000173692
ENSG00000163930	ENSG00000173786
ENSG00000163930	ENSG00000173805
ENSG00000163930	ENSG00000173818
ENSG00000163930	ENSG00000173846
ENSG00000163930	ENSG00000173875
ENSG00000163930	ENSG00000173915
ENSG00000163930	ENSG00000173950
ENSG00000163930	ENSG00000173960
ENSG00000163930	ENSG00000174013
ENSG00000163930	ENSG00000174109
ENSG00000163930	ENSG00000174151
ENSG00000163930	ENSG00000174173
ENSG00000163930	ENSG00000174177
ENSG00000163930	ENSG00000174227
ENSG00000163930	ENSG00000174243
ENSG00000163930	ENSG00000174282
ENSG00000163930	ENSG00000174365
ENSG00000163930	ENSG00000174371
ENSG00000163930	ENSG00000174405
ENSG00000163930	ENSG00000174442
ENSG00000163930	ENSG00000174446
ENSG00000163930	ENSG00000174456
ENSG00000163930	ENSG00000174483
ENSG00000163930	ENSG00000174574
ENSG00000163930	ENSG00000174628
ENSG00000163930	ENSG00000174652
ENSG00000163930	ENSG00000174744
ENSG00000163930	ENSG00000174796
ENSG00000163930	ENSG00000174840
ENSG00000163930	ENSG00000174842
ENSG00000163930	ENSG00000174871
ENSG00000163930	ENSG00000174886
ENSG00000163930	ENSG00000174891
ENSG00000163930	ENSG00000174915
ENSG00000163930	ENSG00000174996
ENSG00000163930	ENSG00000175054
ENSG00000163930	ENSG00000175104
ENSG00000163930	ENSG00000175193
ENSG00000163930	ENSG00000175203
ENSG00000163930	ENSG00000175215
ENSG00000163930	ENSG00000175287
ENSG00000163930	ENSG00000175334
ENSG00000163930	ENSG00000175348
ENSG00000163930	ENSG00000175376
ENSG00000163930	ENSG00000175390
ENSG00000163930	ENSG00000175455
ENSG00000163930	ENSG00000175467
ENSG00000163930	ENSG00000175548
ENSG00000163930	ENSG00000175550
ENSG00000163930	ENSG00000175581
ENSG00000163930	ENSG00000175582
ENSG00000163930	ENSG00000175606
ENSG00000163930	ENSG00000175611
ENSG00000163930	ENSG00000175634
ENSG00000163930	ENSG00000175756
ENSG00000163930	ENSG00000175764
ENSG00000163930	ENSG00000175832
ENSG00000163930	ENSG00000175866
ENSG00000163930	ENSG00000176101
ENSG00000163930	ENSG00000176102
ENSG00000163930	ENSG00000176108
ENSG00000163930	ENSG00000176124
ENSG00000163930	ENSG00000176142
ENSG00000163930	ENSG00000176171
ENSG00000163930	ENSG00000176248
ENSG00000163930	ENSG00000176340
ENSG00000163930	ENSG00000176390
ENSG00000163930	ENSG00000176422
ENSG00000163930	ENSG00000176428
ENSG00000163930	ENSG00000176473
ENSG00000163930	ENSG00000176563
ENSG00000163930	ENSG00000176619
ENSG00000163930	ENSG00000176715
ENSG00000163930	ENSG00000176809
ENSG00000163930	ENSG00000176853
ENSG00000163930	ENSG00000176896
ENSG00000163930	ENSG00000176953
ENSG00000163930	ENSG00000177000
ENSG00000163930	ENSG00000177034
