ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	tf	cond
GTF2F1	GTF2F1	41/49	4119/6328	0.0032708004186175863	0.019697486965452576	0.014919440505974957	ENSG00000066279/ENSG00000072571/ENSG00000075218/ENSG00000080986/ENSG00000085999/ENSG00000088325/ENSG00000089685/ENSG00000090889/ENSG00000093009/ENSG00000101447/ENSG00000105011/ENSG00000109805/ENSG00000111206/ENSG00000112984/ENSG00000113368/ENSG00000117399/ENSG00000117650/ENSG00000121211/ENSG00000126787/ENSG00000127564/ENSG00000135451/ENSG00000137337/ENSG00000137804/ENSG00000142945/ENSG00000143228/ENSG00000143476/ENSG00000146670/ENSG00000148773/ENSG00000156970/ENSG00000158402/ENSG00000164611/ENSG00000168078/ENSG00000171320/ENSG00000171848/ENSG00000178999/ENSG00000183856/ENSG00000186185/ENSG00000035499/ENSG00000065328/ENSG00000085840/ENSG00000025770	41	ENSG00000123485	healthy
SP2	SP2	44/49	4635/6328	0.003974693214486125	0.023416127415776953	0.017736045236265315	ENSG00000066279/ENSG00000072571/ENSG00000080986/ENSG00000085999/ENSG00000088325/ENSG00000089685/ENSG00000090889/ENSG00000093009/ENSG00000101447/ENSG00000105011/ENSG00000109674/ENSG00000109805/ENSG00000112984/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000121211/ENSG00000126787/ENSG00000127564/ENSG00000135451/ENSG00000137337/ENSG00000137804/ENSG00000142945/ENSG00000143228/ENSG00000145386/ENSG00000146670/ENSG00000148773/ENSG00000156970/ENSG00000158402/ENSG00000161888/ENSG00000164611/ENSG00000168078/ENSG00000169607/ENSG00000171320/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000186185/ENSG00000276043/ENSG00000035499/ENSG00000065328/ENSG00000085840/ENSG00000025770	44	ENSG00000123485	healthy
ZNF574	ZNF574	27/49	2280/6328	0.004801933469604898	0.02768774404814739	0.0209714899568411	ENSG00000072571/ENSG00000080986/ENSG00000085999/ENSG00000089685/ENSG00000093009/ENSG00000109674/ENSG00000109805/ENSG00000112984/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000121211/ENSG00000137804/ENSG00000142945/ENSG00000143228/ENSG00000146670/ENSG00000148773/ENSG00000156970/ENSG00000158402/ENSG00000164611/ENSG00000168078/ENSG00000169607/ENSG00000171320/ENSG00000175063/ENSG00000183856/ENSG00000186185/ENSG00000025770	27	ENSG00000123485	healthy
TP53BP1	TP53BP1	40/49	4048/6328	0.005577461109097169	0.0314894158451111	0.023850985006007637	ENSG00000066279/ENSG00000072571/ENSG00000080986/ENSG00000085999/ENSG00000089685/ENSG00000090889/ENSG00000093009/ENSG00000101447/ENSG00000105011/ENSG00000109674/ENSG00000109805/ENSG00000111206/ENSG00000112984/ENSG00000113368/ENSG00000117399/ENSG00000117650/ENSG00000126787/ENSG00000127564/ENSG00000129195/ENSG00000135451/ENSG00000137337/ENSG00000137804/ENSG00000142945/ENSG00000143228/ENSG00000143476/ENSG00000146670/ENSG00000148773/ENSG00000158402/ENSG00000161888/ENSG00000164611/ENSG00000168078/ENSG00000171320/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000186185/ENSG00000035499/ENSG00000065328/ENSG00000085840/ENSG00000025770	40	ENSG00000123485	healthy
TAF1	TAF1	48/49	5499/6328	0.008444452010272293	0.04636308075749913	0.035116724597833875	ENSG00000072571/ENSG00000075218/ENSG00000080986/ENSG00000085999/ENSG00000088325/ENSG00000089685/ENSG00000090889/ENSG00000093009/ENSG00000101447/ENSG00000105011/ENSG00000109674/ENSG00000109805/ENSG00000111206/ENSG00000112984/ENSG00000113368/ENSG00000117399/ENSG00000117650/ENSG00000117724/ENSG00000121211/ENSG00000126787/ENSG00000127564/ENSG00000129195/ENSG00000135451/ENSG00000137337/ENSG00000137804/ENSG00000142945/ENSG00000143228/ENSG00000143476/ENSG00000145386/ENSG00000146670/ENSG00000148773/ENSG00000156970/ENSG00000158402/ENSG00000161888/ENSG00000164611/ENSG00000168078/ENSG00000169607/ENSG00000171320/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000186185/ENSG00000276043/ENSG00000035499/ENSG00000065328/ENSG00000085840/ENSG00000025770	48	ENSG00000123485	healthy
CRTC2	CRTC2	40/49	4117/6328	0.008554073940497994	0.04636308075749913	0.035116724597833875	ENSG00000075218/ENSG00000080986/ENSG00000085999/ENSG00000089685/ENSG00000090889/ENSG00000105011/ENSG00000109674/ENSG00000109805/ENSG00000111206/ENSG00000112984/ENSG00000113368/ENSG00000117399/ENSG00000117650/ENSG00000126787/ENSG00000127564/ENSG00000129195/ENSG00000135451/ENSG00000137337/ENSG00000142945/ENSG00000143228/ENSG00000143476/ENSG00000146670/ENSG00000148773/ENSG00000156970/ENSG00000158402/ENSG00000161888/ENSG00000164611/ENSG00000168078/ENSG00000169607/ENSG00000171320/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000186185/ENSG00000276043/ENSG00000035499/ENSG00000065328/ENSG00000085840/ENSG00000025770	40	ENSG00000123485	healthy
GTF2A2	GTF2A2	7/31	126/6328	1.8558121509321647e-6	4.787995349404985e-4	4.787995349404985e-4	ENSG00000120129/ENSG00000120738/ENSG00000142871/ENSG00000162772/ENSG00000170345/ENSG00000171223/ENSG00000184557	7	ENSG00000128016	healthy
KDM3B	KDM3B	4/4	774/6328	2.22299307915307e-4	0.039346977501009336	0.039346977501009336	ENSG00000083307/ENSG00000105220/ENSG00000141034/ENSG00000163435	4	ENSG00000129245	healthy
KMT2C	KMT2C	28/40	2535/6328	1.1742493902235901e-4	0.030647909084835702	0.029294432156104302	ENSG00000006327/ENSG00000105722/ENSG00000108829/ENSG00000111837/ENSG00000123395/ENSG00000130164/ENSG00000132467/ENSG00000132510/ENSG00000132661/ENSG00000137218/ENSG00000140743/ENSG00000141378/ENSG00000143479/ENSG00000148840/ENSG00000151014/ENSG00000151135/ENSG00000160789/ENSG00000164933/ENSG00000167470/ENSG00000168175/ENSG00000173276/ENSG00000173846/ENSG00000178896/ENSG00000179820/ENSG00000182481/ENSG00000196227/ENSG00000196428/ENSG00000197019	28	ENSG00000129911	healthy
RAD51	RAD51	5/6	838/6328	2.1529247713933971e-4	0.039398523316499165	0.039398523316499165	ENSG00000105516/ENSG00000126368/ENSG00000159208/ENSG00000167074/ENSG00000174738	5	ENSG00000133794	healthy
NME2	NME2	1/1	3/6328	4.7408343868537983e-4	0.03792667509483039	0.03792667509483039	ENSG00000133805	1	ENSG00000143437	healthy
HSD17B8	HSD17B8	14/22	156/6328	4.596253528560343e-18	1.1076971003830426e-15	1.030528422719319e-15	ENSG00000066279/ENSG00000072571/ENSG00000105011/ENSG00000111206/ENSG00000112984/ENSG00000123485/ENSG00000126787/ENSG00000148773/ENSG00000168078/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000186185	14	ENSG00000143476	healthy
RBL2	RBL2	20/22	1671/6328	3.253478168425243e-10	3.9204411929524176e-8	3.6473202624977725e-8	ENSG00000066279/ENSG00000072571/ENSG00000088325/ENSG00000090889/ENSG00000092853/ENSG00000093009/ENSG00000105011/ENSG00000111206/ENSG00000112984/ENSG00000123485/ENSG00000126787/ENSG00000127564/ENSG00000148773/ENSG00000168078/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000186185/ENSG00000276043	20	ENSG00000143476	healthy
SIN3B	SIN3B	20/22	1889/6328	3.501855098244896e-9	2.8131569289233997e-7	2.617175915530396e-7	ENSG00000066279/ENSG00000072571/ENSG00000088325/ENSG00000090889/ENSG00000092853/ENSG00000093009/ENSG00000105011/ENSG00000111206/ENSG00000112984/ENSG00000113368/ENSG00000123485/ENSG00000126787/ENSG00000127564/ENSG00000148773/ENSG00000168078/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000186185	20	ENSG00000143476	healthy
E2F5	E2F5	9/22	296/6328	2.7598677546519677e-7	1.6628203221778104e-5	1.5469785045812344e-5	ENSG00000088325/ENSG00000111206/ENSG00000126787/ENSG00000148773/ENSG00000168078/ENSG00000171848/ENSG00000178999/ENSG00000183856/ENSG00000186185	9	ENSG00000143476	healthy
NFYC	NFYC	20/22	2822/6328	7.1768714667025015e-6	3.459252046950606e-4	3.21826025770028e-4	ENSG00000066279/ENSG00000072571/ENSG00000088325/ENSG00000090889/ENSG00000092853/ENSG00000093009/ENSG00000105011/ENSG00000111206/ENSG00000112984/ENSG00000123485/ENSG00000126787/ENSG00000127564/ENSG00000148773/ENSG00000168078/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000186185/ENSG00000276043	20	ENSG00000143476	healthy
NIPBL	NIPBL	22/22	4165/6328	9.894889690254445e-5	0.0039744473589188685	0.0036975640421477132	ENSG00000066279/ENSG00000072571/ENSG00000088325/ENSG00000090889/ENSG00000092853/ENSG00000093009/ENSG00000105011/ENSG00000111206/ENSG00000112984/ENSG00000113368/ENSG00000123485/ENSG00000126787/ENSG00000127564/ENSG00000148773/ENSG00000167513/ENSG00000168078/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000186185/ENSG00000276043	22	ENSG00000143476	healthy
SIPA1	SIPA1	3/22	38/6328	2.8441050430455533e-4	0.009791847362485406	0.009109689837123352	ENSG00000072571/ENSG00000088325/ENSG00000112984	3	ENSG00000143476	healthy
ARID4B	ARID4B	20/22	3565/6328	5.070630908267513e-4	0.015275275611155882	0.014211110308697109	ENSG00000066279/ENSG00000088325/ENSG00000090889/ENSG00000092853/ENSG00000093009/ENSG00000105011/ENSG00000111206/ENSG00000112984/ENSG00000113368/ENSG00000123485/ENSG00000126787/ENSG00000127564/ENSG00000148773/ENSG00000167513/ENSG00000168078/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000186185	20	ENSG00000143476	healthy
BARX2	BARX2	7/22	477/6328	8.314648601560077e-4	0.022264781255288652	0.02071368598985142	ENSG00000066279/ENSG00000088325/ENSG00000093009/ENSG00000126787/ENSG00000171848/ENSG00000175063/ENSG00000178999	7	ENSG00000143476	healthy
MBD2	MBD2	14/22	1879/6328	9.875263563337837e-4	0.023799385187644188	0.02214138041043115	ENSG00000066279/ENSG00000072571/ENSG00000088325/ENSG00000093009/ENSG00000105011/ENSG00000112984/ENSG00000123485/ENSG00000126787/ENSG00000148773/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000276043	14	ENSG00000143476	healthy
SNRNP70	SNRNP70	2/2	109/6328	2.9402614404943256e-4	0.04557405232766205	0.04557405232766205	ENSG00000108468/ENSG00000149182	2	ENSG00000149136	healthy
FOXJ2	FOXJ2	6/37	125/6328	7.414890290942742e-5	0.01957531036808884	0.0193567662331979	ENSG00000115875/ENSG00000143479/ENSG00000178053/ENSG00000182950/ENSG00000215301/ENSG00000036672	6	ENSG00000160789	healthy
ZNF687	ZNF687	11/24	839/6328	1.0029245235934572e-4	0.024471358375680357	0.022697765533957193	ENSG00000107581/ENSG00000125651/ENSG00000130254/ENSG00000136938/ENSG00000160633/ENSG00000175467/ENSG00000175550/ENSG00000178922/ENSG00000214753/ENSG00000234857/ENSG00000007080	11	ENSG00000167674	healthy
HCFC1	HCFC1	22/24	3590/6328	2.174168158524213e-4	0.0265248515339954	0.024602429162247676	ENSG00000105321/ENSG00000106244/ENSG00000107581/ENSG00000125651/ENSG00000125844/ENSG00000130254/ENSG00000136938/ENSG00000149929/ENSG00000156860/ENSG00000160633/ENSG00000162191/ENSG00000175467/ENSG00000175550/ENSG00000185453/ENSG00000204439/ENSG00000214753/ENSG00000234857/ENSG00000270647/ENSG00000054118/ENSG00000007080/ENSG00000099804/ENSG00000116350	22	ENSG00000167674	healthy
GTF2A2	GTF2A2	5/16	126/6328	1.0590975798670941e-5	0.0023723785789022908	0.0023723785789022908	ENSG00000120129/ENSG00000120738/ENSG00000128016/ENSG00000162772/ENSG00000171223	5	ENSG00000170345	healthy
HSD17B8	HSD17B8	20/29	156/6328	1.6491617134010918e-26	4.188870752038773e-24	3.5239981875833856e-24	ENSG00000066279/ENSG00000072571/ENSG00000080986/ENSG00000085999/ENSG00000105011/ENSG00000109805/ENSG00000111206/ENSG00000123485/ENSG00000126787/ENSG00000146670/ENSG00000148773/ENSG00000161888/ENSG00000166803/ENSG00000168078/ENSG00000169607/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000186185	20	ENSG00000171320	healthy
RBL2	RBL2	28/29	1671/6328	1.1789319654988783e-15	1.4972435961835754e-13	1.259595731559328e-13	ENSG00000066279/ENSG00000072571/ENSG00000080986/ENSG00000085999/ENSG00000088325/ENSG00000090889/ENSG00000092853/ENSG00000100162/ENSG00000105011/ENSG00000109805/ENSG00000111206/ENSG00000123485/ENSG00000126787/ENSG00000127564/ENSG00000137804/ENSG00000146670/ENSG00000148773/ENSG00000161888/ENSG00000166803/ENSG00000168078/ENSG00000169607/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000186185/ENSG00000276043/ENSG00000035499	28	ENSG00000171320	healthy
SIN3B	SIN3B	28/29	1889/6328	3.5831089182001176e-14	3.0336988840760996e-12	2.552179334717979e-12	ENSG00000066279/ENSG00000072571/ENSG00000080986/ENSG00000085999/ENSG00000088325/ENSG00000090889/ENSG00000092853/ENSG00000100162/ENSG00000105011/ENSG00000109805/ENSG00000111206/ENSG00000113368/ENSG00000123485/ENSG00000126787/ENSG00000127564/ENSG00000137804/ENSG00000146670/ENSG00000148773/ENSG00000161888/ENSG00000166803/ENSG00000168078/ENSG00000169607/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000186185/ENSG00000035499	28	ENSG00000171320	healthy
E2F5	E2F5	13/29	296/6328	1.3679638593662564e-10	8.686570506975727e-9	7.307806932930264e-9	ENSG00000080986/ENSG00000085999/ENSG00000088325/ENSG00000111206/ENSG00000126787/ENSG00000146670/ENSG00000148773/ENSG00000168078/ENSG00000171848/ENSG00000178999/ENSG00000183856/ENSG00000186185/ENSG00000035499	13	ENSG00000171320	healthy
NFYC	NFYC	28/29	2822/6328	2.330211175208428e-9	1.1837472770058813e-7	9.95858670668023e-8	ENSG00000066279/ENSG00000072571/ENSG00000080986/ENSG00000085999/ENSG00000088325/ENSG00000090889/ENSG00000092853/ENSG00000100162/ENSG00000105011/ENSG00000109805/ENSG00000111206/ENSG00000123485/ENSG00000126787/ENSG00000127564/ENSG00000137804/ENSG00000146670/ENSG00000148773/ENSG00000161888/ENSG00000166803/ENSG00000168078/ENSG00000169607/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000186185/ENSG00000276043/ENSG00000035499	28	ENSG00000171320	healthy
NIPBL	NIPBL	29/29	4165/6328	5.2189362660448955e-6	2.2093496859590058e-4	1.8586737929949366e-4	ENSG00000066279/ENSG00000072571/ENSG00000080986/ENSG00000085999/ENSG00000088325/ENSG00000090889/ENSG00000092853/ENSG00000100162/ENSG00000105011/ENSG00000109805/ENSG00000111206/ENSG00000113368/ENSG00000123485/ENSG00000126787/ENSG00000127564/ENSG00000137804/ENSG00000146670/ENSG00000148773/ENSG00000161888/ENSG00000166803/ENSG00000168078/ENSG00000169607/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000186185/ENSG00000276043/ENSG00000035499	29	ENSG00000171320	healthy
MBD2	MBD2	20/29	1879/6328	1.380786148970306e-5	4.857589706422554e-4	4.0865756751089043e-4	ENSG00000066279/ENSG00000072571/ENSG00000080986/ENSG00000085999/ENSG00000088325/ENSG00000100162/ENSG00000105011/ENSG00000123485/ENSG00000126787/ENSG00000146670/ENSG00000148773/ENSG00000161888/ENSG00000166803/ENSG00000169607/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000276043/ENSG00000035499	20	ENSG00000171320	healthy
ARID4B	ARID4B	27/29	3565/6328	1.5299495138338754e-5	4.857589706422554e-4	4.0865756751089043e-4	ENSG00000066279/ENSG00000080986/ENSG00000085999/ENSG00000088325/ENSG00000090889/ENSG00000092853/ENSG00000100162/ENSG00000105011/ENSG00000109805/ENSG00000111206/ENSG00000113368/ENSG00000123485/ENSG00000126787/ENSG00000127564/ENSG00000137804/ENSG00000146670/ENSG00000148773/ENSG00000161888/ENSG00000166803/ENSG00000168078/ENSG00000169607/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000186185/ENSG00000035499	27	ENSG00000171320	healthy
BARX2	BARX2	10/29	477/6328	2.915441844516999e-5	8.228024761192419e-4	6.922043209788898e-4	ENSG00000066279/ENSG00000085999/ENSG00000088325/ENSG00000100162/ENSG00000126787/ENSG00000161888/ENSG00000166803/ENSG00000171848/ENSG00000175063/ENSG00000178999	10	ENSG00000171320	healthy
MAF	MAF	27/29	3902/6328	1.3940873926673717e-4	0.003540981977375124	0.0029789446390681732	ENSG00000072571/ENSG00000080986/ENSG00000085999/ENSG00000088325/ENSG00000090889/ENSG00000092853/ENSG00000100162/ENSG00000105011/ENSG00000109805/ENSG00000113368/ENSG00000123485/ENSG00000126787/ENSG00000127564/ENSG00000137804/ENSG00000146670/ENSG00000148773/ENSG00000161888/ENSG00000166803/ENSG00000168078/ENSG00000169607/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000186185/ENSG00000276043/ENSG00000035499	27	ENSG00000171320	healthy
FOXM1	FOXM1	28/29	4325/6328	2.2689509944026848e-4	0.005239214114348017	0.004407627290562153	ENSG00000066279/ENSG00000072571/ENSG00000080986/ENSG00000085999/ENSG00000088325/ENSG00000090889/ENSG00000092853/ENSG00000100162/ENSG00000105011/ENSG00000109805/ENSG00000111206/ENSG00000123485/ENSG00000126787/ENSG00000127564/ENSG00000137804/ENSG00000146670/ENSG00000148773/ENSG00000161888/ENSG00000166803/ENSG00000168078/ENSG00000169607/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000186185/ENSG00000276043/ENSG00000035499	28	ENSG00000171320	healthy
CDK7	CDK7	27/29	4006/6328	2.625784131673317e-4	0.005409074141269514	0.004550526525808998	ENSG00000066279/ENSG00000072571/ENSG00000080986/ENSG00000085999/ENSG00000088325/ENSG00000090889/ENSG00000092853/ENSG00000100162/ENSG00000105011/ENSG00000109805/ENSG00000111206/ENSG00000123485/ENSG00000126787/ENSG00000127564/ENSG00000137804/ENSG00000146670/ENSG00000148773/ENSG00000161888/ENSG00000166803/ENSG00000168078/ENSG00000169607/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000186185/ENSG00000276043/ENSG00000035499	27	ENSG00000171320	healthy
NELFA	NELFA	26/29	3710/6328	2.768423773090696e-4	0.005409074141269514	0.004550526525808998	ENSG00000072571/ENSG00000080986/ENSG00000085999/ENSG00000088325/ENSG00000090889/ENSG00000092853/ENSG00000100162/ENSG00000105011/ENSG00000109805/ENSG00000111206/ENSG00000113368/ENSG00000123485/ENSG00000127564/ENSG00000137804/ENSG00000146670/ENSG00000148773/ENSG00000161888/ENSG00000166803/ENSG00000168078/ENSG00000169607/ENSG00000171848/ENSG00000178999/ENSG00000183856/ENSG00000186185/ENSG00000276043/ENSG00000035499	26	ENSG00000171320	healthy
AEBP2	AEBP2	6/29	225/6328	4.515884661287925e-4	0.008193105028336664	0.006892666061965781	ENSG00000100162/ENSG00000105011/ENSG00000123485/ENSG00000161888/ENSG00000166803/ENSG00000175063	6	ENSG00000171320	healthy
SMAD3	SMAD3	29/29	4887/6328	5.460792501653898e-4	0.009246941969467267	0.007779234230426255	ENSG00000066279/ENSG00000072571/ENSG00000080986/ENSG00000085999/ENSG00000088325/ENSG00000090889/ENSG00000092853/ENSG00000100162/ENSG00000105011/ENSG00000109805/ENSG00000111206/ENSG00000113368/ENSG00000123485/ENSG00000126787/ENSG00000127564/ENSG00000137804/ENSG00000146670/ENSG00000148773/ENSG00000161888/ENSG00000166803/ENSG00000168078/ENSG00000169607/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000186185/ENSG00000276043/ENSG00000035499	29	ENSG00000171320	healthy
RBBP4	RBBP4	20/29	2501/6328	0.001247531486022024	0.01980456234059963	0.01666111129358361	ENSG00000072571/ENSG00000080986/ENSG00000085999/ENSG00000088325/ENSG00000105011/ENSG00000111206/ENSG00000123485/ENSG00000126787/ENSG00000137804/ENSG00000146670/ENSG00000148773/ENSG00000161888/ENSG00000166803/ENSG00000168078/ENSG00000169607/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000186185	20	ENSG00000171320	healthy
NFKB2	NFKB2	23/29	3246/6328	0.0017725667489608475	0.025569110389200216	0.021510689635340426	ENSG00000066279/ENSG00000072571/ENSG00000080986/ENSG00000085999/ENSG00000088325/ENSG00000090889/ENSG00000092853/ENSG00000100162/ENSG00000105011/ENSG00000111206/ENSG00000123485/ENSG00000126787/ENSG00000127564/ENSG00000137804/ENSG00000146670/ENSG00000161888/ENSG00000166803/ENSG00000168078/ENSG00000169607/ENSG00000171848/ENSG00000175063/ENSG00000186185/ENSG00000276043	23	ENSG00000171320	healthy
XRN2	XRN2	10/29	787/6328	0.0018119842008094643	0.025569110389200216	0.021510689635340426	ENSG00000080986/ENSG00000085999/ENSG00000113368/ENSG00000148773/ENSG00000166803/ENSG00000168078/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000186185	10	ENSG00000171320	healthy
CEBPA	CEBPA	28/29	4723/6328	0.0022083300201431242	0.028785716920111126	0.024216744860267547	ENSG00000066279/ENSG00000072571/ENSG00000080986/ENSG00000085999/ENSG00000088325/ENSG00000090889/ENSG00000092853/ENSG00000100162/ENSG00000105011/ENSG00000109805/ENSG00000111206/ENSG00000113368/ENSG00000123485/ENSG00000126787/ENSG00000127564/ENSG00000146670/ENSG00000148773/ENSG00000161888/ENSG00000166803/ENSG00000168078/ENSG00000169607/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000186185/ENSG00000276043/ENSG00000035499	28	ENSG00000171320	healthy
E2F6	E2F6	27/29	4390/6328	0.002266591883473317	0.028785716920111126	0.024216744860267547	ENSG00000066279/ENSG00000072571/ENSG00000080986/ENSG00000085999/ENSG00000090889/ENSG00000092853/ENSG00000100162/ENSG00000105011/ENSG00000109805/ENSG00000111206/ENSG00000113368/ENSG00000123485/ENSG00000126787/ENSG00000127564/ENSG00000137804/ENSG00000146670/ENSG00000148773/ENSG00000161888/ENSG00000166803/ENSG00000168078/ENSG00000169607/ENSG00000171848/ENSG00000178999/ENSG00000183856/ENSG00000186185/ENSG00000276043/ENSG00000035499	27	ENSG00000171320	healthy
CHD2	CHD2	26/29	4118/6328	0.0026647890247574455	0.03205173104473821	0.026964365528727136	ENSG00000066279/ENSG00000072571/ENSG00000080986/ENSG00000085999/ENSG00000088325/ENSG00000090889/ENSG00000092853/ENSG00000100162/ENSG00000105011/ENSG00000109805/ENSG00000111206/ENSG00000123485/ENSG00000126787/ENSG00000127564/ENSG00000137804/ENSG00000146670/ENSG00000148773/ENSG00000161888/ENSG00000166803/ENSG00000168078/ENSG00000169607/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000035499	26	ENSG00000171320	healthy
IRF1	IRF1	26/29	4126/6328	0.0027761341849773255	0.03205173104473821	0.026964365528727136	ENSG00000072571/ENSG00000080986/ENSG00000085999/ENSG00000088325/ENSG00000090889/ENSG00000092853/ENSG00000100162/ENSG00000105011/ENSG00000109805/ENSG00000113368/ENSG00000123485/ENSG00000126787/ENSG00000127564/ENSG00000146670/ENSG00000148773/ENSG00000161888/ENSG00000166803/ENSG00000168078/ENSG00000169607/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000186185/ENSG00000276043/ENSG00000035499	26	ENSG00000171320	healthy
NFAT5	NFAT5	9/29	700/6328	0.0030550300166952145	0.03373815757567759	0.02838311640224845	ENSG00000080986/ENSG00000085999/ENSG00000127564/ENSG00000146670/ENSG00000161888/ENSG00000166803/ENSG00000168078/ENSG00000178999/ENSG00000186185	9	ENSG00000171320	healthy
GATA3	GATA3	26/29	4215/6328	0.004339666882420841	0.04592814117228724	0.03863826215488732	ENSG00000066279/ENSG00000080986/ENSG00000085999/ENSG00000092853/ENSG00000100162/ENSG00000105011/ENSG00000109805/ENSG00000111206/ENSG00000113368/ENSG00000123485/ENSG00000126787/ENSG00000127564/ENSG00000137804/ENSG00000146670/ENSG00000148773/ENSG00000161888/ENSG00000166803/ENSG00000168078/ENSG00000169607/ENSG00000171848/ENSG00000175063/ENSG00000178999/ENSG00000183856/ENSG00000186185/ENSG00000276043/ENSG00000035499	26	ENSG00000171320	healthy
MEN1	MEN1	18/29	2328/6328	0.00488654876030752	0.04964733540472441	0.04176713256178639	ENSG00000066279/ENSG00000085999/ENSG00000090889/ENSG00000105011/ENSG00000109805/ENSG00000113368/ENSG00000123485/ENSG00000126787/ENSG00000127564/ENSG00000146670/ENSG00000148773/ENSG00000161888/ENSG00000166803/ENSG00000168078/ENSG00000169607/ENSG00000171848/ENSG00000175063/ENSG00000035499	18	ENSG00000171320	healthy
RAG1	RAG1	9/27	292/6328	1.8859861929477838e-6	4.300048519920947e-4	4.300048519920947e-4	ENSG00000100906/ENSG00000105643/ENSG00000107372/ENSG00000118689/ENSG00000137393/ENSG00000155926/ENSG00000157514/ENSG00000168209/ENSG00000197183	9	ENSG00000179094	healthy
ZBTB44	ZBTB44	3/4	130/6328	3.3390246097734887e-5	0.006277366266374158	0.0060102442975922795	ENSG00000120705/ENSG00000164741/ENSG00000196428	3	ENSG00000183309	healthy
PCGF2	PCGF2	3/3	306/6328	1.1202149308965133e-4	0.013890665143116765	0.013890665143116765	ENSG00000105997/ENSG00000106004/ENSG00000166025	3	ENSG00000105996	healthy
THRA	THRA	2/4	18/6328	4.570278033271229e-5	0.00758666153523024	0.00758666153523024	ENSG00000158545/ENSG00000160633	2	ENSG00000116350	healthy
CIITA	CIITA	3/3	328/6328	1.3805295399461548e-4	0.014081401307450779	0.014081401307450779	ENSG00000204252/ENSG00000204257/ENSG00000204287	3	ENSG00000179583	healthy
EMSY	EMSY	12/13	2343/5985	1.0592513430552033e-4	0.01372379486952896	0.012338085290428116	ENSG00000092531/ENSG00000103932/ENSG00000104133/ENSG00000128463/ENSG00000134153/ENSG00000140259/ENSG00000140319/ENSG00000159459/ENSG00000166887/ENSG00000180979/ENSG00000198690/ENSG00000021776	12	ENSG00000067369	luma
NFAT5	NFAT5	8/13	862/5985	1.1780081433072068e-4	0.01372379486952896	0.012338085290428116	ENSG00000092531/ENSG00000103932/ENSG00000128463/ENSG00000134153/ENSG00000140319/ENSG00000166887/ENSG00000180979/ENSG00000198690	8	ENSG00000067369	luma
USP7	USP7	12/13	2502/5985	2.2436232059718116e-4	0.01742547356638107	0.0156660006311716	ENSG00000092531/ENSG00000103932/ENSG00000104133/ENSG00000128463/ENSG00000134153/ENSG00000140259/ENSG00000140319/ENSG00000159459/ENSG00000166887/ENSG00000180979/ENSG00000198690/ENSG00000021776	12	ENSG00000067369	luma
FOXN3	FOXN3	7/20	230/5985	5.710215310585037e-6	0.0014561049041991844	0.0013223656508723244	ENSG00000101310/ENSG00000101343/ENSG00000125818/ENSG00000132670/ENSG00000149474/ENSG00000173418/ENSG00000232838	7	ENSG00000088930	luma
