ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	tf	cond
PIAS1	PIAS1	34/57	2494/5985	0.004519824009997008	0.03334913269341818	0.023754823446043818	ENSG00000005100/ENSG00000040633/ENSG00000070444/ENSG00000072849/ENSG00000074356/ENSG00000074755/ENSG00000108523/ENSG00000108528/ENSG00000108559/ENSG00000108953/ENSG00000108963/ENSG00000127804/ENSG00000129197/ENSG00000132376/ENSG00000132383/ENSG00000132388/ENSG00000132507/ENSG00000141252/ENSG00000141456/ENSG00000141499/ENSG00000141503/ENSG00000142507/ENSG00000161920/ENSG00000161956/ENSG00000167721/ENSG00000167740/ENSG00000170310/ENSG00000171861/ENSG00000177370/ENSG00000178921/ENSG00000181284/ENSG00000183011/ENSG00000213859/ENSG00000215041	34	ENSG00000132510	luma
NFYA	NFYA	55/57	5065/5985	0.00458886004231983	0.03334913269341818	0.023754823446043818	ENSG00000005100/ENSG00000006744/ENSG00000007168/ENSG00000040633/ENSG00000070444/ENSG00000072849/ENSG00000074356/ENSG00000074755/ENSG00000108509/ENSG00000108518/ENSG00000108523/ENSG00000108528/ENSG00000108559/ENSG00000108561/ENSG00000108953/ENSG00000108963/ENSG00000127804/ENSG00000129197/ENSG00000129235/ENSG00000129245/ENSG00000129255/ENSG00000132376/ENSG00000132382/ENSG00000132383/ENSG00000132388/ENSG00000132507/ENSG00000133028/ENSG00000141252/ENSG00000141258/ENSG00000141456/ENSG00000141499/ENSG00000141503/ENSG00000142507/ENSG00000161920/ENSG00000161956/ENSG00000167193/ENSG00000167721/ENSG00000167740/ENSG00000170037/ENSG00000170043/ENSG00000170291/ENSG00000170310/ENSG00000171861/ENSG00000174231/ENSG00000174292/ENSG00000175826/ENSG00000177370/ENSG00000178921/ENSG00000178971/ENSG00000181284/ENSG00000183011/ENSG00000185722/ENSG00000198920/ENSG00000205544/ENSG00000215041	55	ENSG00000132510	luma
RPA1	RPA1	2/57	11/5985	0.00463878913404689	0.03334913269341818	0.023754823446043818	ENSG00000132383/ENSG00000181284	2	ENSG00000132510	luma
FGFR1	FGFR1	45/57	3714/5985	0.004806917370385275	0.03364842159269693	0.023968009049012456	ENSG00000005100/ENSG00000006744/ENSG00000007168/ENSG00000040633/ENSG00000070444/ENSG00000072849/ENSG00000074755/ENSG00000108509/ENSG00000108518/ENSG00000108523/ENSG00000108528/ENSG00000108559/ENSG00000108953/ENSG00000108963/ENSG00000127804/ENSG00000129197/ENSG00000129245/ENSG00000129255/ENSG00000132376/ENSG00000132382/ENSG00000132383/ENSG00000132388/ENSG00000133028/ENSG00000141252/ENSG00000141258/ENSG00000141456/ENSG00000141499/ENSG00000141503/ENSG00000142507/ENSG00000167193/ENSG00000167721/ENSG00000170037/ENSG00000170043/ENSG00000170291/ENSG00000170310/ENSG00000171861/ENSG00000174231/ENSG00000174282/ENSG00000175826/ENSG00000177370/ENSG00000178921/ENSG00000181284/ENSG00000183011/ENSG00000185722/ENSG00000213859	45	ENSG00000132510	luma
IRF4	IRF4	50/57	4356/5985	0.005423543879195798	0.036991350560668775	0.026349201032530193	ENSG00000005100/ENSG00000006744/ENSG00000007168/ENSG00000040633/ENSG00000070444/ENSG00000074356/ENSG00000074755/ENSG00000108509/ENSG00000108518/ENSG00000108523/ENSG00000108559/ENSG00000108561/ENSG00000108953/ENSG00000108963/ENSG00000127804/ENSG00000129197/ENSG00000129235/ENSG00000132376/ENSG00000132382/ENSG00000132383/ENSG00000132388/ENSG00000132507/ENSG00000133028/ENSG00000141252/ENSG00000141456/ENSG00000141499/ENSG00000141503/ENSG00000142507/ENSG00000161920/ENSG00000161956/ENSG00000167193/ENSG00000167721/ENSG00000167740/ENSG00000170037/ENSG00000170043/ENSG00000170291/ENSG00000170310/ENSG00000171861/ENSG00000174231/ENSG00000174292/ENSG00000175826/ENSG00000177370/ENSG00000178921/ENSG00000178971/ENSG00000183011/ENSG00000185722/ENSG00000198920/ENSG00000205544/ENSG00000213859/ENSG00000215041	50	ENSG00000132510	luma
MAX	MAX	57/57	5471/5985	0.005837046831873568	0.0384742698277197	0.027405494930706552	ENSG00000005100/ENSG00000006744/ENSG00000007168/ENSG00000040633/ENSG00000070444/ENSG00000072849/ENSG00000074356/ENSG00000074755/ENSG00000108509/ENSG00000108518/ENSG00000108523/ENSG00000108528/ENSG00000108559/ENSG00000108561/ENSG00000108953/ENSG00000108963/ENSG00000127804/ENSG00000129197/ENSG00000129235/ENSG00000129245/ENSG00000129255/ENSG00000132376/ENSG00000132382/ENSG00000132383/ENSG00000132388/ENSG00000132507/ENSG00000133028/ENSG00000141252/ENSG00000141258/ENSG00000141456/ENSG00000141499/ENSG00000141503/ENSG00000142507/ENSG00000161920/ENSG00000161956/ENSG00000167193/ENSG00000167721/ENSG00000167740/ENSG00000170037/ENSG00000170043/ENSG00000170291/ENSG00000170310/ENSG00000171861/ENSG00000174231/ENSG00000174282/ENSG00000174292/ENSG00000175826/ENSG00000177370/ENSG00000178921/ENSG00000178971/ENSG00000181284/ENSG00000183011/ENSG00000185722/ENSG00000198920/ENSG00000205544/ENSG00000213859/ENSG00000215041	57	ENSG00000132510	luma
OSR2	OSR2	17/57	953/5985	0.005930244597505668	0.0384742698277197	0.027405494930706552	ENSG00000005100/ENSG00000006744/ENSG00000040633/ENSG00000070444/ENSG00000072849/ENSG00000074356/ENSG00000074755/ENSG00000108559/ENSG00000108953/ENSG00000129235/ENSG00000129245/ENSG00000132383/ENSG00000141456/ENSG00000141499/ENSG00000198920/ENSG00000213859/ENSG00000215041	17	ENSG00000132510	luma
XRCC5	XRCC5	47/57	3996/5985	0.006408870777192827	0.04055268730367835	0.02888596642129839	ENSG00000005100/ENSG00000006744/ENSG00000040633/ENSG00000070444/ENSG00000074356/ENSG00000074755/ENSG00000108518/ENSG00000108523/ENSG00000108528/ENSG00000108559/ENSG00000108561/ENSG00000108963/ENSG00000127804/ENSG00000129197/ENSG00000129235/ENSG00000129255/ENSG00000132376/ENSG00000132383/ENSG00000132388/ENSG00000132507/ENSG00000133028/ENSG00000141252/ENSG00000141456/ENSG00000141499/ENSG00000141503/ENSG00000142507/ENSG00000161956/ENSG00000167193/ENSG00000167721/ENSG00000167740/ENSG00000170037/ENSG00000170043/ENSG00000170291/ENSG00000170310/ENSG00000171861/ENSG00000174231/ENSG00000174282/ENSG00000174292/ENSG00000177370/ENSG00000178921/ENSG00000181284/ENSG00000183011/ENSG00000185722/ENSG00000198920/ENSG00000205544/ENSG00000213859/ENSG00000215041	47	ENSG00000132510	luma
FOSL2	FOSL2	46/57	3877/5985	0.00655550960172244	0.04055268730367835	0.02888596642129839	ENSG00000005100/ENSG00000006744/ENSG00000040633/ENSG00000070444/ENSG00000072849/ENSG00000074356/ENSG00000074755/ENSG00000108509/ENSG00000108523/ENSG00000108528/ENSG00000108561/ENSG00000108953/ENSG00000108963/ENSG00000129235/ENSG00000129255/ENSG00000132376/ENSG00000132382/ENSG00000132383/ENSG00000132507/ENSG00000133028/ENSG00000141252/ENSG00000141456/ENSG00000141499/ENSG00000141503/ENSG00000142507/ENSG00000161920/ENSG00000167193/ENSG00000167721/ENSG00000167740/ENSG00000170037/ENSG00000170043/ENSG00000170291/ENSG00000170310/ENSG00000171861/ENSG00000174231/ENSG00000174282/ENSG00000175826/ENSG00000177370/ENSG00000178921/ENSG00000178971/ENSG00000181284/ENSG00000183011/ENSG00000185722/ENSG00000198920/ENSG00000205544/ENSG00000215041	46	ENSG00000132510	luma
EPC1	EPC1	5/57	128/5985	0.007120668716810394	0.04304767906071739	0.03066316672310696	ENSG00000108509/ENSG00000108953/ENSG00000132507/ENSG00000170310/ENSG00000177370	5	ENSG00000132510	luma
TAF3	TAF3	21/57	1321/5985	0.0077284563354683925	0.04398196102941951	0.03132866238739815	ENSG00000005100/ENSG00000006744/ENSG00000007168/ENSG00000108509/ENSG00000108523/ENSG00000108528/ENSG00000108559/ENSG00000108963/ENSG00000129197/ENSG00000132507/ENSG00000141252/ENSG00000141456/ENSG00000141499/ENSG00000142507/ENSG00000167193/ENSG00000167721/ENSG00000170291/ENSG00000171861/ENSG00000174231/ENSG00000185722/ENSG00000205544	21	ENSG00000132510	luma
ELL2	ELL2	39/57	3098/5985	0.007750525608693588	0.04398196102941951	0.03132866238739815	ENSG00000005100/ENSG00000007168/ENSG00000070444/ENSG00000072849/ENSG00000074356/ENSG00000074755/ENSG00000108523/ENSG00000108528/ENSG00000108559/ENSG00000108561/ENSG00000108953/ENSG00000108963/ENSG00000127804/ENSG00000129197/ENSG00000129235/ENSG00000129255/ENSG00000132376/ENSG00000133028/ENSG00000141252/ENSG00000141456/ENSG00000141499/ENSG00000141503/ENSG00000142507/ENSG00000167193/ENSG00000167721/ENSG00000167740/ENSG00000170291/ENSG00000170310/ENSG00000171861/ENSG00000174231/ENSG00000175826/ENSG00000177370/ENSG00000178921/ENSG00000178971/ENSG00000183011/ENSG00000185722/ENSG00000198920/ENSG00000213859/ENSG00000215041	39	ENSG00000132510	luma
ZNF324	ZNF324	18/57	1063/5985	0.007820964426932229	0.04398196102941951	0.03132866238739815	ENSG00000005100/ENSG00000072849/ENSG00000074356/ENSG00000108561/ENSG00000108953/ENSG00000108963/ENSG00000129235/ENSG00000132376/ENSG00000132507/ENSG00000141499/ENSG00000142507/ENSG00000167740/ENSG00000170291/ENSG00000170310/ENSG00000171861/ENSG00000175826/ENSG00000177370/ENSG00000198920	18	ENSG00000132510	luma
KDM2B	KDM2B	46/57	3904/5985	0.007936594471474196	0.04398196102941951	0.03132866238739815	ENSG00000005100/ENSG00000006744/ENSG00000040633/ENSG00000070444/ENSG00000072849/ENSG00000074356/ENSG00000074755/ENSG00000108509/ENSG00000108518/ENSG00000108523/ENSG00000108528/ENSG00000108559/ENSG00000108561/ENSG00000108953/ENSG00000127804/ENSG00000129235/ENSG00000132376/ENSG00000132382/ENSG00000132383/ENSG00000132388/ENSG00000132507/ENSG00000133028/ENSG00000141252/ENSG00000141258/ENSG00000141456/ENSG00000141499/ENSG00000141503/ENSG00000161956/ENSG00000167721/ENSG00000170037/ENSG00000170043/ENSG00000170291/ENSG00000170310/ENSG00000171861/ENSG00000174231/ENSG00000174282/ENSG00000174292/ENSG00000175826/ENSG00000177370/ENSG00000178921/ENSG00000183011/ENSG00000185722/ENSG00000198920/ENSG00000205544/ENSG00000213859/ENSG00000215041	46	ENSG00000132510	luma
SIN3B	SIN3B	32/57	2375/5985	0.008444506222209562	0.045774512574493303	0.03260550955048989	ENSG00000005100/ENSG00000007168/ENSG00000070444/ENSG00000072849/ENSG00000074356/ENSG00000074755/ENSG00000108509/ENSG00000108559/ENSG00000108953/ENSG00000108963/ENSG00000127804/ENSG00000129197/ENSG00000132376/ENSG00000132383/ENSG00000133028/ENSG00000141252/ENSG00000141456/ENSG00000141499/ENSG00000141503/ENSG00000142507/ENSG00000161956/ENSG00000167721/ENSG00000167740/ENSG00000170291/ENSG00000171861/ENSG00000174282/ENSG00000175826/ENSG00000177370/ENSG00000178921/ENSG00000183011/ENSG00000185722/ENSG00000205544	32	ENSG00000132510	luma
FOXK1	FOXK1	20/57	1245/5985	0.00860423168693483	0.045774512574493303	0.03260550955048989	ENSG00000005100/ENSG00000006744/ENSG00000070444/ENSG00000074356/ENSG00000074755/ENSG00000108523/ENSG00000108953/ENSG00000108963/ENSG00000129255/ENSG00000132376/ENSG00000132382/ENSG00000132507/ENSG00000133028/ENSG00000142507/ENSG00000167721/ENSG00000167740/ENSG00000171861/ENSG00000177370/ENSG00000178921/ENSG00000183011	20	ENSG00000132510	luma
GATA3	GATA3	49/57	4299/5985	0.009305305366347516	0.04789997854355694	0.03411949401598833	ENSG00000005100/ENSG00000006744/ENSG00000007168/ENSG00000040633/ENSG00000070444/ENSG00000072849/ENSG00000074356/ENSG00000074755/ENSG00000108509/ENSG00000108518/ENSG00000108523/ENSG00000108528/ENSG00000108559/ENSG00000108561/ENSG00000108953/ENSG00000108963/ENSG00000127804/ENSG00000129197/ENSG00000129235/ENSG00000129245/ENSG00000129255/ENSG00000132376/ENSG00000132382/ENSG00000132388/ENSG00000132507/ENSG00000133028/ENSG00000141252/ENSG00000141456/ENSG00000141499/ENSG00000141503/ENSG00000142507/ENSG00000161920/ENSG00000161956/ENSG00000167193/ENSG00000167721/ENSG00000167740/ENSG00000170037/ENSG00000170291/ENSG00000170310/ENSG00000171861/ENSG00000174231/ENSG00000177370/ENSG00000178921/ENSG00000183011/ENSG00000185722/ENSG00000198920/ENSG00000205544/ENSG00000213859/ENSG00000215041	49	ENSG00000132510	luma
ZNF140	ZNF140	5/57	137/5985	0.009424735483793438	0.04789997854355694	0.03411949401598833	ENSG00000129255/ENSG00000132388/ENSG00000141499/ENSG00000170037/ENSG00000170043	5	ENSG00000132510	luma
MAF	MAF	49/57	4305/5985	0.009712554485286072	0.04789997854355694	0.03411949401598833	ENSG00000005100/ENSG00000006744/ENSG00000007168/ENSG00000040633/ENSG00000108509/ENSG00000108518/ENSG00000108523/ENSG00000108528/ENSG00000108559/ENSG00000108561/ENSG00000108953/ENSG00000108963/ENSG00000127804/ENSG00000129197/ENSG00000129245/ENSG00000129255/ENSG00000132376/ENSG00000132383/ENSG00000132388/ENSG00000132507/ENSG00000133028/ENSG00000141252/ENSG00000141258/ENSG00000141456/ENSG00000141499/ENSG00000141503/ENSG00000142507/ENSG00000161920/ENSG00000161956/ENSG00000167193/ENSG00000167721/ENSG00000167740/ENSG00000170037/ENSG00000170043/ENSG00000170291/ENSG00000170310/ENSG00000171861/ENSG00000174231/ENSG00000174282/ENSG00000174292/ENSG00000175826/ENSG00000177370/ENSG00000178921/ENSG00000181284/ENSG00000183011/ENSG00000185722/ENSG00000205544/ENSG00000213859/ENSG00000215041	49	ENSG00000132510	luma
ZSCAN22	ZSCAN22	43/57	3580/5985	0.009724055794556673	0.04789997854355694	0.03411949401598833	ENSG00000005100/ENSG00000007168/ENSG00000040633/ENSG00000070444/ENSG00000074356/ENSG00000074755/ENSG00000108509/ENSG00000108523/ENSG00000108528/ENSG00000108559/ENSG00000108963/ENSG00000127804/ENSG00000129197/ENSG00000129235/ENSG00000129255/ENSG00000132376/ENSG00000132382/ENSG00000132507/ENSG00000133028/ENSG00000141252/ENSG00000141456/ENSG00000141499/ENSG00000141503/ENSG00000142507/ENSG00000161920/ENSG00000167193/ENSG00000167721/ENSG00000167740/ENSG00000170037/ENSG00000170043/ENSG00000170310/ENSG00000171861/ENSG00000174231/ENSG00000174282/ENSG00000174292/ENSG00000177370/ENSG00000178921/ENSG00000181284/ENSG00000183011/ENSG00000185722/ENSG00000198920/ENSG00000205544/ENSG00000215041	43	ENSG00000132510	luma
NIPBL	NIPBL	50/57	4437/5985	0.00990534589568133	0.04790585469547698	0.03412367964062468	ENSG00000005100/ENSG00000006744/ENSG00000007168/ENSG00000040633/ENSG00000070444/ENSG00000072849/ENSG00000074356/ENSG00000074755/ENSG00000108509/ENSG00000108559/ENSG00000108561/ENSG00000108953/ENSG00000108963/ENSG00000127804/ENSG00000129197/ENSG00000129235/ENSG00000129255/ENSG00000132376/ENSG00000132382/ENSG00000132388/ENSG00000132507/ENSG00000133028/ENSG00000141252/ENSG00000141456/ENSG00000141499/ENSG00000141503/ENSG00000142507/ENSG00000161920/ENSG00000161956/ENSG00000167193/ENSG00000167721/ENSG00000167740/ENSG00000170037/ENSG00000170043/ENSG00000170291/ENSG00000170310/ENSG00000171861/ENSG00000174231/ENSG00000174282/ENSG00000175826/ENSG00000177370/ENSG00000178921/ENSG00000178971/ENSG00000181284/ENSG00000183011/ENSG00000185722/ENSG00000198920/ENSG00000205544/ENSG00000213859/ENSG00000215041	50	ENSG00000132510	luma
PIAS1	PIAS1	12/13	2494/5985	2.1631901708517195e-4	0.049537054912504375	0.049537054912504375	ENSG00000072518/ENSG00000110046/ENSG00000110583/ENSG00000133884/ENSG00000162298/ENSG00000162300/ENSG00000168061/ENSG00000168439/ENSG00000173039/ENSG00000173264/ENSG00000197136/ENSG00000014216	12	ENSG00000133895	luma
RBBP4	RBBP4	25/32	2755/5985	2.093518859173579e-4	0.03329158272488309	0.02760204379547308	ENSG00000005100/ENSG00000006695/ENSG00000006744/ENSG00000011295/ENSG00000108474/ENSG00000108561/ENSG00000127804/ENSG00000129245/ENSG00000132376/ENSG00000133028/ENSG00000141030/ENSG00000141034/ENSG00000141127/ENSG00000167721/ENSG00000170310/ENSG00000171861/ENSG00000171953/ENSG00000174231/ENSG00000176974/ENSG00000176994/ENSG00000177302/ENSG00000185722/ENSG00000197566/ENSG00000214941/ENSG00000215041	25	ENSG00000141027	luma
TAF3	TAF3	16/32	1321/5985	4.573935528312827e-4	0.03329158272488309	0.02760204379547308	ENSG00000005100/ENSG00000006695/ENSG00000006744/ENSG00000091542/ENSG00000108474/ENSG00000108557/ENSG00000108559/ENSG00000141030/ENSG00000141127/ENSG00000167721/ENSG00000171861/ENSG00000171953/ENSG00000174231/ENSG00000176974/ENSG00000176994/ENSG00000185722	16	ENSG00000141027	luma
RFXANK	RFXANK	18/32	1622/5985	4.5981966059924684e-4	0.03329158272488309	0.02760204379547308	ENSG00000005100/ENSG00000006744/ENSG00000011295/ENSG00000108474/ENSG00000108559/ENSG00000129255/ENSG00000132376/ENSG00000141030/ENSG00000141034/ENSG00000141127/ENSG00000167721/ENSG00000170310/ENSG00000171861/ENSG00000171953/ENSG00000176974/ENSG00000185722/ENSG00000197566/ENSG00000214941	18	ENSG00000141027	luma
L3MBTL2	L3MBTL2	17/32	1482/5985	5.141557177588122e-4	0.03329158272488309	0.02760204379547308	ENSG00000005100/ENSG00000006695/ENSG00000011295/ENSG00000091542/ENSG00000108474/ENSG00000108559/ENSG00000129255/ENSG00000141030/ENSG00000141034/ENSG00000141127/ENSG00000170310/ENSG00000171953/ENSG00000174231/ENSG00000176974/ENSG00000177427/ENSG00000185722/ENSG00000214941	17	ENSG00000141027	luma
NFYC	NFYC	26/32	3138/5985	6.803089178299911e-4	0.03524000194359354	0.02921747773417225	ENSG00000005100/ENSG00000006695/ENSG00000006744/ENSG00000011295/ENSG00000091542/ENSG00000108474/ENSG00000108559/ENSG00000108561/ENSG00000127804/ENSG00000129255/ENSG00000132376/ENSG00000133028/ENSG00000141030/ENSG00000141034/ENSG00000141127/ENSG00000161956/ENSG00000167721/ENSG00000170310/ENSG00000171861/ENSG00000171953/ENSG00000174231/ENSG00000176974/ENSG00000177427/ENSG00000185722/ENSG00000197566/ENSG00000214941	26	ENSG00000141027	luma
HSF1	HSF1	26/32	3207/5985	0.0010497578951102714	0.04531454913892671	0.03757028256184129	ENSG00000005100/ENSG00000006695/ENSG00000006744/ENSG00000011295/ENSG00000091542/ENSG00000108474/ENSG00000108557/ENSG00000108559/ENSG00000108561/ENSG00000127804/ENSG00000129245/ENSG00000132376/ENSG00000133028/ENSG00000141030/ENSG00000141034/ENSG00000161956/ENSG00000167721/ENSG00000170310/ENSG00000171861/ENSG00000171953/ENSG00000174231/ENSG00000176974/ENSG00000177427/ENSG00000185722/ENSG00000214941/ENSG00000215041	26	ENSG00000141027	luma
HSD17B8	HSD17B8	7/12	209/5985	3.913820244428075e-8	8.532128132853204e-6	8.532128132853204e-6	ENSG00000085999/ENSG00000135476/ENSG00000161888/ENSG00000065328/ENSG00000051180/ENSG00000007968/ENSG00000105011	7	ENSG00000143476	luma
RBL2	RBL2	12/12	2000/5985	1.8968068425669886e-6	2.0675194583980177e-4	2.0675194583980177e-4	ENSG00000085840/ENSG00000085999/ENSG00000093009/ENSG00000127564/ENSG00000135476/ENSG00000161888/ENSG00000165244/ENSG00000276043/ENSG00000065328/ENSG00000051180/ENSG00000007968/ENSG00000105011	12	ENSG00000143476	luma
SIN3B	SIN3B	11/12	2375/5985	2.897437670488509e-4	0.021054713738883166	0.021054713738883166	ENSG00000085840/ENSG00000085999/ENSG00000093009/ENSG00000127564/ENSG00000135476/ENSG00000161888/ENSG00000165244/ENSG00000065328/ENSG00000051180/ENSG00000007968/ENSG00000105011	11	ENSG00000143476	luma
FUS	FUS	15/18	2301/5985	1.2427195996604054e-4	0.03007381431178181	0.02825551931859448	ENSG00000011275/ENSG00000086232/ENSG00000106263/ENSG00000106346/ENSG00000122687/ENSG00000136238/ENSG00000146576/ENSG00000157778/ENSG00000164631/ENSG00000164818/ENSG00000164828/ENSG00000178397/ENSG00000240230/ENSG00000242802/ENSG00000002822	15	ENSG00000146587	luma
SOX8	SOX8	24/37	1736/5985	6.132434037697489e-6	0.0016618896242160195	0.0013620458757412318	ENSG00000104299/ENSG00000104613/ENSG00000104626/ENSG00000104643/ENSG00000104671/ENSG00000104679/ENSG00000104695/ENSG00000104714/ENSG00000129696/ENSG00000130227/ENSG00000134014/ENSG00000147316/ENSG00000147364/ENSG00000147419/ENSG00000147457/ENSG00000155975/ENSG00000158941/ENSG00000165392/ENSG00000171320/ENSG00000173273/ENSG00000197217/ENSG00000197265/ENSG00000221914/ENSG00000012232	24	ENSG00000147421	luma
MEN1	MEN1	27/37	2665/5985	4.155354927964628e-4	0.046483164383540776	0.03809651460449448	ENSG00000104299/ENSG00000104613/ENSG00000104626/ENSG00000104643/ENSG00000104660/ENSG00000104671/ENSG00000104679/ENSG00000104691/ENSG00000104714/ENSG00000104756/ENSG00000133872/ENSG00000134014/ENSG00000147316/ENSG00000147439/ENSG00000147457/ENSG00000155975/ENSG00000158941/ENSG00000165392/ENSG00000168476/ENSG00000168495/ENSG00000171320/ENSG00000197217/ENSG00000197265/ENSG00000198791/ENSG00000221914/ENSG00000078674/ENSG00000012232	27	ENSG00000147421	luma
HCFC1	HCFC1	35/37	4289/5985	5.145737754635511e-4	0.046483164383540776	0.03809651460449448	ENSG00000104299/ENSG00000104613/ENSG00000104626/ENSG00000104643/ENSG00000104660/ENSG00000104671/ENSG00000104679/ENSG00000104691/ENSG00000104695/ENSG00000104714/ENSG00000104756/ENSG00000129696/ENSG00000130227/ENSG00000133872/ENSG00000134014/ENSG00000147316/ENSG00000147364/ENSG00000147419/ENSG00000147439/ENSG00000147457/ENSG00000155975/ENSG00000158863/ENSG00000158941/ENSG00000165392/ENSG00000168476/ENSG00000168495/ENSG00000171320/ENSG00000173273/ENSG00000186918/ENSG00000197217/ENSG00000197265/ENSG00000197892/ENSG00000198791/ENSG00000221914/ENSG00000012232	35	ENSG00000147421	luma
SOX8	SOX8	31/56	1736/5985	3.068313126350489e-5	0.008591276753781369	0.006847182976697933	ENSG00000079459/ENSG00000104299/ENSG00000104613/ENSG00000104626/ENSG00000104643/ENSG00000104671/ENSG00000104679/ENSG00000104695/ENSG00000104714/ENSG00000104765/ENSG00000120889/ENSG00000120896/ENSG00000129696/ENSG00000130227/ENSG00000134014/ENSG00000147316/ENSG00000147364/ENSG00000147419/ENSG00000147421/ENSG00000147454/ENSG00000147457/ENSG00000155975/ENSG00000165392/ENSG00000171320/ENSG00000173273/ENSG00000197217/ENSG00000197265/ENSG00000221914/ENSG00000254093/ENSG00000012232/ENSG00000008853	31	ENSG00000158941	luma
NFKB2	NFKB2	46/56	3575/5985	2.7428439132144884e-4	0.03191777686792039	0.025438228180447827	ENSG00000079459/ENSG00000104299/ENSG00000104613/ENSG00000104626/ENSG00000104643/ENSG00000104660/ENSG00000104671/ENSG00000104679/ENSG00000104689/ENSG00000104695/ENSG00000104756/ENSG00000104765/ENSG00000120889/ENSG00000120896/ENSG00000120899/ENSG00000120910/ENSG00000129696/ENSG00000130227/ENSG00000133872/ENSG00000134014/ENSG00000147316/ENSG00000147364/ENSG00000147416/ENSG00000147421/ENSG00000147439/ENSG00000147457/ENSG00000154328/ENSG00000154359/ENSG00000155975/ENSG00000158863/ENSG00000165392/ENSG00000168078/ENSG00000168495/ENSG00000171320/ENSG00000172748/ENSG00000184661/ENSG00000186918/ENSG00000197217/ENSG00000197265/ENSG00000197892/ENSG00000198042/ENSG00000198791/ENSG00000221914/ENSG00000254093/ENSG00000275074/ENSG00000078674	46	ENSG00000158941	luma
MEN1	MEN1	38/56	2665/5985	3.419761807277185e-4	0.03191777686792039	0.025438228180447827	ENSG00000079459/ENSG00000104299/ENSG00000104613/ENSG00000104626/ENSG00000104643/ENSG00000104660/ENSG00000104671/ENSG00000104679/ENSG00000104714/ENSG00000104756/ENSG00000104765/ENSG00000120889/ENSG00000120910/ENSG00000133872/ENSG00000134014/ENSG00000147316/ENSG00000147416/ENSG00000147439/ENSG00000147454/ENSG00000147457/ENSG00000154328/ENSG00000155975/ENSG00000165392/ENSG00000168078/ENSG00000168476/ENSG00000168495/ENSG00000171320/ENSG00000172748/ENSG00000197217/ENSG00000197265/ENSG00000198042/ENSG00000198791/ENSG00000221914/ENSG00000254093/ENSG00000275074/ENSG00000078674/ENSG00000012232/ENSG00000008853	38	ENSG00000158941	luma
GATA2	GATA2	56/56	5246/5985	6.010969346846265e-4	0.03574245953729235	0.028486471510924725	ENSG00000079459/ENSG00000104228/ENSG00000104299/ENSG00000104613/ENSG00000104626/ENSG00000104643/ENSG00000104660/ENSG00000104671/ENSG00000104679/ENSG00000104689/ENSG00000104695/ENSG00000104714/ENSG00000104756/ENSG00000104765/ENSG00000120889/ENSG00000120896/ENSG00000120899/ENSG00000120910/ENSG00000129696/ENSG00000130227/ENSG00000133872/ENSG00000134014/ENSG00000147316/ENSG00000147364/ENSG00000147416/ENSG00000147419/ENSG00000147421/ENSG00000147439/ENSG00000147454/ENSG00000147457/ENSG00000154328/ENSG00000154359/ENSG00000155975/ENSG00000158863/ENSG00000165392/ENSG00000168078/ENSG00000168476/ENSG00000168495/ENSG00000171320/ENSG00000172748/ENSG00000173273/ENSG00000184661/ENSG00000186918/ENSG00000197217/ENSG00000197265/ENSG00000197892/ENSG00000198042/ENSG00000198791/ENSG00000221914/ENSG00000241852/ENSG00000254093/ENSG00000275074/ENSG00000275342/ENSG00000078674/ENSG00000012232/ENSG00000008853	56	ENSG00000158941	luma
FOXO1	FOXO1	38/56	2734/5985	6.382582060230777e-4	0.03574245953729235	0.028486471510924725	ENSG00000079459/ENSG00000104613/ENSG00000104626/ENSG00000104643/ENSG00000104660/ENSG00000104679/ENSG00000104689/ENSG00000104695/ENSG00000104765/ENSG00000120889/ENSG00000120896/ENSG00000120899/ENSG00000120910/ENSG00000129696/ENSG00000133872/ENSG00000134014/ENSG00000147316/ENSG00000147364/ENSG00000147419/ENSG00000147421/ENSG00000147439/ENSG00000147454/ENSG00000147457/ENSG00000154359/ENSG00000155975/ENSG00000158863/ENSG00000168495/ENSG00000171320/ENSG00000172748/ENSG00000173273/ENSG00000184661/ENSG00000197217/ENSG00000197265/ENSG00000198791/ENSG00000254093/ENSG00000078674/ENSG00000012232/ENSG00000008853	38	ENSG00000158941	luma
FGFR1	FGFR1	46/56	3714/5985	9.217026523583683e-4	0.04301279044339052	0.03428087057894282	ENSG00000079459/ENSG00000104228/ENSG00000104299/ENSG00000104613/ENSG00000104626/ENSG00000104643/ENSG00000104660/ENSG00000104671/ENSG00000104679/ENSG00000104695/ENSG00000104714/ENSG00000104765/ENSG00000120896/ENSG00000120899/ENSG00000120910/ENSG00000129696/ENSG00000130227/ENSG00000133872/ENSG00000134014/ENSG00000147316/ENSG00000147364/ENSG00000147416/ENSG00000147419/ENSG00000147421/ENSG00000147439/ENSG00000147454/ENSG00000154328/ENSG00000155975/ENSG00000158863/ENSG00000165392/ENSG00000168078/ENSG00000168476/ENSG00000172748/ENSG00000173273/ENSG00000186918/ENSG00000197217/ENSG00000197265/ENSG00000197892/ENSG00000198042/ENSG00000198791/ENSG00000221914/ENSG00000241852/ENSG00000254093/ENSG00000275342/ENSG00000078674/ENSG00000012232	46	ENSG00000158941	luma
