com_id	pg_gene	chr	order	size
401	ENSG00000206549	3	2	1
400	ENSG00000206560	3	2	1
617	ENSG00000211584	12	2	1
616	ENSG00000212123	19	2	1
399	ENSG00000213047	1	2	1
398	ENSG00000213085	1	2	1
397	ENSG00000213185	10	2	1
396	ENSG00000213398	16	2	1
395	ENSG00000213462	7	2	1
613	ENSG00000213906	14	2	1
612	ENSG00000213965	19	2	1
394	ENSG00000214113	6	2	1
611	ENSG00000214193	1	2	1
393	ENSG00000214226	17	2	1
610	ENSG00000214279	10	2	1
392	ENSG00000215009	12	2	1
391	ENSG00000215712	6	2	1
609	ENSG00000217128	5	2	1
608	ENSG00000220201	19	2	1
890	ENSG00000221926	17	2	1
607	ENSG00000224531	6	2	1
606	ENSG00000227268	10	2	1
390	ENSG00000228696	17	2	1
605	ENSG00000229676	19	2	1
389	ENSG00000233198	9	2	1
388	ENSG00000234284	5	2	1
387	ENSG00000236383	17	2	1
604	ENSG00000237440	19	2	1
386	ENSG00000238243	1	2	1
385	ENSG00000239282	22	2	1
384	ENSG00000239521	7	2	1
383	ENSG00000240038	1	2	1
603	ENSG00000240694	8	2	1
602	ENSG00000242265	7	2	1
382	ENSG00000243364	1	2	1
381	ENSG00000243927	21	2	1
380	ENSG00000243943	2	2	1
379	ENSG00000244165	19	2	1
601	ENSG00000244482	19	2	1
600	ENSG00000248098	19	2	1
599	ENSG00000249242	4	2	1
598	ENSG00000250091	12	2	1
597	ENSG00000250565	2	2	1
378	ENSG00000250722	5	2	1
595	ENSG00000253313	1	2	1
377	ENSG00000254726	1	2	1
376	ENSG00000255152	6	2	1
375	ENSG00000256229	19	2	1
594	ENSG00000257315	1	2	1
593	ENSG00000257594	12	2	1
592	ENSG00000258484	15	2	1
374	ENSG00000259030	1	2	1
373	ENSG00000259040	6	2	1
865	ENSG00000260916	15	2	1
590	ENSG00000265241	1	2	1
372	ENSG00000265590	21	2	1
371	ENSG00000266074	17	2	1
589	ENSG00000268043	1	2	1
546	ENSG00000269858	19	2	1
370	ENSG00000270011	19	2	1
588	ENSG00000271425	1	2	1
587	ENSG00000272391	7	2	1
586	ENSG00000273154	20	2	1
369	ENSG00000273173	15	2	1
368	ENSG00000273259	14	2	1
367	ENSG00000273291	3	2	1
366	ENSG00000275895	21	2	1
585	ENSG00000276418	8	2	1
584	ENSG00000277758	10	2	1
854	ENSG00000278129	19	2	1
365	ENSG00000281106	13	2	1
2134	ENSG00000010539	16	1	0
919	ENSG00000023330	3	1	0
906	ENSG00000035687	1	1	0
2146	ENSG00000062822	19	1	0
926	ENSG00000064393	7	1	0
953	ENSG00000067606	1	1	0
952	ENSG00000070269	14	1	0
933	ENSG00000073111	3	1	0
899	ENSG00000074696	15	1	0
951	ENSG00000075303	7	1	0
893	ENSG00000083123	6	1	0
950	ENSG00000084073	1	1	0
916	ENSG00000086015	1	1	0
925	ENSG00000086758	X	1	0
915	ENSG00000087095	17	1	0
903	ENSG00000088808	14	1	0
949	ENSG00000088970	20	1	0
932	ENSG00000090060	14	1	0
2130	ENSG00000090432	1	1	0
928	ENSG00000090674	19	1	0
927	ENSG00000090863	16	1	0
931	ENSG00000091127	7	1	0
2143	ENSG00000096746	10	1	0
2135	ENSG00000099331	19	1	0
2142	ENSG00000099385	16	1	0
948	ENSG00000099904	22	1	0
947	ENSG00000100266	22	1	0
907	ENSG00000100354	22	1	0
896	ENSG00000100360	22	1	0
904	ENSG00000100364	22	1	0
946	ENSG00000100592	14	1	0
918	ENSG00000100596	14	1	0
898	ENSG00000100664	14	1	0
902	ENSG00000100836	14	1	0
914	ENSG00000100842	14	1	0
913	ENSG00000100890	14	1	0
905	ENSG00000100916	14	1	0
895	ENSG00000101084	20	1	0
2132	ENSG00000101190	20	1	0
945	ENSG00000101290	20	1	0
894	ENSG00000101346	20	1	0
930	ENSG00000101966	X	1	0
924	ENSG00000101972	X	1	0
944	ENSG00000102103	X	1	0
943	ENSG00000102119	X	1	0
942	ENSG00000103260	16	1	0
2103	ENSG00000103319	16	1	0
941	ENSG00000103742	15	1	0
2141	ENSG00000104413	8	1	0
909	ENSG00000104728	8	1	0
2140	ENSG00000104812	19	1	0
923	ENSG00000104976	19	1	0
901	ENSG00000105287	19	1	0
2102	ENSG00000105404	19	1	0
922	ENSG00000105443	19	1	0
2151	ENSG00000105518	19	1	0
921	ENSG00000105676	19	1	0
2150	ENSG00000105705	19	1	0
917	ENSG00000105726	19	1	0
2145	ENSG00000106299	7	1	0
2149	ENSG00000106305	7	1	0
2139	ENSG00000106692	9	1	0
2147	ENSG00000106789	9	1	0
897	ENSG00000107186	9	1	0
940	ENSG00000107854	10	1	0
929	ENSG00000108352	17	1	0
2148	ENSG00000108433	17	1	0
920	ENSG00000108799	17	1	0
939	ENSG00000108946	17	1	0
912	ENSG00000109084	17	1	0
938	ENSG00000110721	11	1	0
937	ENSG00000110876	12	1	0
2144	ENSG00000110987	12	1	0
900	ENSG00000111269	12	1	0
936	ENSG00000111276	12	1	0
935	ENSG00000111581	12	1	0
934	ENSG00000111596	12	1	0
911	ENSG00000111653	12	1	0
2138	ENSG00000111775	12	1	0
2137	ENSG00000111897	6	1	0
2136	ENSG00000112149	6	1	0
910	ENSG00000112297	6	1	0
2131	ENSG00000112339	6	1	0
908	ENSG00000112357	6	1	0
2129	ENSG00000113272	5	1	0
891	ENSG00000113732	5	1	0
2128	ENSG00000114125	3	1	0
2127	ENSG00000114423	3	1	0
2126	ENSG00000114812	3	1	0
2108	ENSG00000114850	3	1	0
2125	ENSG00000115234	2	1	0
2124	ENSG00000115257	19	1	0
2123	ENSG00000115414	2	1	0
2107	ENSG00000115687	2	1	0
2122	ENSG00000115808	2	1	0
2133	ENSG00000115875	2	1	0
2101	ENSG00000115942	2	1	0
2121	ENSG00000116209	1	1	0
2120	ENSG00000116337	1	1	0
2106	ENSG00000116691	1	1	0
2105	ENSG00000116786	1	1	0
2119	ENSG00000116809	1	1	0
2100	ENSG00000117419	1	1	0
2118	ENSG00000117614	1	1	0
892	ENSG00000117640	1	1	0
2117	ENSG00000118849	3	1	0
2116	ENSG00000119041	2	1	0
2115	ENSG00000119402	9	1	0
2099	ENSG00000119403	9	1	0
2098	ENSG00000119661	14	1	0
2114	ENSG00000119707	14	1	0
2113	ENSG00000119725	14	1	0
2112	ENSG00000119899	6	1	0
2111	ENSG00000119977	10	1	0
2110	ENSG00000120437	6	1	0
2104	ENSG00000120727	5	1	0
2095	ENSG00000120802	12	1	0
2109	ENSG00000120913	8	1	0
2097	ENSG00000121481	1	1	0
2096	ENSG00000121486	1	1	0
2094	ENSG00000121749	12	1	0
2093	ENSG00000121957	1	1	0
2092	ENSG00000122085	2	1	0
2091	ENSG00000122257	16	1	0
2090	ENSG00000122779	7	1	0
2089	ENSG00000122783	7	1	0
2088	ENSG00000123213	5	1	0
2087	ENSG00000123297	12	1	0
2086	ENSG00000123815	19	1	0
2085	ENSG00000123992	2	1	0
2084	ENSG00000124444	19	1	0
2083	ENSG00000124535	6	1	0
2082	ENSG00000124574	6	1	0
2081	ENSG00000124787	6	1	0
2080	ENSG00000124802	6	1	0
2079	ENSG00000125457	17	1	0
2078	ENSG00000125458	17	1	0
2077	ENSG00000125508	20	1	0
2076	ENSG00000125733	19	1	0
2075	ENSG00000125743	19	1	0
2074	ENSG00000125755	19	1	0
2073	ENSG00000125944	1	1	0
2072	ENSG00000125967	20	1	0
2071	ENSG00000126005	20	1	0
2070	ENSG00000126214	14	1	0
2069	ENSG00000126768	X	1	0
2068	ENSG00000126777	14	1	0
2067	ENSG00000126934	19	1	0
2066	ENSG00000127125	1	1	0
2065	ENSG00000127314	12	1	0
2064	ENSG00000127585	16	1	0
2063	ENSG00000128534	7	1	0
2062	ENSG00000128791	18	1	0
2061	ENSG00000128973	15	1	0
2060	ENSG00000129473	14	1	0
2059	ENSG00000129480	14	1	0
2058	ENSG00000129535	14	1	0
2057	ENSG00000130513	19	1	0
2056	ENSG00000130520	19	1	0
2055	ENSG00000130584	20	1	0
2054	ENSG00000130684	20	1	0
2053	ENSG00000130714	9	1	0
2052	ENSG00000130733	19	1	0
2051	ENSG00000130770	1	1	0
2050	ENSG00000130985	X	1	0
2049	ENSG00000131080	X	1	0
2048	ENSG00000131408	19	1	0
2047	ENSG00000131437	5	1	0
2046	ENSG00000132002	19	1	0
2045	ENSG00000132128	1	1	0
2044	ENSG00000132680	1	1	0
2043	ENSG00000132768	1	1	0
2042	ENSG00000132823	20	1	0
2041	ENSG00000132842	5	1	0
2040	ENSG00000132881	1	1	0
2039	ENSG00000132906	1	1	0
2038	ENSG00000132952	13	1	0
2037	ENSG00000133065	1	1	0
2036	ENSG00000133612	7	1	0
2035	ENSG00000133704	12	1	0
2034	ENSG00000133805	11	1	0
2033	ENSG00000134030	18	1	0
2032	ENSG00000134461	10	1	0
2031	ENSG00000134574	11	1	0
2030	ENSG00000134602	X	1	0
2029	ENSG00000134987	5	1	0
2028	ENSG00000135094	12	1	0
2027	ENSG00000135392	12	1	0
2026	ENSG00000135605	4	1	0
2025	ENSG00000135636	2	1	0
2024	ENSG00000135775	1	1	0
2023	ENSG00000135776	1	1	0
2022	ENSG00000135837	1	1	0
2021	ENSG00000135956	2	1	0
2020	ENSG00000136051	12	1	0
2019	ENSG00000136144	13	1	0
2018	ENSG00000136235	7	1	0
2017	ENSG00000136643	1	1	0
2016	ENSG00000136861	9	1	0
2015	ENSG00000136888	9	1	0
2014	ENSG00000137038	9	1	0
2013	ENSG00000137171	6	1	0
2012	ENSG00000137274	6	1	0
2011	ENSG00000137275	6	1	0
2010	ENSG00000137310	6	1	0
2009	ENSG00000137601	4	1	0
2008	ENSG00000137809	15	1	0
2007	ENSG00000137845	15	1	0
2006	ENSG00000137868	15	1	0
2005	ENSG00000137955	1	1	0
2004	ENSG00000138085	2	1	0
2003	ENSG00000138175	10	1	0
2002	ENSG00000138231	3	1	0
2001	ENSG00000138363	2	1	0
2000	ENSG00000138442	2	1	0
1999	ENSG00000138688	4	1	0
1998	ENSG00000138722	4	1	0
1997	ENSG00000139154	12	1	0
1996	ENSG00000139233	12	1	0
1995	ENSG00000139344	12	1	0
1994	ENSG00000139350	12	1	0
1993	ENSG00000139531	12	1	0
1992	ENSG00000139546	12	1	0
1991	ENSG00000139572	12	1	0
1990	ENSG00000139637	12	1	0
1989	ENSG00000139645	12	1	0
1988	ENSG00000139722	12	1	0
1987	ENSG00000139865	14	1	0
1986	ENSG00000140264	15	1	0
1985	ENSG00000140320	15	1	0
1984	ENSG00000140350	15	1	0
1983	ENSG00000140386	15	1	0
1982	ENSG00000140406	15	1	0
1981	ENSG00000140612	15	1	0
1980	ENSG00000140650	16	1	0
1979	ENSG00000140830	16	1	0
1978	ENSG00000140995	16	1	0
1977	ENSG00000141013	16	1	0
1976	ENSG00000141349	17	1	0
1975	ENSG00000141367	17	1	0
1974	ENSG00000141905	19	1	0
1973	ENSG00000142065	19	1	0
1972	ENSG00000142396	19	1	0
1971	ENSG00000142655	1	1	0
1970	ENSG00000142784	1	1	0
1969	ENSG00000142864	1	1	0
1968	ENSG00000142961	1	1	0
1967	ENSG00000143412	1	1	0
1966	ENSG00000143437	1	1	0
1965	ENSG00000143498	1	1	0
1964	ENSG00000143624	1	1	0
1963	ENSG00000143970	2	1	0
1962	ENSG00000144134	2	1	0
1961	ENSG00000144233	2	1	0
1960	ENSG00000144827	3	1	0
1959	ENSG00000144909	3	1	0
1958	ENSG00000144959	3	1	0
1957	ENSG00000145348	4	1	0
1956	ENSG00000145423	4	1	0
1955	ENSG00000145907	5	1	0
1954	ENSG00000145996	6	1	0
1953	ENSG00000146109	6	1	0
1952	ENSG00000146263	6	1	0
1951	ENSG00000146350	6	1	0
1950	ENSG00000146426	6	1	0
1949	ENSG00000146757	7	1	0
1948	ENSG00000146859	7	1	0
1947	ENSG00000146918	7	1	0
1946	ENSG00000147140	X	1	0
1945	ENSG00000147164	X	1	0
1944	ENSG00000147324	8	1	0
1943	ENSG00000147669	8	1	0
1942	ENSG00000147676	8	1	0
1941	ENSG00000148337	9	1	0
1940	ENSG00000148834	10	1	0
1939	ENSG00000149639	20	1	0
1938	ENSG00000149679	20	1	0
1937	ENSG00000150527	14	1	0
1936	ENSG00000151240	10	1	0
1935	ENSG00000151353	2	1	0
1934	ENSG00000151665	2	1	0
1933	ENSG00000151694	2	1	0
1932	ENSG00000151778	13	1	0
1931	ENSG00000151779	2	1	0
1930	ENSG00000152253	2	1	0
1929	ENSG00000152558	11	1	0
1928	ENSG00000152749	13	1	0
1927	ENSG00000153037	5	1	0
1926	ENSG00000153786	16	1	0
1925	ENSG00000153989	6	1	0
1924	ENSG00000154027	1	1	0
1923	ENSG00000154222	1	1	0
1922	ENSG00000154263	17	1	0
1921	ENSG00000154856	18	1	0
1920	ENSG00000155438	2	1	0
1919	ENSG00000155561	7	1	0
1918	ENSG00000155592	16	1	0
1917	ENSG00000155729	2	1	0
1916	ENSG00000155744	2	1	0
1915	ENSG00000156030	14	1	0
1914	ENSG00000156482	8	1	0
1913	ENSG00000156504	X	1	0
1912	ENSG00000156639	6	1	0
1911	ENSG00000156642	15	1	0
1910	ENSG00000156795	8	1	0
1909	ENSG00000156931	3	1	0
1908	ENSG00000156990	3	1	0
1907	ENSG00000157020	3	1	0
1906	ENSG00000157110	8	1	0
1905	ENSG00000157429	16	1	0
1904	ENSG00000157483	15	1	0
1903	ENSG00000157693	9	1	0
1902	ENSG00000157764	7	1	0
1901	ENSG00000157895	12	1	0
1900	ENSG00000158006	1	1	0
1899	ENSG00000158411	2	1	0
1898	ENSG00000158423	X	1	0
1897	ENSG00000158428	2	1	0
1896	ENSG00000158470	20	1	0
1895	ENSG00000158717	16	1	0
1894	ENSG00000158792	16	1	0
1893	ENSG00000158882	1	1	0
1892	ENSG00000159111	17	1	0
1891	ENSG00000159479	1	1	0
1890	ENSG00000159905	19	1	0
1889	ENSG00000160007	19	1	0
1888	ENSG00000160014	19	1	0
1887	ENSG00000160124	3	1	0
1886	ENSG00000160226	21	1	0
1885	ENSG00000160404	9	1	0
1884	ENSG00000160439	19	1	0
1883	ENSG00000160446	9	1	0
1882	ENSG00000160584	11	1	0
1881	ENSG00000160588	11	1	0
1880	ENSG00000160710	1	1	0
1879	ENSG00000161618	19	1	0
1878	ENSG00000161914	19	1	0
1877	ENSG00000161970	17	1	0
1876	ENSG00000162377	1	1	0
1875	ENSG00000162378	1	1	0
1874	ENSG00000162413	1	1	0
1873	ENSG00000162601	1	1	0
1872	ENSG00000162607	1	1	0
1871	ENSG00000162616	1	1	0
1870	ENSG00000162650	1	1	0
1869	ENSG00000163002	2	1	0
1868	ENSG00000163104	4	1	0
1867	ENSG00000163155	1	1	0
1866	ENSG00000163162	2	1	0
1865	ENSG00000163382	1	1	0
1864	ENSG00000163479	1	1	0
1863	ENSG00000163513	3	1	0
1862	ENSG00000163516	2	1	0
1861	ENSG00000163520	3	1	0
1860	ENSG00000163633	4	1	0
1859	ENSG00000163704	3	1	0
1858	ENSG00000163719	3	1	0
1857	ENSG00000163811	2	1	0
1856	ENSG00000163872	3	1	0
1855	ENSG00000163918	3	1	0
1854	ENSG00000163932	3	1	0
1853	ENSG00000163950	4	1	0
1852	ENSG00000163956	4	1	0
1851	ENSG00000164008	1	1	0
1850	ENSG00000164011	1	1	0
1849	ENSG00000164024	4	1	0
1848	ENSG00000164050	3	1	0
1847	ENSG00000164054	3	1	0
1846	ENSG00000164221	5	1	0
1845	ENSG00000164258	5	1	0
1844	ENSG00000164296	5	1	0
1843	ENSG00000164323	4	1	0
1842	ENSG00000164347	5	1	0
1841	ENSG00000164542	7	1	0
1840	ENSG00000164543	7	1	0
1839	ENSG00000164733	8	1	0
1838	ENSG00000164889	7	1	0
1837	ENSG00000164897	7	1	0
1836	ENSG00000164924	8	1	0
1835	ENSG00000164953	8	1	0
1834	ENSG00000164975	9	1	0
1833	ENSG00000165092	9	1	0
1832	ENSG00000165124	9	1	0
1831	ENSG00000165389	14	1	0
1830	ENSG00000165516	14	1	0
1829	ENSG00000165655	10	1	0
1828	ENSG00000165678	10	1	0
1827	ENSG00000165699	9	1	0
1826	ENSG00000165775	X	1	0
1825	ENSG00000165832	10	1	0
1824	ENSG00000165949	14	1	0
1823	ENSG00000166128	15	1	0
1822	ENSG00000166167	10	1	0
1821	ENSG00000166192	15	1	0
1820	ENSG00000166226	12	1	0
1819	ENSG00000166340	11	1	0
1818	ENSG00000166401	18	1	0
1817	ENSG00000166444	11	1	0
1816	ENSG00000166821	15	1	0
1815	ENSG00000166822	16	1	0
1814	ENSG00000167004	15	1	0
1813	ENSG00000167323	11	1	0
1812	ENSG00000167461	19	1	0
1811	ENSG00000167491	19	1	0
1810	ENSG00000167553	12	1	0
1809	ENSG00000167625	19	1	0
1808	ENSG00000167645	19	1	0
1807	ENSG00000167771	11	1	0
1806	ENSG00000167895	17	1	0
1805	ENSG00000167972	16	1	0
1804	ENSG00000167977	16	1	0
1803	ENSG00000168214	4	1	0
1802	ENSG00000168275	1	1	0
1801	ENSG00000168288	2	1	0
1800	ENSG00000168517	17	1	0
1799	ENSG00000168566	6	1	0
1798	ENSG00000168610	17	1	0
1797	ENSG00000168676	16	1	0
1796	ENSG00000168818	4	1	0
1795	ENSG00000168874	2	1	0
1794	ENSG00000168884	4	1	0
1793	ENSG00000168894	2	1	0
1792	ENSG00000169020	4	1	0
1791	ENSG00000169100	X	1	0
1790	ENSG00000169136	19	1	0
1789	ENSG00000169189	16	1	0
1788	ENSG00000169288	4	1	0
1787	ENSG00000169564	2	1	0
1786	ENSG00000169567	5	1	0
1785	ENSG00000169599	2	1	0
1784	ENSG00000169714	3	1	0
1783	ENSG00000169758	15	1	0
1782	ENSG00000169981	3	1	0
1781	ENSG00000170027	7	1	0
1780	ENSG00000170100	16	1	0
1779	ENSG00000170142	3	1	0
1778	ENSG00000170185	4	1	0
1777	ENSG00000170234	5	1	0
1776	ENSG00000170266	3	1	0
1775	ENSG00000170515	12	1	0
1774	ENSG00000170604	19	1	0
1773	ENSG00000171017	19	1	0
1772	ENSG00000171155	X	1	0
1771	ENSG00000171159	9	1	0
1770	ENSG00000171206	10	1	0
1769	ENSG00000171302	17	1	0
1768	ENSG00000171425	19	1	0
1767	ENSG00000171448	9	1	0
1766	ENSG00000171497	4	1	0
1765	ENSG00000171552	20	1	0
1764	ENSG00000171603	1	1	0
1763	ENSG00000171735	1	1	0
1762	ENSG00000171792	12	1	0
1761	ENSG00000171823	12	1	0
1760	ENSG00000171864	20	1	0
1759	ENSG00000172009	19	1	0
1758	ENSG00000172215	3	1	0
1757	ENSG00000172366	16	1	0
1756	ENSG00000172469	6	1	0
1755	ENSG00000172765	3	1	0
1754	ENSG00000172785	9	1	0
1753	ENSG00000172888	3	1	0
1752	ENSG00000172943	X	1	0
1751	ENSG00000172986	3	1	0
1750	ENSG00000172992	17	1	0
1749	ENSG00000173166	2	1	0
1748	ENSG00000173207	1	1	0
1747	ENSG00000173230	3	1	0
1746	ENSG00000173530	8	1	0
1745	ENSG00000173531	3	1	0
1744	ENSG00000173581	19	1	0
1743	ENSG00000173674	X	1	0
1742	ENSG00000173786	17	1	0
1741	ENSG00000173914	11	1	0
1740	ENSG00000174132	5	1	0
1739	ENSG00000174177	16	1	0
1738	ENSG00000174236	12	1	0
1737	ENSG00000174306	20	1	0
1736	ENSG00000174456	12	1	0
1735	ENSG00000174579	3	1	0
1734	ENSG00000174586	19	1	0
1733	ENSG00000174695	5	1	0
1732	ENSG00000174720	4	1	0
1731	ENSG00000174776	3	1	0
1730	ENSG00000174804	11	1	0
1729	ENSG00000174953	3	1	0
1728	ENSG00000174989	12	1	0
1727	ENSG00000175175	17	1	0
1726	ENSG00000175193	3	1	0
1725	ENSG00000175198	13	1	0
1724	ENSG00000175203	12	1	0
1723	ENSG00000175220	11	1	0
1722	ENSG00000175505	11	1	0
1721	ENSG00000175595	16	1	0
1720	ENSG00000175792	3	1	0
1719	ENSG00000175854	9	1	0
1718	ENSG00000175879	2	1	0
1717	ENSG00000176022	1	1	0
1716	ENSG00000176087	5	1	0
1715	ENSG00000176182	19	1	0
1714	ENSG00000176407	2	1	0
1713	ENSG00000176473	14	1	0
1712	ENSG00000176732	2	1	0
1711	ENSG00000176903	14	1	0
1710	ENSG00000176953	16	1	0
1709	ENSG00000177105	11	1	0
1708	ENSG00000177426	18	1	0
1707	ENSG00000177485	X	1	0
1706	ENSG00000177613	10	1	0
1705	ENSG00000177830	11	1	0
1704	ENSG00000177981	12	1	0
1703	ENSG00000178057	3	1	0
1702	ENSG00000178234	7	1	0
1701	ENSG00000178295	2	1	0
1700	ENSG00000178502	17	1	0
1699	ENSG00000178665	7	1	0
1698	ENSG00000178814	8	1	0
1697	ENSG00000179041	8	1	0
1696	ENSG00000179218	19	1	0
1695	ENSG00000179397	1	1	0
1694	ENSG00000179889	16	1	0
1693	ENSG00000180336	17	1	0
1692	ENSG00000180376	3	1	0
1691	ENSG00000180817	10	1	0
1690	ENSG00000180879	X	1	0
1689	ENSG00000181027	19	1	0
1688	ENSG00000181090	9	1	0
1687	ENSG00000181163	5	1	0
1686	ENSG00000181191	X	1	0
1685	ENSG00000181264	11	1	0
1684	ENSG00000181481	17	1	0
1683	ENSG00000181513	17	1	0
1682	ENSG00000181523	17	1	0
1681	ENSG00000181704	X	1	0
1680	ENSG00000181827	15	1	0
1679	ENSG00000181982	4	1	0
1678	ENSG00000182272	11	1	0
1677	ENSG00000182504	3	1	0
1676	ENSG00000182512	14	1	0
1675	ENSG00000182667	11	1	0
1674	ENSG00000182872	X	1	0
1673	ENSG00000182923	3	1	0
1672	ENSG00000182944	22	1	0
1671	ENSG00000182957	13	1	0
1670	ENSG00000182963	17	1	0
1669	ENSG00000183060	15	1	0
1668	ENSG00000183160	12	1	0
1667	ENSG00000183576	14	1	0
1666	ENSG00000183605	10	1	0
1665	ENSG00000183826	6	1	0
1664	ENSG00000183876	5	1	0
1663	ENSG00000184083	X	1	0
1662	ENSG00000184207	16	1	0
1661	ENSG00000184445	12	1	0
1660	ENSG00000184517	16	1	0
1659	ENSG00000184640	17	1	0
1658	ENSG00000184786	6	1	0
1657	ENSG00000184985	4	1	0
1656	ENSG00000184990	14	1	0
1655	ENSG00000185055	7	1	0
1654	ENSG00000185272	21	1	0
1653	ENSG00000185414	2	1	0
1652	ENSG00000185480	12	1	0
1651	ENSG00000185507	11	1	0
1650	ENSG00000185515	X	1	0
1649	ENSG00000185561	17	1	0
1648	ENSG00000185591	12	1	0
1647	ENSG00000185621	3	1	0
1646	ENSG00000185716	16	1	0
1645	ENSG00000185774	4	1	0
1644	ENSG00000185811	7	1	0
1643	ENSG00000185813	17	1	0
1642	ENSG00000185883	16	1	0
1641	ENSG00000185924	17	1	0
1640	ENSG00000186187	16	1	0
1639	ENSG00000186212	4	1	0
1638	ENSG00000186298	12	1	0
1637	ENSG00000186376	X	1	0
1636	ENSG00000186395	17	1	0
1635	ENSG00000186416	X	1	0
1634	ENSG00000186446	3	1	0
1633	ENSG00000186564	1	1	0
1632	ENSG00000186591	7	1	0
1631	ENSG00000187066	11	1	0
1630	ENSG00000187091	3	1	0
1629	ENSG00000187097	14	1	0
1628	ENSG00000187187	19	1	0
1627	ENSG00000187446	15	1	0
1626	ENSG00000187535	16	1	0
1625	ENSG00000187778	12	1	0
1624	ENSG00000187838	17	1	0
1623	ENSG00000188010	2	1	0
1622	ENSG00000188021	X	1	0
1621	ENSG00000188107	6	1	0
1620	ENSG00000188157	1	1	0
1619	ENSG00000188375	12	1	0
1618	ENSG00000188566	9	1	0
1617	ENSG00000188647	9	1	0
1616	ENSG00000188732	7	1	0
1615	ENSG00000188807	1	1	0
1614	ENSG00000188878	17	1	0
1613	ENSG00000188994	6	1	0
1612	ENSG00000189060	22	1	0
1611	ENSG00000189077	7	1	0
1610	ENSG00000189376	8	1	0
1609	ENSG00000196166	8	1	0
1608	ENSG00000196363	9	1	0
1607	ENSG00000196365	19	1	0
1606	ENSG00000196372	10	1	0
1605	ENSG00000196396	20	1	0
1604	ENSG00000196411	7	1	0
1603	ENSG00000196449	1	1	0
1602	ENSG00000196504	2	1	0
1601	ENSG00000196505	1	1	0
1600	ENSG00000196597	9	1	0
1599	ENSG00000196712	17	1	0
1598	ENSG00000196743	5	1	0
1597	ENSG00000196912	2	1	0
1596	ENSG00000196943	14	1	0
1595	ENSG00000197111	12	1	0
1594	ENSG00000197226	5	1	0
1593	ENSG00000197296	20	1	0
1592	ENSG00000197312	1	1	0
1591	ENSG00000197321	10	1	0
1590	ENSG00000197324	14	1	0
1589	ENSG00000197429	1	1	0
1588	ENSG00000197540	19	1	0
1587	ENSG00000197548	3	1	0
1586	ENSG00000197714	19	1	0
1585	ENSG00000197776	14	1	0
1584	ENSG00000197779	X	1	0
1583	ENSG00000197894	4	1	0
1582	ENSG00000197992	12	1	0
1581	ENSG00000198055	5	1	0
1580	ENSG00000198133	14	1	0
1579	ENSG00000198168	11	1	0
1578	ENSG00000198198	1	1	0
1577	ENSG00000198286	7	1	0
1576	ENSG00000198355	22	1	0
1575	ENSG00000198380	2	1	0
1574	ENSG00000198382	11	1	0
1573	ENSG00000198408	10	1	0
1572	ENSG00000198420	7	1	0
1571	ENSG00000198455	X	1	0
1570	ENSG00000198492	1	1	0
1569	ENSG00000198513	14	1	0
1568	ENSG00000198546	10	1	0
1567	ENSG00000198556	7	1	0
1566	ENSG00000198604	14	1	0
1565	ENSG00000198624	5	1	0
1564	ENSG00000198807	14	1	0
1563	ENSG00000198818	6	1	0
1562	ENSG00000198839	7	1	0
1561	ENSG00000198856	4	1	0
1560	ENSG00000198887	9	1	0
1559	ENSG00000198909	17	1	0
1558	ENSG00000198912	1	1	0
1557	ENSG00000203705	1	1	0
1556	ENSG00000204138	1	1	0
1555	ENSG00000204219	1	1	0
1554	ENSG00000204256	6	1	0
1553	ENSG00000204301	6	1	0
1552	ENSG00000204310	6	1	0
1551	ENSG00000204316	17	1	0
1550	ENSG00000204348	6	1	0
1549	ENSG00000204386	6	1	0
1548	ENSG00000204387	6	1	0
1547	ENSG00000204406	2	1	0
1546	ENSG00000204524	19	1	0
1545	ENSG00000204568	6	1	0
1544	ENSG00000204580	6	1	0
1543	ENSG00000204590	6	1	0
1542	ENSG00000204859	1	1	0
1541	ENSG00000204923	2	1	0
1540	ENSG00000204954	12	1	0
1539	ENSG00000205078	16	1	0
1538	ENSG00000205129	4	1	0
1537	ENSG00000205238	7	1	0
1536	ENSG00000205302	5	1	0
1535	ENSG00000205364	16	1	0
1534	ENSG00000205707	12	1	0
1533	ENSG00000205710	17	1	0
1532	ENSG00000206053	16	1	0
1531	ENSG00000211460	2	1	0
1530	ENSG00000213614	15	1	0
1529	ENSG00000213672	3	1	0
1528	ENSG00000213949	5	1	0
1527	ENSG00000213967	19	1	0
1526	ENSG00000213983	14	1	0
1525	ENSG00000214063	11	1	0
1524	ENSG00000214114	1	1	0
1523	ENSG00000214189	19	1	0
1522	ENSG00000215217	5	1	0
1521	ENSG00000215271	14	1	0
1520	ENSG00000215790	1	1	0
1519	ENSG00000219200	17	1	0
1518	ENSG00000221963	22	1	0
1517	ENSG00000221978	1	1	0
1516	ENSG00000223496	16	1	0
1515	ENSG00000225362	15	1	0
1514	ENSG00000225614	16	1	0
1513	ENSG00000225663	17	1	0
1512	ENSG00000225697	3	1	0
1511	ENSG00000225828	1	1	0
1510	ENSG00000226887	4	1	0
1509	ENSG00000228474	2	1	0
1508	ENSG00000228727	6	1	0
1507	ENSG00000232119	X	1	0
1506	ENSG00000235106	9	1	0
1505	ENSG00000239697	17	1	0
1504	ENSG00000240184	5	1	0
1503	ENSG00000240771	12	1	0
1502	ENSG00000241878	22	1	0
