ensembl_id	id	type
ENSG00000251128	18	del
ENSG00000177300	18	del
ENSG00000109445	18	del
ENSG00000250322	18	del
ENSG00000145375	18	del
ENSG00000251432	18	del
ENSG00000273077	18	del
ENSG00000248187	18	del
ENSG00000248802	18	del
ENSG00000280711	18	del
ENSG00000248747	18	del
ENSG00000248810	18	del
ENSG00000251253	18	del
ENSG00000248396	18	del
ENSG00000248431	18	del
ENSG00000251123	18	del
ENSG00000145414	18	del
ENSG00000250027	18	del
ENSG00000164056	18	del
ENSG00000151466	18	del
ENSG00000251526	18	del
ENSG00000249125	18	del
ENSG00000077684	18	del
ENSG00000250458	18	del
ENSG00000228489	18	del
ENSG00000249464	18	del
ENSG00000226655	18	del
ENSG00000151470	18	del
ENSG00000275647	18	del
ENSG00000250189	18	del
ENSG00000272632	18	del
ENSG00000250141	18	del
ENSG00000164136	18	del
ENSG00000250484	18	del
ENSG00000249837	18	del
ENSG00000248506	18	del
ENSG00000251555	18	del
ENSG00000249463	18	del
ENSG00000251598	18	del
ENSG00000251051	18	del
ENSG00000248369	18	del
ENSG00000249038	18	del
ENSG00000251398	18	del
ENSG00000251488	18	del
ENSG00000249513	18	del
ENSG00000185758	18	del
ENSG00000250292	18	del
ENSG00000248735	18	del
ENSG00000248376	18	del
ENSG00000250241	18	del
ENSG00000250547	18	del
ENSG00000168564	18	del
ENSG00000164129	18	del
ENSG00000213434	18	del
ENSG00000164128	18	del
ENSG00000232648	18	del
ENSG00000138650	18	del
ENSG00000168556	18	del
ENSG00000272744	18	del
ENSG00000250191	18	del
ENSG00000251388	18	del
ENSG00000254535	18	del
ENSG00000248191	18	del
ENSG00000251199	18	del
ENSG00000251291	18	del
ENSG00000249000	18	del
ENSG00000249847	18	del
ENSG00000251228	18	del
ENSG00000241411	18	del
ENSG00000250144	18	del
ENSG00000248434	18	del
ENSG00000248456	18	del
ENSG00000250834	18	del
ENSG00000248104	18	del
ENSG00000182552	18	del
ENSG00000145349	18	del
ENSG00000227283	18	del
ENSG00000151005	18	del
ENSG00000250865	18	del
ENSG00000248330	18	del
ENSG00000251492	18	del
ENSG00000261166	18	del
ENSG00000249311	18	del
ENSG00000250665	18	del
ENSG00000251567	18	del
ENSG00000279749	18	del
ENSG00000250341	18	del
ENSG00000248869	18	del
ENSG00000242134	18	del
ENSG00000250835	18	del
ENSG00000249806	18	del
ENSG00000251248	18	del
ENSG00000109452	18	del
ENSG00000250813	18	del
ENSG00000251440	18	del
ENSG00000213448	18	del
ENSG00000250658	18	del
ENSG00000250042	18	del
ENSG00000250620	18	del
ENSG00000251643	18	del
ENSG00000251490	18	del
ENSG00000198498	18	del
ENSG00000250590	18	del
ENSG00000249642	18	del
ENSG00000189184	18	del
ENSG00000248565	18	del
ENSG00000261083	18	del
ENSG00000151458	18	del
ENSG00000250746	18	del
ENSG00000196159	18	del
ENSG00000145416	18	del
ENSG00000248546	18	del
ENSG00000273449	18	del
ENSG00000177803	18	del
ENSG00000251632	18	del
ENSG00000280352	18	del
ENSG00000250126	18	del
ENSG00000249555	18	del
ENSG00000251436	18	del
ENSG00000250149	18	del
ENSG00000251649	18	del
ENSG00000251005	18	del
ENSG00000168538	18	del
ENSG00000223620	18	del
ENSG00000250945	18	del
ENSG00000249162	18	del
ENSG00000213331	18	del
ENSG00000283383	18	del
ENSG00000173320	18	del
ENSG00000283355	18	del
ENSG00000248206	18	del
ENSG00000250777	18	del
ENSG00000250034	18	del
ENSG00000151012	18	del
ENSG00000250033	18	del
ENSG00000248307	18	del
ENSG00000250726	18	del
ENSG00000179059	18	del
ENSG00000241011	18	del
ENSG00000179046	18	del
ENSG00000250326	18	del
ENSG00000251300	18	del
ENSG00000251162	18	del
ENSG00000248162	18	del
ENSG00000164303	18	del
ENSG00000248771	18	del
ENSG00000248329	18	del
ENSG00000250227	18	del
ENSG00000244146	18	del
ENSG00000221891	18	del
ENSG00000285563	18	del
ENSG00000170185	18	del
ENSG00000251345	18	del
ENSG00000248958	18	del
ENSG00000251195	18	del
ENSG00000184108	18	del
ENSG00000247130	18	del
ENSG00000248370	18	del
ENSG00000240159	18	del
ENSG00000227765	18	del
ENSG00000249091	18	del
ENSG00000251372	18	del
ENSG00000248397	18	del
ENSG00000249381	18	del
ENSG00000248305	18	del
ENSG00000248795	18	del
ENSG00000180712	18	del
ENSG00000250977	18	del
ENSG00000250501	18	del
ENSG00000250577	18	del
ENSG00000250195	18	del
ENSG00000249096	18	del
ENSG00000109381	18	del
ENSG00000250969	18	del
ENSG00000243175	18	del
ENSG00000109458	18	del
ENSG00000242169	18	del
ENSG00000248880	18	del
ENSG00000179967	18	del
ENSG00000151014	18	del
ENSG00000228981	18	del
ENSG00000270426	18	del
ENSG00000168310	18	del
ENSG00000250193	18	del
ENSG00000246876	18	del
ENSG00000249378	18	del
ENSG00000250523	18	del
ENSG00000271646	18	del
ENSG00000271538	18	del
ENSG00000249056	18	del
ENSG00000254233	18	del
ENSG00000275826	18	del
ENSG00000180015	18	del
ENSG00000278974	18	del
ENSG00000250626	18	del
ENSG00000249269	18	del
ENSG00000251619	18	del
ENSG00000250024	18	del
ENSG00000251310	18	del
ENSG00000249877	18	del
ENSG00000205100	18	del
ENSG00000250739	18	del
ENSG00000272566	18	del
ENSG00000245685	18	del
ENSG00000250666	18	del
ENSG00000109536	18	del
ENSG00000250229	18	del
ENSG00000249304	18	del
ENSG00000180801	18	del
ENSG00000249618	18	del
ENSG00000234125	18	del
ENSG00000164305	18	del
ENSG00000249462	18	del
ENSG00000271307	18	del
ENSG00000251297	18	del
ENSG00000224807	18	del
ENSG00000205097	18	del
ENSG00000251326	18	del
ENSG00000248877	18	del
ENSG00000249018	18	del
ENSG00000280059	18	del
ENSG00000250503	18	del
ENSG00000250213	18	del
ENSG00000164134	18	del
ENSG00000273247	18	del
ENSG00000137463	18	del
ENSG00000248863	18	del
ENSG00000172007	18	del
ENSG00000250053	18	del
ENSG00000109390	18	del
ENSG00000250540	18	del
ENSG00000214273	18	del
ENSG00000248715	18	del
ENSG00000250102	18	del
ENSG00000249416	18	del
ENSG00000251676	18	del
ENSG00000184139	18	del
ENSG00000153147	18	del
ENSG00000249003	18	del
ENSG00000245112	18	del
ENSG00000277162	18	del
ENSG00000281591	18	del
ENSG00000248924	18	del
ENSG00000281720	18	del
ENSG00000281652	18	del
ENSG00000281058	18	del
ENSG00000151725	18	del
ENSG00000164306	18	del
ENSG00000186352	18	del
ENSG00000109775	18	del
ENSG00000280799	18	del
ENSG00000258834	18	del
ENSG00000280757	18	del
ENSG00000281627	18	del
ENSG00000280457	18	del
ENSG00000260596	18	del
ENSG00000261914	18	del
ENSG00000282994	18	del
ENSG00000164163	18	del
ENSG00000285783	18	del
ENSG00000170180	18	del
ENSG00000168491	18	del
ENSG00000205129	18	del
ENSG00000249679	18	del
ENSG00000250406	18	del
ENSG00000251452	18	del
ENSG00000164161	18	del
ENSG00000261129	18	del
ENSG00000248890	18	del
ENSG00000236296	18	del
ENSG00000249741	18	del
ENSG00000285713	18	del
ENSG00000249193	18	del
ENSG00000197465	18	del
ENSG00000251600	18	del
ENSG00000250345	18	del
ENSG00000250361	18	del
ENSG00000250504	18	del
ENSG00000164164	18	del
ENSG00000183090	18	del
ENSG00000164162	18	del
ENSG00000249302	18	del
ENSG00000145391	18	del
ENSG00000272717	18	del
ENSG00000261268	18	del
ENSG00000085871	18	del
ENSG00000178458	18	del
ENSG00000250698	18	del
ENSG00000196782	18	del
ENSG00000154553	18	del
ENSG00000249754	18	del
ENSG00000153130	18	del
ENSG00000196951	18	del
ENSG00000241923	18	del
ENSG00000153132	18	del
ENSG00000205301	18	del
ENSG00000249138	18	del
ENSG00000251139	18	del
ENSG00000151726	18	del
ENSG00000280262	18	del
ENSG00000179387	18	del
ENSG00000248716	18	del
ENSG00000174607	18	del
ENSG00000233110	18	del
ENSG00000235902	18	del
ENSG00000154556	18	del
ENSG00000121211	18	del
ENSG00000250215	18	del
ENSG00000138653	18	del
ENSG00000251308	18	del
ENSG00000250693	18	del
ENSG00000248488	18	del
ENSG00000250363	18	del
ENSG00000250627	18	del
ENSG00000249259	18	del
ENSG00000250442	18	del
ENSG00000270394	18	del
ENSG00000250272	18	del
ENSG00000248139	18	del
ENSG00000250791	18	del
ENSG00000213493	18	del
ENSG00000271053	18	del
ENSG00000174599	18	del
ENSG00000223605	18	del
ENSG00000228358	18	del
ENSG00000224932	18	del
ENSG00000251445	18	del
ENSG00000251171	18	del
ENSG00000214671	18	del
ENSG00000154447	18	del
ENSG00000236922	18	del
ENSG00000213492	18	del
ENSG00000237684	18	del
ENSG00000251230	18	del
ENSG00000249173	18	del
ENSG00000251147	18	del
ENSG00000279460	18	del
ENSG00000248517	18	del
ENSG00000229565	18	del
ENSG00000187821	18	del
ENSG00000251463	18	del
ENSG00000164100	18	del
ENSG00000250754	18	del
ENSG00000249520	18	del
ENSG00000285745	18	del
ENSG00000235149	18	del
ENSG00000121210	18	del
ENSG00000269893	18	del
ENSG00000164099	18	del
ENSG00000250771	18	del
ENSG00000248208	18	del
ENSG00000137601	18	del
ENSG00000230671	18	del
ENSG00000273716	18	del
ENSG00000154608	18	del
ENSG00000151729	18	del
ENSG00000109771	18	del
ENSG00000164323	18	del
ENSG00000109762	18	del
ENSG00000137462	18	del
ENSG00000250410	18	del
ENSG00000260404	18	del
ENSG00000251155	18	del
ENSG00000248213	18	del
ENSG00000281731	18	del
ENSG00000249309	18	del
ENSG00000145428	18	del
ENSG00000145423	18	del
ENSG00000280241	18	del
ENSG00000280005	18	del
ENSG00000145388	18	del
ENSG00000197410	18	del
ENSG00000249200	18	del
ENSG00000278981	18	del
ENSG00000150961	18	del
ENSG00000250609	18	del
ENSG00000164342	18	del
ENSG00000109572	18	del
ENSG00000171566	18	del
ENSG00000056050	18	del
ENSG00000229204	18	del
ENSG00000248625	18	del
ENSG00000248319	18	del
ENSG00000251200	18	del
ENSG00000249955	18	del
ENSG00000198948	18	del
ENSG00000248611	18	del
ENSG00000172403	18	del
ENSG00000171564	18	del
ENSG00000280551	18	del
ENSG00000249002	18	del
ENSG00000172399	18	del
ENSG00000171560	18	del
ENSG00000171557	18	del
ENSG00000109576	18	del
ENSG00000145390	18	del
ENSG00000178636	18	del
ENSG00000249074	18	del
ENSG00000121207	18	del
ENSG00000249041	18	del
ENSG00000151962	18	del
ENSG00000249692	18	del
ENSG00000164096	18	del
ENSG00000145384	18	del
ENSG00000250538	18	del
ENSG00000164114	18	del
ENSG00000249924	18	del
ENSG00000185149	18	del
ENSG00000250205	18	del
ENSG00000250910	18	del
ENSG00000248822	18	del
ENSG00000248739	18	del
ENSG00000250266	18	del
ENSG00000109794	18	del
ENSG00000251061	18	del
ENSG00000250082	18	del
ENSG00000181359	18	del
ENSG00000250968	18	del
ENSG00000249943	18	del
ENSG00000248872	18	del
ENSG00000249525	18	del
ENSG00000248755	18	del
ENSG00000248339	18	del
ENSG00000251176	18	del
ENSG00000249297	18	del
ENSG00000174473	18	del
ENSG00000250412	18	del
ENSG00000249244	18	del
ENSG00000283050	18	del
ENSG00000260091	18	del
ENSG00000248637	18	del
ENSG00000245213	18	del
ENSG00000109586	18	del
ENSG00000138735	18	del
ENSG00000248774	18	del
ENSG00000251008	18	del
ENSG00000250327	18	del
ENSG00000250950	18	del
ENSG00000245958	18	del
ENSG00000279943	18	del
ENSG00000164344	18	del
ENSG00000145476	18	del
ENSG00000164104	18	del
ENSG00000272870	18	del
ENSG00000164105	18	del
ENSG00000164106	18	del
ENSG00000242882	18	del
ENSG00000261646	18	del
ENSG00000250772	18	del
ENSG00000250392	18	del
ENSG00000250183	18	del
ENSG00000253825	18	del
ENSG00000225665	18	del
ENSG00000164109	18	del
ENSG00000250219	18	del
ENSG00000250938	18	del
ENSG00000272297	18	del
ENSG00000213332	18	del
ENSG00000251165	18	del
ENSG00000088926	18	del
ENSG00000168412	18	del
ENSG00000083857	18	del
ENSG00000250398	18	del
ENSG00000271606	18	del
ENSG00000249247	18	del
ENSG00000249770	18	del
ENSG00000248748	18	del
ENSG00000248548	18	del
ENSG00000249127	18	del
ENSG00000250829	18	del
ENSG00000272218	18	del
ENSG00000249539	18	del
ENSG00000249742	18	del
ENSG00000250971	18	del
ENSG00000249747	18	del
ENSG00000249698	18	del
ENSG00000248420	18	del
ENSG00000249386	18	del
ENSG00000251223	18	del
ENSG00000248907	18	del
ENSG00000251407	18	del
ENSG00000251244	18	del
ENSG00000249409	18	del
ENSG00000251609	18	del
ENSG00000138738	18	del
ENSG00000164116	18	del
ENSG00000250344	18	del
ENSG00000173376	18	del
ENSG00000271302	18	del
ENSG00000260244	18	del
ENSG00000050730	18	del
ENSG00000061918	18	del
ENSG00000213480	18	del
ENSG00000186867	18	del
ENSG00000224062	18	del
ENSG00000256394	18	del
ENSG00000151790	18	del
ENSG00000263458	18	del
ENSG00000221369	18	del
ENSG00000251821	18	del
ENSG00000238713	18	del
ENSG00000199859	18	del
ENSG00000199634	18	del
ENSG00000252183	18	del
ENSG00000212387	18	del
ENSG00000207384	18	del
ENSG00000252030	18	del
ENSG00000251742	18	del
ENSG00000202331	18	del
ENSG00000201264	18	del
ENSG00000212373	18	del
ENSG00000206613	18	del
ENSG00000201433	18	del
ENSG00000207497	18	del
ENSG00000264678	18	del
ENSG00000243883	18	del
ENSG00000239279	18	del
ENSG00000221227	18	del
ENSG00000207121	18	del
ENSG00000201314	18	del
ENSG00000240772	18	del
ENSG00000207322	18	del
ENSG00000265846	18	del
ENSG00000283432	18	del
ENSG00000208797	18	del
ENSG00000206722	18	del
ENSG00000251714	18	del
ENSG00000207155	18	del
ENSG00000244512	18	del
ENSG00000284253	18	del
ENSG00000253000	18	del
ENSG00000222727	18	del
ENSG00000199862	18	del
ENSG00000221245	18	del
ENSG00000223225	18	del
ENSG00000201752	18	del
ENSG00000283792	18	del
ENSG00000241037	18	del
ENSG00000252362	18	del
ENSG00000222859	18	del
ENSG00000201533	18	del
ENSG00000212359	18	del
ENSG00000223208	18	del
ENSG00000283468	18	del
ENSG00000275994	18	del
ENSG00000240637	18	del
ENSG00000252014	18	del
ENSG00000207171	18	del
ENSG00000252350	18	del
ENSG00000253001	18	del
ENSG00000271817	18	del
ENSG00000201846	18	del
ENSG00000265892	18	del
ENSG00000253019	18	del
ENSG00000242102	18	del
ENSG00000252503	18	del
ENSG00000222582	18	del
ENSG00000223006	18	del
ENSG00000251878	18	del
ENSG00000252959	18	del
ENSG00000283379	18	del
ENSG00000206978	18	del
ENSG00000207559	18	del
ENSG00000273621	18	del
ENSG00000239168	18	del
ENSG00000201145	18	del
ENSG00000238721	18	del
ENSG00000252451	18	del
ENSG00000283550	18	del
ENSG00000252275	18	del
ENSG00000202215	18	del
ENSG00000199572	18	del
ENSG00000201786	18	del
ENSG00000252544	18	del
ENSG00000264274	18	del
ENSG00000264105	18	del
ENSG00000241392	18	del
ENSG00000206703	18	del
ENSG00000265623	18	del
ENSG00000278438	18	del
ENSG00000252604	18	del
ENSG00000200049	18	del
ENSG00000207931	18	del
ENSG00000221296	18	del
ENSG00000252898	18	del
ENSG00000252343	18	del
ENSG00000201176	18	del
ENSG00000285574	18	del
ENSG00000252157	18	del
ENSG00000201297	18	del
ENSG00000201931	18	del
ENSG00000200520	18	del
ENSG00000201050	18	del
ENSG00000200553	18	del
ENSG00000201186	18	del
ENSG00000212191	18	del
ENSG00000206782	18	del
ENSG00000251961	18	del
ENSG00000207182	18	del
ENSG00000206820	18	del
ENSG00000253077	18	del
ENSG00000281369	18	del
ENSG00000252524	18	del
ENSG00000240723	18	del
ENSG00000278502	18	del
ENSG00000252951	18	del
ENSG00000201516	18	del
ENSG00000252233	18	del
ENSG00000206711	18	del
ENSG00000223037	18	del
ENSG00000201727	18	del
ENSG00000201085	18	del
ENSG00000241652	18	del
ENSG00000244544	18	del
ENSG00000201818	18	del
ENSG00000276396	18	del
ENSG00000274535	18	del
ENSG00000253013	18	del
ENSG00000222721	18	del
ENSG00000251739	18	del
ENSG00000240014	18	del
ENSG00000200974	18	del
ENSG00000200521	18	del
ENSG00000239005	18	del
ENSG00000266698	18	del
ENSG00000207148	18	del
ENSG00000207231	18	del
ENSG00000222613	18	del
ENSG00000222594	18	del
ENSG00000200350	18	del
ENSG00000251616	29	del
ENSG00000248245	29	del
ENSG00000280104	29	del
ENSG00000053108	29	del
ENSG00000164902	29	del
ENSG00000250409	29	del
ENSG00000240611	29	del
ENSG00000279197	29	del
ENSG00000250244	29	del
ENSG00000251243	29	del
ENSG00000249478	29	del
ENSG00000230929	29	del
ENSG00000196900	29	del
ENSG00000213630	29	del
ENSG00000249768	29	del
ENSG00000251072	29	del
ENSG00000249073	29	del
ENSG00000113583	29	del
ENSG00000213585	29	del
ENSG00000250728	29	del
ENSG00000214784	29	del
ENSG00000249318	29	del
ENSG00000248268	29	del
ENSG00000152495	29	del
ENSG00000248445	29	del
ENSG00000092421	29	del
ENSG00000239528	29	del
ENSG00000249167	29	del
ENSG00000197575	29	del
ENSG00000251311	29	del
ENSG00000249150	29	del
ENSG00000250650	29	del
ENSG00000250949	29	del
ENSG00000243758	29	del
ENSG00000285809	29	del
ENSG00000248663	29	del
ENSG00000271737	29	del
ENSG00000271128	29	del
ENSG00000164211	29	del
ENSG00000134986	29	del
ENSG00000251099	29	del
ENSG00000246859	29	del
ENSG00000249439	29	del
ENSG00000249619	29	del
ENSG00000250095	29	del
ENSG00000251477	29	del
ENSG00000249582	29	del
ENSG00000249797	29	del
ENSG00000250427	29	del
ENSG00000250891	29	del
ENSG00000249551	29	del
ENSG00000249128	29	del
ENSG00000249426	29	del
ENSG00000197744	29	del
ENSG00000169570	29	del
ENSG00000113558	29	del
ENSG00000250928	29	del
ENSG00000249494	29	del
ENSG00000248979	29	del
ENSG00000250678	29	del
ENSG00000248885	29	del
ENSG00000172869	29	del
ENSG00000270177	29	del
ENSG00000272772	29	del
ENSG00000239615	29	del
ENSG00000113575	29	del
ENSG00000081059	29	del
ENSG00000273345	29	del
ENSG00000006837	29	del
ENSG00000247121	29	del
ENSG00000113441	29	del
ENSG00000164308	29	del
ENSG00000227836	29	del
ENSG00000145779	29	del
ENSG00000213701	29	del
ENSG00000058729	29	del
ENSG00000251389	29	del
ENSG00000251513	29	del
ENSG00000145721	29	del
ENSG00000251054	29	del
ENSG00000248758	29	del
ENSG00000249761	29	del
ENSG00000249977	29	del
ENSG00000250331	29	del
ENSG00000248931	29	del
ENSG00000251356	29	del
ENSG00000248826	29	del
ENSG00000249776	29	del
ENSG00000249169	29	del
ENSG00000248864	29	del
ENSG00000249984	29	del
ENSG00000250049	29	del
ENSG00000248950	29	del
ENSG00000248588	29	del
ENSG00000251193	29	del
ENSG00000249958	29	del
ENSG00000248528	29	del
ENSG00000113368	29	del
ENSG00000251361	29	del
ENSG00000213730	29	del
ENSG00000248202	29	del
ENSG00000249101	29	del
ENSG00000248901	29	del
ENSG00000249135	29	del
ENSG00000238000	29	del
ENSG00000176183	29	del
ENSG00000250221	29	del
ENSG00000237187	29	del
ENSG00000250830	29	del
ENSG00000249990	29	del
ENSG00000249448	29	del
ENSG00000251102	29	del
ENSG00000251553	29	del
ENSG00000174136	29	del
ENSG00000175745	29	del
ENSG00000279232	29	del
ENSG00000246763	29	del
ENSG00000250162	29	del
ENSG00000173926	29	del
ENSG00000164241	29	del
ENSG00000279446	29	del
ENSG00000214743	29	del
ENSG00000250080	29	del
ENSG00000271585	29	del
ENSG00000250956	29	del
ENSG00000283897	29	del
ENSG00000145794	29	del
ENSG00000248350	29	del
ENSG00000251187	29	del
ENSG00000224032	29	del
ENSG00000250882	29	del
ENSG00000251076	29	del
ENSG00000129595	29	del
ENSG00000278905	29	del
ENSG00000251023	29	del
ENSG00000248483	29	del
ENSG00000272406	29	del
ENSG00000249353	29	del
ENSG00000113391	29	del
ENSG00000119048	29	del
ENSG00000249577	29	del
ENSG00000271766	29	del
ENSG00000250859	29	del
ENSG00000279469	29	del
ENSG00000248559	29	del
ENSG00000237190	29	del
ENSG00000243648	29	del
ENSG00000250564	29	del
ENSG00000250994	29	del
ENSG00000278921	29	del
ENSG00000251169	29	del
ENSG00000164244	29	del
ENSG00000153922	29	del
ENSG00000248430	29	del
ENSG00000251014	29	del
ENSG00000250358	29	del
ENSG00000213663	29	del
ENSG00000164334	29	del
ENSG00000249919	29	del
ENSG00000133835	29	del
ENSG00000282925	29	del
ENSG00000205279	29	del
ENSG00000248799	29	del
ENSG00000230561	29	del
ENSG00000251032	29	del
ENSG00000245937	29	del
ENSG00000250603	29	del
ENSG00000280420	29	del
ENSG00000064651	29	del
ENSG00000043143	29	del
ENSG00000270133	29	del
ENSG00000185261	29	del
ENSG00000133302	29	del
ENSG00000243806	29	del
ENSG00000175471	29	del
ENSG00000241597	29	del
ENSG00000248489	29	del
ENSG00000250329	29	del
ENSG00000129625	29	del
ENSG00000153037	29	del
ENSG00000251544	29	del
ENSG00000249545	29	del
ENSG00000254132	29	del
ENSG00000232578	29	del
ENSG00000249175	29	del
ENSG00000251340	29	del
ENSG00000212643	29	del
ENSG00000249947	29	del
ENSG00000134982	29	del
ENSG00000152700	29	del
ENSG00000249444	29	del
ENSG00000113615	29	del
ENSG00000258864	29	del
ENSG00000250045	29	del
ENSG00000206356	29	del
ENSG00000227762	29	del
ENSG00000249515	29	del
ENSG00000248236	29	del
ENSG00000248928	29	del
ENSG00000250391	29	del
ENSG00000249963	29	del
ENSG00000270232	29	del
ENSG00000270230	29	del
ENSG00000271687	29	del
ENSG00000270906	29	del
ENSG00000270350	29	del
ENSG00000271480	29	del
ENSG00000270388	29	del
ENSG00000270307	29	del
ENSG00000270225	29	del
ENSG00000271207	29	del
ENSG00000274455	29	del
ENSG00000164615	29	del
ENSG00000113396	29	del
ENSG00000138829	29	del
ENSG00000145833	29	del
ENSG00000248634	29	del
ENSG00000241179	29	del
ENSG00000181904	29	del
ENSG00000275374	29	del
ENSG00000273957	29	del
ENSG00000249787	29	del
ENSG00000270892	29	del
ENSG00000247877	29	del
ENSG00000113621	29	del
ENSG00000174132	29	del
ENSG00000250806	29	del
ENSG00000113532	29	del
ENSG00000251261	29	del
ENSG00000249495	29	del
ENSG00000248261	29	del
ENSG00000173930	29	del
ENSG00000205359	29	del
ENSG00000066583	29	del
ENSG00000249017	29	del
ENSG00000250682	29	del
ENSG00000250958	29	del
ENSG00000247402	29	del
ENSG00000186367	29	del
ENSG00000251680	29	del
ENSG00000248610	29	del
ENSG00000198108	29	del
ENSG00000249421	29	del
ENSG00000145808	29	del
ENSG00000249312	29	del
ENSG00000249418	29	del
ENSG00000244192	29	del
ENSG00000250405	29	del
ENSG00000248955	29	del
ENSG00000186687	29	del
ENSG00000169567	29	del
ENSG00000158985	29	del
ENSG00000279370	29	del
ENSG00000132570	29	del
ENSG00000247627	29	del
ENSG00000279799	29	del
ENSG00000249192	29	del
ENSG00000249119	29	del
ENSG00000198868	29	del
ENSG00000244921	29	del
ENSG00000248923	29	del
ENSG00000152705	29	del
ENSG00000270021	29	del
ENSG00000249082	29	del
ENSG00000069011	29	del
ENSG00000248753	29	del
ENSG00000277619	29	del
ENSG00000249647	29	del
ENSG00000224186	29	del
ENSG00000113648	29	del
ENSG00000248482	29	del
ENSG00000250895	29	del
ENSG00000234259	29	del
ENSG00000217128	29	del
ENSG00000251293	29	del
ENSG00000261036	29	del
ENSG00000270741	29	del
ENSG00000184838	29	del
ENSG00000273217	29	del
ENSG00000158987	29	del
ENSG00000248927	29	del
ENSG00000251135	29	del
ENSG00000248853	29	del
ENSG00000250847	29	del
ENSG00000229855	29	del
ENSG00000279860	29	del
ENSG00000244088	29	del
ENSG00000213661	29	del
ENSG00000249600	29	del
ENSG00000181867	29	del
ENSG00000113083	29	del
ENSG00000151304	29	del
ENSG00000255833	29	del
ENSG00000249639	29	del
ENSG00000251380	29	del
ENSG00000181965	29	del
ENSG00000251045	29	del
ENSG00000145824	29	del
ENSG00000223539	29	del
ENSG00000250167	29	del
ENSG00000145832	29	del
ENSG00000250378	29	del
ENSG00000250515	29	del
ENSG00000248106	29	del
ENSG00000279584	29	del
ENSG00000234758	29	del
ENSG00000164398	29	del
ENSG00000145839	29	del
ENSG00000254239	29	del
ENSG00000253927	29	del
ENSG00000281938	29	del
ENSG00000239642	29	del
ENSG00000231585	29	del
ENSG00000223548	29	del
ENSG00000145826	29	del
ENSG00000164616	29	del
ENSG00000120708	29	del
ENSG00000225165	29	del
ENSG00000153347	29	del
ENSG00000270123	29	del
ENSG00000113658	29	del
ENSG00000164621	29	del
ENSG00000271824	29	del
ENSG00000248211	29	del
ENSG00000069018	29	del
ENSG00000198677	29	del
ENSG00000250947	29	del
ENSG00000279240	29	del
ENSG00000248351	29	del
ENSG00000112984	29	del
ENSG00000112983	29	del
ENSG00000213568	29	del
ENSG00000249803	29	del
ENSG00000250284	29	del
ENSG00000248616	29	del
ENSG00000094880	29	del
ENSG00000152377	29	del
ENSG00000146021	29	del
ENSG00000164291	29	del
ENSG00000178015	29	del
ENSG00000177733	29	del
ENSG00000270697	29	del
ENSG00000226306	29	del
ENSG00000249851	29	del
ENSG00000146013	29	del
ENSG00000232633	29	del
ENSG00000171444	29	del
ENSG00000078795	29	del
ENSG00000212122	29	del
ENSG00000172795	29	del
ENSG00000031003	29	del
ENSG00000145757	29	del
ENSG00000175449	29	del
ENSG00000250159	29	del
ENSG00000246323	29	del
ENSG00000120729	29	del
ENSG00000250260	29	del
ENSG00000120709	29	del
ENSG00000249971	29	del
ENSG00000158402	29	del
ENSG00000120733	29	del
ENSG00000061492	29	del
ENSG00000132563	29	del
ENSG00000271196	29	del
ENSG00000112981	29	del
ENSG00000120738	29	del
ENSG00000241458	29	del
ENSG00000120705	29	del
ENSG00000164292	29	del
ENSG00000251348	29	del
ENSG00000173221	29	del
ENSG00000250240	29	del
ENSG00000251000	29	del
ENSG00000047188	29	del
ENSG00000236882	29	del
ENSG00000272021	29	del
ENSG00000251409	29	del
ENSG00000250362	29	del
ENSG00000249746	29	del
ENSG00000213716	29	del
ENSG00000248734	29	del
ENSG00000272109	29	del
ENSG00000250158	29	del
ENSG00000250551	29	del
ENSG00000251314	29	del
ENSG00000249180	29	del
ENSG00000118985	29	del
ENSG00000164307	29	del
ENSG00000175426	29	del
ENSG00000250955	29	del
ENSG00000153113	29	del
ENSG00000246316	29	del
ENSG00000080709	29	del
ENSG00000251542	29	del
ENSG00000251132	29	del
ENSG00000250242	29	del
ENSG00000152503	29	del
ENSG00000113013	29	del
ENSG00000250472	29	del
ENSG00000253404	29	del
ENSG00000232174	29	del
ENSG00000146006	29	del
ENSG00000044115	29	del
ENSG00000015479	29	del
ENSG00000164399	29	del
ENSG00000164400	29	del
ENSG00000281398	29	del
ENSG00000283288	29	del
ENSG00000227616	29	del
ENSG00000235775	29	del
ENSG00000224015	29	del
ENSG00000120725	29	del
ENSG00000224431	29	del
ENSG00000237714	29	del
ENSG00000197208	29	del
ENSG00000072682	29	del
ENSG00000249593	29	del
ENSG00000280987	29	del
ENSG00000145730	29	del
ENSG00000249610	29	del
ENSG00000250803	29	del
ENSG00000247311	29	del
ENSG00000164185	29	del
ENSG00000131435	29	del
ENSG00000242683	29	del
ENSG00000233006	29	del
ENSG00000197375	29	del
ENSG00000272139	29	del
ENSG00000249916	29	del
ENSG00000249621	29	del
ENSG00000064692	29	del
ENSG00000250328	29	del
ENSG00000249791	29	del
ENSG00000271797	29	del
ENSG00000164219	29	del
ENSG00000184584	29	del
ENSG00000249689	29	del
ENSG00000249215	29	del
ENSG00000175749	29	del
ENSG00000275506	29	del
ENSG00000131508	29	del
ENSG00000243304	29	del
ENSG00000272255	29	del
ENSG00000145725	29	del
ENSG00000250635	29	del
ENSG00000171604	29	del
