ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	comm
22_del	16q11.2_del	18/18	21/2245	4.3448366140677634e-42	4.3448366140677634e-42	NA	ENSG00000069345/ENSG00000091651/ENSG00000102893/ENSG00000102910/ENSG00000102921/ENSG00000129636/ENSG00000155330/ENSG00000155393/ENSG00000166123/ENSG00000166164/ENSG00000166971/ENSG00000171241/ENSG00000177200/ENSG00000196470/ENSG00000205423/ENSG00000069329/ENSG00000103479/ENSG00000121274	18	372
15_del	11p15.5_del	57/57	67/2245	1.9688974217065372e-103	1.9688974217065372e-103	NA	ENSG00000070047/ENSG00000078902/ENSG00000099849/ENSG00000110619/ENSG00000110713/ENSG00000132254/ENSG00000132275/ENSG00000132286/ENSG00000142082/ENSG00000148925/ENSG00000148985/ENSG00000158042/ENSG00000161328/ENSG00000166311/ENSG00000166337/ENSG00000166441/ENSG00000166471/ENSG00000167325/ENSG00000170242/ENSG00000174775/ENSG00000174915/ENSG00000175348/ENSG00000175390/ENSG00000177030/ENSG00000177042/ENSG00000177106/ENSG00000177156/ENSG00000177225/ENSG00000177595/ENSG00000177600/ENSG00000177666/ENSG00000177685/ENSG00000177697/ENSG00000177700/ENSG00000177951/ENSG00000177963/ENSG00000182208/ENSG00000183020/ENSG00000184014/ENSG00000184281/ENSG00000184363/ENSG00000185187/ENSG00000185627/ENSG00000198730/ENSG00000205339/ENSG00000205531/ENSG00000214026/ENSG00000236287/ENSG00000274897/ENSG00000005801/ENSG00000023191/ENSG00000051009/ENSG00000110171/ENSG00000110315/ENSG00000177542/ENSG00000175356/ENSG00000110321	57	190
2_amp	8p11.23_amp	1/1	1/2245	4.4543429844101645e-4	4.4543429844101645e-4	NA	ENSG00000183779	1	26
21_del	11q13.1_del	103/104	125/2245	1.2397618009507456e-154	2.479523601901491e-154	1.3050124220534163e-154	ENSG00000072518/ENSG00000089597/ENSG00000110011/ENSG00000110046/ENSG00000110107/ENSG00000110108/ENSG00000110583/ENSG00000126432/ENSG00000133315/ENSG00000133316/ENSG00000133318/ENSG00000133884/ENSG00000133895/ENSG00000142186/ENSG00000149016/ENSG00000149136/ENSG00000149476/ENSG00000149480/ENSG00000149483/ENSG00000149499/ENSG00000149503/ENSG00000149532/ENSG00000149541/ENSG00000149743/ENSG00000149761/ENSG00000149782/ENSG00000149792/ENSG00000149806/ENSG00000149823/ENSG00000156599/ENSG00000156603/ENSG00000162144/ENSG00000162222/ENSG00000162227/ENSG00000162231/ENSG00000162236/ENSG00000162298/ENSG00000162300/ENSG00000162302/ENSG00000166801/ENSG00000166889/ENSG00000166900/ENSG00000166902/ENSG00000167770/ENSG00000167985/ENSG00000167986/ENSG00000167987/ENSG00000168000/ENSG00000168002/ENSG00000168005/ENSG00000168061/ENSG00000168439/ENSG00000168496/ENSG00000168569/ENSG00000171219/ENSG00000172409/ENSG00000172500/ENSG00000172732/ENSG00000172757/ENSG00000172922/ENSG00000172977/ENSG00000173039/ENSG00000173113/ENSG00000173153/ENSG00000173264/ENSG00000173327/ENSG00000173457/ENSG00000173465/ENSG00000173486/ENSG00000173511/ENSG00000174276/ENSG00000175334/ENSG00000175550/ENSG00000175573/ENSG00000176340/ENSG00000176973/ENSG00000184743/ENSG00000185085/ENSG00000185475/ENSG00000185670/ENSG00000186660/ENSG00000187049/ENSG00000188070/ENSG00000197136/ENSG00000198561/ENSG00000204922/ENSG00000211450/ENSG00000213593/ENSG00000214753/ENSG00000214756/ENSG00000254470/ENSG00000014138/ENSG00000002330/ENSG00000014216/ENSG00000110104/ENSG00000149115/ENSG00000110048/ENSG00000134809/ENSG00000149489/ENSG00000156587/ENSG00000134825/ENSG00000168056/ENSG00000110047	103	352
33_del	12q23.3_del	88/88	123/2245	8.194287093089704e-130	1.6388574186179408e-129	NA	ENSG00000075188/ENSG00000084112/ENSG00000089022/ENSG00000089053/ENSG00000089154/ENSG00000089220/ENSG00000089234/ENSG00000090615/ENSG00000110931/ENSG00000111011/ENSG00000111229/ENSG00000111231/ENSG00000111237/ENSG00000111300/ENSG00000111361/ENSG00000111364/ENSG00000111445/ENSG00000111707/ENSG00000111737/ENSG00000111786/ENSG00000120860/ENSG00000122965/ENSG00000122970/ENSG00000123064/ENSG00000130779/ENSG00000132341/ENSG00000135093/ENSG00000135108/ENSG00000135148/ENSG00000136021/ENSG00000136045/ENSG00000139370/ENSG00000139372/ENSG00000139405/ENSG00000139410/ENSG00000139436/ENSG00000139718/ENSG00000139726/ENSG00000150990/ENSG00000151135/ENSG00000151148/ENSG00000157837/ENSG00000167272/ENSG00000170633/ENSG00000170855/ENSG00000174437/ENSG00000176915/ENSG00000177084/ENSG00000177169/ENSG00000177192/ENSG00000179195/ENSG00000179295/ENSG00000183495/ENSG00000183955/ENSG00000184047/ENSG00000184209/ENSG00000184752/ENSG00000184967/ENSG00000185163/ENSG00000189046/ENSG00000196387/ENSG00000196458/ENSG00000196510/ENSG00000198040/ENSG00000198393/ENSG00000204842/ENSG00000204852/ENSG00000214029/ENSG00000247077/ENSG00000256223/ENSG00000075089/ENSG00000075856/ENSG00000022840/ENSG00000072609/ENSG00000086598/ENSG00000110801/ENSG00000061936/ENSG00000111358/ENSG00000033030/ENSG00000120805/ENSG00000081760/ENSG00000136026/ENSG00000120832/ENSG00000089094/ENSG00000110871/ENSG00000112787/ENSG00000173064/ENSG00000090612	88	83
17_del	1p21.3_del	4/4	73/2245	1.0311163314194808e-6	1.0311163314194808e-6	NA	ENSG00000077254/ENSG00000142892/ENSG00000180488/ENSG00000036549	4	146
24_del	17q12_del	26/41	110/2245	1.4851280316762939e-25	1.4851280316762939e-24	1.4069633984301733e-24	ENSG00000108298/ENSG00000108306/ENSG00000108344/ENSG00000108349/ENSG00000125686/ENSG00000125691/ENSG00000126351/ENSG00000131469/ENSG00000131748/ENSG00000141736/ENSG00000141738/ENSG00000141741/ENSG00000161395/ENSG00000167258/ENSG00000171475/ENSG00000172057/ENSG00000188895/ENSG00000273559/ENSG00000275023/ENSG00000276293/ENSG00000277258/ENSG00000277791/ENSG00000277972/ENSG00000278845/ENSG00000008838/ENSG00000073605	26	54
14_del	12p13.1_del	2/2	51/2245	5.061753391374779e-4	5.061753391374779e-4	NA	ENSG00000084444/ENSG00000013583	2	152
14_del	12p13.1_del	5/5	51/2245	4.965116229816593e-9	4.965116229816593e-9	NA	ENSG00000084463/ENSG00000182993/ENSG00000246705/ENSG00000023734/ENSG00000197837	5	153
25_del	2q37.1_del	2/2	35/2245	2.362151582641564e-4	2.362151582641564e-4	NA	ENSG00000085978/ENSG00000077044	2	154
30_del	9p21.3_del	32/32	50/2245	3.421478180209205e-59	3.421478180209205e-59	NA	ENSG00000086061/ENSG00000107140/ENSG00000107341/ENSG00000120159/ENSG00000122692/ENSG00000122705/ENSG00000137055/ENSG00000137073/ENSG00000137074/ENSG00000137076/ENSG00000137098/ENSG00000137100/ENSG00000137106/ENSG00000137133/ENSG00000164967/ENSG00000165006/ENSG00000165264/ENSG00000165271/ENSG00000165280/ENSG00000165282/ENSG00000165283/ENSG00000168795/ENSG00000175768/ENSG00000197579/ENSG00000198680/ENSG00000198876/ENSG00000221829/ENSG00000096872/ENSG00000070610/ENSG00000086102/ENSG00000107175/ENSG00000086065	32	58
16_del	17q25.3_del	1/1	1/2245	4.4543429844101645e-4	4.4543429844101645e-4	NA	ENSG00000141556	1	61
30_del	9p21.3_del	2/2	50/2245	4.863253258379682e-4	4.863253258379682e-4	NA	ENSG00000099810/ENSG00000198642	2	100
28_del	22q13.31_del	2/2	91/2245	0.0016257160892297804	0.0016257160892297804	NA	ENSG00000100304/ENSG00000159307	2	35
35_amp	13q12.3_amp	1/1	12/2245	0.005345211581291864	0.005345211581291864	NA	ENSG00000102755	1	15
27_del	15q22.2_del	2/2	122/2245	0.0029302589632735077	0.0029302589632735077	NA	ENSG00000104047/ENSG00000166262	2	52
32_del	8q24.3_del	69/69	82/2245	1.2803800504109552e-118	1.2803800504109552e-118	NA	ENSG00000104472/ENSG00000104524/ENSG00000104529/ENSG00000120533/ENSG00000130193/ENSG00000136986/ENSG00000147654/ENSG00000147679/ENSG00000147789/ENSG00000147799/ENSG00000158106/ENSG00000160948/ENSG00000160949/ENSG00000160957/ENSG00000160959/ENSG00000160972/ENSG00000164758/ENSG00000167632/ENSG00000167702/ENSG00000169398/ENSG00000170619/ENSG00000170631/ENSG00000171045/ENSG00000172167/ENSG00000172172/ENSG00000173137/ENSG00000176853/ENSG00000178209/ENSG00000178685/ENSG00000178719/ENSG00000178896/ENSG00000179091/ENSG00000179526/ENSG00000179632/ENSG00000179832/ENSG00000179886/ENSG00000179950/ENSG00000180900/ENSG00000180921/ENSG00000181135/ENSG00000181638/ENSG00000182307/ENSG00000182325/ENSG00000183309/ENSG00000183665/ENSG00000184428/ENSG00000185000/ENSG00000185122/ENSG00000185730/ENSG00000185803/ENSG00000187954/ENSG00000196150/ENSG00000196378/ENSG00000197363/ENSG00000197858/ENSG00000198169/ENSG00000203499/ENSG00000213563/ENSG00000235173/ENSG00000250571/ENSG00000261236/ENSG00000014164/ENSG00000120526/ENSG00000104412/ENSG00000064313/ENSG00000071894/ENSG00000104522/ENSG00000167700/ENSG00000170881	69	305
4_amp	19q13.43_amp	21/21	26/2245	1.5546877506981282e-46	1.5546877506981282e-46	NA	ENSG00000105136/ENSG00000121406/ENSG00000121417/ENSG00000131845/ENSG00000152433/ENSG00000152439/ENSG00000152443/ENSG00000178201/ENSG00000178229/ENSG00000179909/ENSG00000183647/ENSG00000186230/ENSG00000186272/ENSG00000188785/ENSG00000197128/ENSG00000204519/ENSG00000213762/ENSG00000251369/ENSG00000256060/ENSG00000083817/ENSG00000083814	21	503
23_del	7q36.1_del	2/2	155/2245	0.00473819817459278	0.00473819817459278	NA	ENSG00000105974/ENSG00000105971	2	181
23_del	7q36.1_del	2/2	155/2245	0.00473819817459278	0.00473819817459278	NA	ENSG00000106025/ENSG00000071243	2	182
23_del	7q36.1_del	2/2	155/2245	0.00473819817459278	0.00473819817459278	NA	ENSG00000106565/ENSG00000002933	2	184
30_del	9p21.3_del	2/2	50/2245	4.863253258379682e-4	4.863253258379682e-4	NA	ENSG00000107262/ENSG00000086062	2	187
19_del	10q26.13_del	2/2	36/2245	2.50110167573812e-4	2.50110167573812e-4	NA	ENSG00000107949/ENSG00000188690	2	88
24_del	17q12_del	2/2	110/2245	0.00238001659461112	0.00238001659461112	NA	ENSG00000108439/ENSG00000167183	2	53
21_del	11q13.1_del	9/9	125/2245	3.892279085046536e-12	3.892279085046536e-12	NA	ENSG00000162191/ENSG00000174791/ENSG00000174851/ENSG00000174903/ENSG00000174996/ENSG00000175115/ENSG00000175376/ENSG00000175467/ENSG00000087365	9	189
33_del	12q23.3_del	5/5	123/2245	4.567016530648428e-7	4.567016530648428e-7	NA	ENSG00000111142/ENSG00000139343/ENSG00000177889/ENSG00000198015/ENSG00000169372	5	92
14_del	12p13.1_del	2/2	51/2245	5.061753391374779e-4	5.061753391374779e-4	NA	ENSG00000111664/ENSG00000110811	2	194
14_del	12p13.1_del	2/2	51/2245	5.061753391374779e-4	5.061753391374779e-4	NA	ENSG00000111671/ENSG00000010626	2	138
14_del	12p13.1_del	2/2	51/2245	5.061753391374779e-4	5.061753391374779e-4	NA	ENSG00000111684/ENSG00000003056	2	156
33_del	12q23.3_del	2/2	123/2245	0.0029786929957243097	0.0029786929957243097	NA	ENSG00000111785/ENSG00000013503	2	195
44_amp	6p22.3_amp	7/7	309/2245	8.821389556271926e-7	8.821389556271926e-7	NA	ENSG00000111801/ENSG00000186470/ENSG00000204264/ENSG00000204267/ENSG00000240065/ENSG00000026950/ENSG00000168394	7	611
44_amp	6p22.3_amp	4/4	309/2245	3.529107748094242e-4	3.529107748094242e-4	NA	ENSG00000111845/ENSG00000124784/ENSG00000188428/ENSG00000124783	4	12
29_del	5q21.1_del	2/2	67/2245	8.777675881042843e-4	8.777675881042843e-4	NA	ENSG00000112983/ENSG00000094880	2	204
31_del	2q14.3_del	2/2	54/2245	5.681073806319445e-4	5.681073806319445e-4	NA	ENSG00000115598/ENSG00000115594	2	214
25_del	2q37.1_del	11/11	35/2245	2.3377794516547557e-21	2.3377794516547557e-21	NA	ENSG00000115694/ENSG00000144524/ENSG00000153827/ENSG00000168393/ENSG00000168395/ENSG00000168397/ENSG00000176946/ENSG00000204120/ENSG00000115685/ENSG00000132323/ENSG00000036257	11	447
31_del	2q14.3_del	3/3	54/2245	1.317056789695104e-5	1.317056789695104e-5	NA	ENSG00000115839/ENSG00000121988/ENSG00000048991	3	216
25_del	2q37.1_del	8/8	35/2245	1.489161250750416e-15	1.489161250750416e-15	NA	ENSG00000116120/ENSG00000127837/ENSG00000135924/ENSG00000144567/ENSG00000163481/ENSG00000198925/ENSG00000115568/ENSG00000115649	8	248
39_amp	1q21.2_amp	21/21	39/2245	1.4738369915669345e-40	1.4738369915669345e-40	NA	ENSG00000143368/ENSG00000143373/ENSG00000143374/ENSG00000143379/ENSG00000143393/ENSG00000143398/ENSG00000143418/ENSG00000143420/ENSG00000143436/ENSG00000143442/ENSG00000159352/ENSG00000159377/ENSG00000163125/ENSG00000163156/ENSG00000163159/ENSG00000186141/ENSG00000188092/ENSG00000265491/ENSG00000117362/ENSG00000136631/ENSG00000117262	21	220
17_del	1p21.3_del	3/3	73/2245	3.30251830720354e-5	3.30251830720354e-5	NA	ENSG00000116754/ENSG00000118454/ENSG00000132485	3	19
2_del	1p36.12_del	3/3	32/2245	2.633688790875544e-6	2.633688790875544e-6	NA	ENSG00000117305/ENSG00000117308/ENSG00000011009	3	224
10_del	14q24.3_del	2/2	69/2245	9.313626240129577e-4	9.313626240129577e-4	NA	ENSG00000119723/ENSG00000156050	2	31
14_del	12p13.1_del	2/2	51/2245	5.061753391374779e-4	5.061753391374779e-4	NA	ENSG00000121316/ENSG00000070019	2	237
30_del	9p21.3_del	4/4	50/2245	2.181730484513531e-7	2.181730484513531e-7	NA	ENSG00000122696/ENSG00000122741/ENSG00000165275/ENSG00000107371	4	243
25_del	2q37.1_del	2/2	35/2245	2.362151582641564e-4	2.362151582641564e-4	NA	ENSG00000124006/ENSG00000123999	2	249
44_amp	6p22.3_amp	5/5	309/2245	4.803114070364755e-5	4.803114070364755e-5	NA	ENSG00000124523/ENSG00000137364/ENSG00000165097/ENSG00000225921/ENSG00000137177	5	49
34_del	22q11.22_del	2/2	98/2245	0.001886942264251318	0.001886942264251318	NA	ENSG00000128271/ENSG00000100024	2	263
34_del	22q11.22_del	3/3	98/2245	8.076079240665464e-5	8.076079240665464e-5	NA	ENSG00000128284/ENSG00000128335/ENSG00000100342	3	264
28_del	22q13.31_del	2/2	91/2245	0.0016257160892297804	0.0016257160892297804	NA	ENSG00000128298/ENSG00000100156	2	265
28_del	22q13.31_del	2/2	91/2245	0.0016257160892297804	0.0016257160892297804	NA	ENSG00000128346/ENSG00000100139	2	266
28_del	22q13.31_del	2/2	91/2245	0.0016257160892297804	0.0016257160892297804	NA	ENSG00000128394/ENSG00000243811	2	118
23_del	7q36.1_del	2/2	155/2245	0.00473819817459278	0.00473819817459278	NA	ENSG00000128617/ENSG00000128595	2	267
32_del	8q24.3_del	2/2	82/2245	0.0013184378833533835	0.0013184378833533835	NA	ENSG00000129295/ENSG00000129292	2	270
26_del	6q27_del	2/2	26/2245	1.2902508644680819e-4	2.5805017289361637e-4	NA	ENSG00000130340/ENSG00000078269	2	273
33_del	12q23.3_del	2/2	123/2245	0.0029786929957243097	0.0029786929957243097	NA	ENSG00000130921/ENSG00000111328	2	280
23_del	7q36.1_del	2/2	155/2245	0.00473819817459278	0.00473819817459278	NA	ENSG00000131558/ENSG00000106554	2	281
39_amp	1q21.2_amp	2/2	39/2245	2.9417719709872223e-4	2.9417719709872223e-4	NA	ENSG00000131791/ENSG00000131778	2	282
23_del	7q36.1_del	6/6	155/2245	9.886935239362208e-8	9.886935239362208e-8	NA	ENSG00000133574/ENSG00000171115/ENSG00000179144/ENSG00000196329/ENSG00000213203/ENSG00000133561	6	64
25_del	2q37.1_del	2/2	35/2245	2.362151582641564e-4	2.362151582641564e-4	NA	ENSG00000135899/ENSG00000067066	2	295
31_del	2q14.3_del	2/2	54/2245	5.681073806319445e-4	5.681073806319445e-4	NA	ENSG00000135999/ENSG00000115947	2	296
31_del	2q14.3_del	3/3	54/2245	1.317056789695104e-5	1.317056789695104e-5	NA	ENSG00000136710/ENSG00000136718/ENSG00000072135	3	301
2_del	1p36.12_del	3/6	32/2245	5.115605744298904e-5	2.0462422977195617e-4	1.615454445568075e-4	ENSG00000159189/ENSG00000173369/ENSG00000173372	3	381
18_del	4q35.1_del	12/12	46/2245	1.1711121287869356e-21	1.1711121287869356e-21	NA	ENSG00000145388/ENSG00000164134/ENSG00000164144/ENSG00000164163/ENSG00000164164/ENSG00000164168/ENSG00000168538/ENSG00000168556/ENSG00000182552/ENSG00000123737/ENSG00000153147/ENSG00000151611	12	46
14_del	12p13.1_del	2/2	51/2245	5.061753391374779e-4	5.061753391374779e-4	NA	ENSG00000139194/ENSG00000139182	2	318
33_del	12q23.3_del	2/2	123/2245	0.0029786929957243097	0.0029786929957243097	NA	ENSG00000139351/ENSG00000111666	2	320
33_del	12q23.3_del	2/2	123/2245	0.0029786929957243097	0.0029786929957243097	NA	ENSG00000139428/ENSG00000110921	2	321
27_del	15q22.2_del	3/3	122/2245	1.5676820133429377e-4	1.5676820133429377e-4	NA	ENSG00000140254/ENSG00000140279/ENSG00000137857	3	22
27_del	15q22.2_del	2/2	122/2245	0.0029302589632735077	0.0029302589632735077	NA	ENSG00000140280/ENSG00000128872	2	324
24_del	17q12_del	2/2	110/2245	0.00238001659461112	0.00238001659461112	NA	ENSG00000141756/ENSG00000141696	2	330
24_del	17q12_del	2/2	110/2245	0.00238001659461112	0.00238001659461112	NA	ENSG00000185862/ENSG00000126860	2	546
31_del	2q14.3_del	3/3	54/2245	1.317056789695104e-5	1.317056789695104e-5	NA	ENSG00000144021/ENSG00000183513/ENSG00000275111	3	697
31_del	2q14.3_del	2/2	54/2245	5.681073806319445e-4	5.681073806319445e-4	NA	ENSG00000144224/ENSG00000082258	2	337
31_del	2q14.3_del	3/3	54/2245	1.317056789695104e-5	1.317056789695104e-5	NA	ENSG00000144231/ENSG00000163166/ENSG00000163161	3	400
7_del	3p21.31_del	2/2	144/2245	0.004087514738634879	0.004087514738634879	NA	ENSG00000145029/ENSG00000178252	2	77
7_del	3p21.31_del	2/2	144/2245	0.004087514738634879	0.004087514738634879	NA	ENSG00000145040/ENSG00000114270	2	340
18_del	4q35.1_del	2/2	46/2245	4.1089527529983505e-4	4.1089527529983505e-4	NA	ENSG00000145428/ENSG00000137462	2	341
18_del	4q35.1_del	2/2	46/2245	4.1089527529983505e-4	4.1089527529983505e-4	NA	ENSG00000145431/ENSG00000109738	2	342
26_del	6q27_del	2/2	26/2245	1.2902508644680819e-4	2.5805017289361637e-4	NA	ENSG00000146433/ENSG00000130338	2	345
44_amp	6p22.3_amp	4/4	309/2245	3.529107748094242e-4	3.529107748094242e-4	NA	ENSG00000146476/ENSG00000155906/ENSG00000181472/ENSG00000120262	4	30
19_del	10q26.13_del	2/2	36/2245	2.50110167573812e-4	2.50110167573812e-4	NA	ENSG00000150593/ENSG00000108061	2	355
31_del	2q14.3_del	2/2	54/2245	5.681073806319445e-4	5.681073806319445e-4	NA	ENSG00000152082/ENSG00000136699	2	300
31_del	2q14.3_del	2/2	54/2245	5.681073806319445e-4	5.681073806319445e-4	NA	ENSG00000153107/ENSG00000080345	2	217
18_del	4q35.1_del	2/2	46/2245	4.1089527529983505e-4	4.1089527529983505e-4	NA	ENSG00000154447/ENSG00000145439	2	368
35_del	21q22.3_del	2/2	70/2245	9.587556423662805e-4	9.587556423662805e-4	NA	ENSG00000154640/ENSG00000154639	2	369
35_del	21q22.3_del	48/48	70/2245	2.4491791304428172e-82	2.4491791304428172e-82	NA	ENSG00000154723/ENSG00000156256/ENSG00000156261/ENSG00000156304/ENSG00000157538/ENSG00000157540/ENSG00000159079/ENSG00000159086/ENSG00000159128/ENSG00000159131/ENSG00000159140/ENSG00000159147/ENSG00000159256/ENSG00000159259/ENSG00000159267/ENSG00000160193/ENSG00000160194/ENSG00000160208/ENSG00000160214/ENSG00000160216/ENSG00000160218/ENSG00000160256/ENSG00000160294/ENSG00000160298/ENSG00000160299/ENSG00000160305/ENSG00000182093/ENSG00000183255/ENSG00000184787/ENSG00000185658/ENSG00000185917/ENSG00000186866/ENSG00000198862/ENSG00000205581/ENSG00000205726/ENSG00000205758/ENSG00000241837/ENSG00000243646/ENSG00000154719/ENSG00000156253/ENSG00000142168/ENSG00000142166/ENSG00000142207/ENSG00000159055/ENSG00000142188/ENSG00000159082/ENSG00000141959/ENSG00000160285	48	39
32_del	8q24.3_del	2/2	82/2245	0.0013184378833533835	0.0013184378833533835	NA	ENSG00000156831/ENSG00000164961	2	48
31_del	2q14.3_del	3/3	54/2245	1.317056789695104e-5	1.317056789695104e-5	NA	ENSG00000158158/ENSG00000114988/ENSG00000114982	3	378
14_del	12p13.1_del	2/2	51/2245	5.061753391374779e-4	5.061753391374779e-4	NA	ENSG00000159403/ENSG00000182326	2	81
35_del	21q22.3_del	2/2	70/2245	9.587556423662805e-4	9.587556423662805e-4	NA	ENSG00000160284/ENSG00000160282	2	385
17_del	1p21.3_del	2/2	73/2245	0.001043316699022188	0.001043316699022188	NA	ENSG00000162654/ENSG00000117228	2	392
31_del	2q14.3_del	2/2	54/2245	5.681073806319445e-4	5.681073806319445e-4	NA	ENSG00000163040/ENSG00000173272	2	68
18_del	4q35.1_del	2/2	46/2245	4.1089527529983505e-4	4.1089527529983505e-4	NA	ENSG00000164116/ENSG00000061918	2	415
18_del	4q35.1_del	2/2	46/2245	4.1089527529983505e-4	4.1089527529983505e-4	NA	ENSG00000164118/ENSG00000164117	2	416
18_del	4q35.1_del	2/2	46/2245	4.1089527529983505e-4	4.1089527529983505e-4	NA	ENSG00000164125/ENSG00000164124	2	417
18_del	4q35.1_del	2/2	46/2245	4.1089527529983505e-4	4.1089527529983505e-4	NA	ENSG00000164162/ENSG00000109390	2	418
29_del	5q21.1_del	3/3	67/2245	2.5436867243325203e-5	2.5436867243325203e-5	NA	ENSG00000164292/ENSG00000175449/ENSG00000145757	3	420
18_del	4q35.1_del	2/2	46/2245	4.1089527529983505e-4	4.1089527529983505e-4	NA	ENSG00000164344/ENSG00000145476	2	421
32_del	8q24.3_del	2/2	82/2245	0.0013184378833533835	0.0013184378833533835	NA	ENSG00000164754/ENSG00000205002	2	105
14_del	12p13.1_del	2/2	51/2245	5.061753391374779e-4	5.061753391374779e-4	NA	ENSG00000165714/ENSG00000111266	2	192
10_del	14q24.3_del	2/2	69/2245	9.313626240129577e-4	9.313626240129577e-4	NA	ENSG00000165929/ENSG00000133962	2	424
11_del	16q23.3_del	3/3	39/2245	4.852677794316869e-6	4.852677794316869e-6	NA	ENSG00000166455/ENSG00000260643/ENSG00000140905	3	128
21_del	11q13.1_del	2/2	125/2245	0.0030767520614238823	0.0030767520614238823	NA	ENSG00000166928/ENSG00000166927	2	429
22_del	16q11.2_del	2/2	21/2245	8.337005585793751e-5	8.337005585793751e-5	NA	ENSG00000167207/ENSG00000083799	2	431
23_del	7q36.1_del	2/2	155/2245	0.00473819817459278	0.00473819817459278	NA	ENSG00000168255/ENSG00000260097	2	127
7_del	3p21.31_del	4/4	144/2245	1.6274284610889242e-5	1.6274284610889242e-5	NA	ENSG00000168297/ENSG00000168301/ENSG00000168306/ENSG00000168291	4	57
18_del	4q35.1_del	2/2	46/2245	4.1089527529983505e-4	4.1089527529983505e-4	NA	ENSG00000168564/ENSG00000164305	2	441
31_del	2q14.3_del	2/2	54/2245	5.681073806319445e-4	5.681073806319445e-4	NA	ENSG00000168758/ENSG00000168754	2	442
17_del	1p21.3_del	3/3	73/2245	3.30251830720354e-5	3.30251830720354e-5	NA	ENSG00000168765/ENSG00000213366/ENSG00000134202	3	443
29_del	5q21.1_del	2/2	67/2245	8.777675881042843e-4	8.777675881042843e-4	NA	ENSG00000168938/ENSG00000061455	2	446
25_del	2q37.1_del	2/2	35/2245	2.362151582641564e-4	2.362151582641564e-4	NA	ENSG00000168958/ENSG00000173744	2	70
31_del	2q14.3_del	2/2	54/2245	5.681073806319445e-4	5.681073806319445e-4	NA	ENSG00000170417/ENSG00000135953	2	461
31_del	2q14.3_del	2/2	54/2245	5.681073806319445e-4	5.681073806319445e-4	NA	ENSG00000170500/ENSG00000115526	2	465
7_del	3p21.31_del	2/2	144/2245	0.004087514738634879	0.004087514738634879	NA	ENSG00000170837/ENSG00000163412	2	467
18_del	4q35.1_del	2/2	46/2245	4.1089527529983505e-4	4.1089527529983505e-4	NA	ENSG00000170917/ENSG00000145375	2	468
24_del	17q12_del	2/2	110/2245	0.00238001659461112	0.00238001659461112	NA	ENSG00000172123/ENSG00000154760	2	472
25_del	2q37.1_del	2/2	35/2245	2.362151582641564e-4	2.362151582641564e-4	NA	ENSG00000172428/ENSG00000130414	2	473
14_del	12p13.1_del	2/2	51/2245	5.061753391374779e-4	5.061753391374779e-4	NA	ENSG00000173391/ENSG00000165685	2	476
24_del	17q12_del	2/2	110/2245	0.00238001659461112	0.00238001659461112	NA	ENSG00000173757/ENSG00000126561	2	477
31_del	2q14.3_del	2/2	54/2245	5.681073806319445e-4	5.681073806319445e-4	NA	ENSG00000174501/ENSG00000135976	2	482
15_del	11p15.5_del	2/2	67/2245	8.777675881042843e-4	8.777675881042843e-4	NA	ENSG00000174885/ENSG00000142102	2	486
23_del	7q36.1_del	2/2	155/2245	0.00473819817459278	0.00473819817459278	NA	ENSG00000176402/ENSG00000160862	2	492
24_del	17q12_del	2/2	110/2245	0.00238001659461112	0.00238001659461112	NA	ENSG00000176563/ENSG00000126562	2	494
11_del	16q23.3_del	2/2	39/2245	2.9417719709872223e-4	2.9417719709872223e-4	NA	ENSG00000176692/ENSG00000176678	2	495
29_del	5q21.1_del	2/2	67/2245	8.777675881042843e-4	8.777675881042843e-4	NA	ENSG00000177879/ENSG00000145782	2	500
28_del	22q13.31_del	2/2	91/2245	0.0016257160892297804	0.0016257160892297804	NA	ENSG00000177989/ENSG00000025708	2	501
4_amp	19q13.43_amp	5/5	26/2245	1.3903661277163497e-10	1.3903661277163497e-10	NA	ENSG00000178935/ENSG00000198466/ENSG00000268750/ENSG00000269343/ENSG00000083828	5	98
18_del	4q35.1_del	2/2	46/2245	4.1089527529983505e-4	4.1089527529983505e-4	NA	ENSG00000179387/ENSG00000153130	2	410
33_del	12q23.3_del	2/2	123/2245	0.0029786929957243097	0.0029786929957243097	NA	ENSG00000180263/ENSG00000028203	2	515
7_del	3p21.31_del	3/3	144/2245	2.587726673589624e-4	2.587726673589624e-4	NA	ENSG00000180432/ENSG00000181061/ENSG00000144648	3	516
35_del	21q22.3_del	2/2	70/2245	9.587556423662805e-4	9.587556423662805e-4	NA	ENSG00000180530/ENSG00000155304	2	517
33_del	12q23.3_del	2/2	123/2245	0.0029786929957243097	0.0029786929957243097	NA	ENSG00000180881/ENSG00000173401	2	522
39_amp	1q21.2_amp	2/2	39/2245	2.9417719709872223e-4	2.9417719709872223e-4	NA	ENSG00000182134/ENSG00000143450	2	527
15_del	11p15.5_del	2/2	67/2245	8.777675881042843e-4	8.777675881042843e-4	NA	ENSG00000184545/ENSG00000205869	2	106
44_amp	6p22.3_amp	6/7	309/2245	4.033674993470216e-5	8.067349986940432e-5	4.2459736773370694e-5	ENSG00000187837/ENSG00000197903/ENSG00000233822/ENSG00000273542/ENSG00000276180/ENSG00000180573	6	539
