ensemblID	community
ENSG00000128710	79
ENSG00000128731	14
ENSG00000128739	14
ENSG00000128833	77
ENSG00000128872	13
ENSG00000128908	101
ENSG00000128917	341
ENSG00000128923	231
ENSG00000128928	77
ENSG00000128965	153
ENSG00000129038	13
ENSG00000129048	13
ENSG00000129083	155
ENSG00000129084	155
ENSG00000129116	241
ENSG00000129151	154
ENSG00000129187	154
ENSG00000129195	117
ENSG00000129219	15
ENSG00000129245	4
ENSG00000129250	15
ENSG00000129292	154
ENSG00000129347	10
ENSG00000129354	4
ENSG00000129355	75
ENSG00000129422	15
ENSG00000129460	80
ENSG00000129473	15
ENSG00000129484	15
ENSG00000129514	4
ENSG00000129538	223
ENSG00000129559	10
ENSG00000129657	153
ENSG00000129675	15
ENSG00000129680	4
ENSG00000129691	4
ENSG00000129810	117
ENSG00000129911	154
ENSG00000130005	4
ENSG00000130023	85
ENSG00000130045	111
ENSG00000130066	81
ENSG00000130147	154
ENSG00000130158	15
ENSG00000130164	154
ENSG00000130176	241
ENSG00000130202	4
ENSG00000130203	13
ENSG00000130222	153
ENSG00000130224	70
ENSG00000130254	10
ENSG00000130255	10
ENSG00000130304	70
ENSG00000130312	341
ENSG00000130402	13
ENSG00000130479	154
ENSG00000130508	77
ENSG00000130518	154
ENSG00000130520	82
ENSG00000130522	154
ENSG00000130545	4
ENSG00000130559	77
ENSG00000130590	77
ENSG00000130635	13
ENSG00000130638	155
ENSG00000130640	13
ENSG00000130699	155
ENSG00000130701	4
ENSG00000130703	231
ENSG00000130707	13
ENSG00000130713	155
ENSG00000130717	4
ENSG00000130724	155
ENSG00000130725	77
ENSG00000130734	111
ENSG00000130748	341
ENSG00000130764	83
ENSG00000130766	322
ENSG00000130770	10
ENSG00000130772	155
ENSG00000130810	10
ENSG00000130818	154
ENSG00000130821	84
ENSG00000130826	85
ENSG00000130881	85
ENSG00000130935	341
ENSG00000130939	77
ENSG00000131023	195
ENSG00000131061	10
ENSG00000131069	77
ENSG00000131080	153
ENSG00000131143	10
ENSG00000131171	4
ENSG00000131174	77
ENSG00000131238	4
ENSG00000131263	154
ENSG00000131269	77
ENSG00000131368	77
ENSG00000131370	10
ENSG00000131374	70
ENSG00000131378	15
ENSG00000131389	70
ENSG00000131435	101
ENSG00000131459	13
ENSG00000131467	154
ENSG00000131469	101
ENSG00000131480	15
ENSG00000131495	77
ENSG00000131503	155
ENSG00000131504	70
