ensemblID	community
ENSG00000113593	281
ENSG00000113595	281
ENSG00000113597	281
ENSG00000113643	281
ENSG00000113721	43
ENSG00000113811	214
ENSG00000113812	214
ENSG00000113845	236
ENSG00000113851	465
ENSG00000114062	526
ENSG00000114098	236
ENSG00000114302	214
ENSG00000114316	214
ENSG00000114331	238
ENSG00000114353	214
ENSG00000114354	211
ENSG00000114383	214
ENSG00000114388	214
ENSG00000114391	146
ENSG00000114395	214
ENSG00000114503	238
ENSG00000114648	214
ENSG00000114650	214
ENSG00000114656	212
ENSG00000114670	236
ENSG00000114686	236
ENSG00000114735	214
ENSG00000114738	214
ENSG00000114742	214
ENSG00000114745	214
ENSG00000114757	213
ENSG00000114767	214
ENSG00000114796	238
ENSG00000114857	214
ENSG00000114867	238
ENSG00000114902	214
ENSG00000114904	214
ENSG00000114942	146
ENSG00000115085	183
ENSG00000115128	232
ENSG00000115163	158
ENSG00000115267	197
ENSG00000115268	146
ENSG00000115286	117
ENSG00000115318	6
ENSG00000115325	6
ENSG00000115392	215
ENSG00000115484	232
ENSG00000115541	28
ENSG00000115598	216
ENSG00000115602	167
ENSG00000115694	445
ENSG00000115828	217
ENSG00000115839	218
ENSG00000115840	20
ENSG00000115904	99
ENSG00000115993	220
ENSG00000116030	246
ENSG00000116039	131
ENSG00000116120	246
ENSG00000116138	669
ENSG00000116161	106
ENSG00000116198	374
ENSG00000116212	7
ENSG00000116213	374
ENSG00000116237	374
ENSG00000116251	146
ENSG00000116266	534
ENSG00000116273	374
ENSG00000116288	374
ENSG00000116455	534
ENSG00000116459	534
ENSG00000116473	534
ENSG00000116489	534
ENSG00000116539	385
ENSG00000116580	385
ENSG00000116663	8
ENSG00000116670	8
ENSG00000116685	669
ENSG00000116688	669
ENSG00000116752	534
ENSG00000116754	10
ENSG00000116793	534
ENSG00000116824	183
ENSG00000116830	221
ENSG00000116863	160
ENSG00000116898	160
ENSG00000116903	222
ENSG00000116906	222
ENSG00000116918	222
ENSG00000116990	223
ENSG00000117118	669
ENSG00000117133	534
ENSG00000117151	534
ENSG00000117155	534
ENSG00000117222	224
ENSG00000117305	225
ENSG00000117308	225
ENSG00000117399	158
ENSG00000117408	226
ENSG00000117448	9
ENSG00000117450	9
ENSG00000117505	534
ENSG00000117543	534
ENSG00000117597	222
ENSG00000117650	158
ENSG00000117697	222
ENSG00000117713	669
ENSG00000117724	158
ENSG00000117748	669
ENSG00000117751	669
ENSG00000117758	669
ENSG00000117859	227
ENSG00000117862	22
ENSG00000117868	142
ENSG00000118046	117
ENSG00000118058	90
ENSG00000118096	90
ENSG00000118181	90
ENSG00000118363	76
ENSG00000118369	76
ENSG00000118412	28
ENSG00000118454	10
ENSG00000118482	205
ENSG00000118496	228
ENSG00000118503	229
ENSG00000118518	28
ENSG00000118523	230
ENSG00000118564	231
ENSG00000118655	534
ENSG00000118680	26
ENSG00000118689	28
ENSG00000118690	28
ENSG00000118705	277
ENSG00000118873	222
ENSG00000118894	145
ENSG00000118939	63
ENSG00000118946	349
ENSG00000119004	401
ENSG00000119013	246
ENSG00000119138	369
ENSG00000119203	232
ENSG00000119231	238
ENSG00000119285	222
ENSG00000119383	296
ENSG00000119392	296
ENSG00000119396	296
ENSG00000119414	296
ENSG00000119446	296
ENSG00000119523	296
ENSG00000119537	26
ENSG00000119541	26
ENSG00000119559	117
ENSG00000119574	117
ENSG00000119616	169
ENSG00000119638	169
ENSG00000119650	169
ENSG00000119669	169
ENSG00000119682	169
ENSG00000119684	169
ENSG00000119685	169
ENSG00000119688	169
ENSG00000119689	169
ENSG00000119705	169
ENSG00000119718	169
ENSG00000119723	32
ENSG00000119760	232
ENSG00000119906	653
ENSG00000119912	653
ENSG00000119917	197
ENSG00000119922	197
ENSG00000119953	653
ENSG00000119965	653
ENSG00000120029	653
ENSG00000120071	546
ENSG00000120075	134
ENSG00000120093	134
ENSG00000120156	349
ENSG00000120158	233
ENSG00000120159	106
ENSG00000120253	28
ENSG00000120256	28
ENSG00000120265	28
ENSG00000120314	281
ENSG00000120322	210
ENSG00000120324	210
ENSG00000120327	210
ENSG00000120328	210
ENSG00000120438	28
ENSG00000120451	90
ENSG00000120458	90
ENSG00000120533	494
ENSG00000120539	53
ENSG00000120616	53
ENSG00000120662	63
ENSG00000120685	63
ENSG00000120686	63
ENSG00000120688	63
ENSG00000120690	63
ENSG00000120694	106
ENSG00000120696	63
ENSG00000120697	63
ENSG00000120699	63
ENSG00000120705	281
ENSG00000120733	281
ENSG00000120738	230
ENSG00000120784	184
ENSG00000120860	163
ENSG00000120889	346
ENSG00000120896	346
ENSG00000120899	346
ENSG00000120910	346
ENSG00000120915	346
ENSG00000120925	64
ENSG00000120942	669
ENSG00000120948	41
ENSG00000121022	448
ENSG00000121058	194
ENSG00000121060	141
ENSG00000121067	194
ENSG00000121073	194
ENSG00000121101	193
ENSG00000121152	158
ENSG00000121310	234
ENSG00000121316	235
ENSG00000121406	359
ENSG00000121417	359
ENSG00000121542	236
ENSG00000121579	211
ENSG00000121680	74
ENSG00000121741	63
ENSG00000121766	237
ENSG00000121879	238
ENSG00000121892	83
ENSG00000121895	239
ENSG00000121905	240
ENSG00000121940	534
ENSG00000121988	218
ENSG00000122033	63
ENSG00000122034	63
ENSG00000122068	238
ENSG00000122126	241
ENSG00000122188	57
ENSG00000122376	653
ENSG00000122386	145
ENSG00000122390	145
ENSG00000122406	146
ENSG00000122435	534
ENSG00000122481	534
ENSG00000122482	534
ENSG00000122484	534
ENSG00000122490	26
ENSG00000122507	140
ENSG00000122512	140
ENSG00000122515	140
ENSG00000122545	140
ENSG00000122557	140
ENSG00000122565	140
ENSG00000122592	4
ENSG00000122678	140
ENSG00000122687	140
ENSG00000122692	106
ENSG00000122696	11
ENSG00000122705	106
ENSG00000122741	11
ENSG00000122861	242
ENSG00000122877	230
ENSG00000122882	653
ENSG00000122958	653
ENSG00000122965	163
ENSG00000122970	163
ENSG00000123064	163
ENSG00000123091	22
ENSG00000123096	243
ENSG00000123106	147
ENSG00000123144	432
ENSG00000123178	63
ENSG00000123179	63
ENSG00000123200	63
ENSG00000123338	244
ENSG00000123349	146
ENSG00000123358	230
ENSG00000123444	74
ENSG00000123472	33
ENSG00000123485	158
ENSG00000123552	12
ENSG00000123908	141
ENSG00000124006	247
ENSG00000124074	141
ENSG00000124104	13
ENSG00000124155	124
ENSG00000124164	277
ENSG00000124172	277
ENSG00000124198	378
ENSG00000124203	183
ENSG00000124209	277
ENSG00000124214	378
ENSG00000124217	277
ENSG00000124222	277
ENSG00000124228	378
ENSG00000124279	418
ENSG00000124383	249
ENSG00000124422	120
ENSG00000124459	138
ENSG00000124523	300
ENSG00000124541	205
ENSG00000124562	205
ENSG00000124570	250
ENSG00000124571	205
ENSG00000124608	205
ENSG00000124614	146
ENSG00000124641	205
ENSG00000124659	205
ENSG00000124688	205
ENSG00000124702	205
ENSG00000124733	205
ENSG00000124784	251
ENSG00000125107	141
ENSG00000125124	141
ENSG00000125166	141
ENSG00000125247	63
