comm1	comm2	jaccard
138	143	0
138	46	0
138	65	0.1
138	633	0
138	124	0
138	94	0
138	142	0.045454545454545456
138	174	0
138	88	0
138	531	0
138	692	0
138	52	0
138	539	0
138	243	0.14285714285714285
138	434	0.14285714285714285
143	11	0
143	13	0
143	20	0
143	459	0
143	43	0
143	230	0
143	32	0
143	38	0
143	447	0
143	632	0
143	39	0
143	391	0
143	277	0
143	138	0
143	143	1
143	46	0
143	65	0
143	633	0
143	124	0
143	94	0
143	142	0
143	174	0
143	88	0
143	531	0
143	692	0
143	52	0
143	539	0
143	243	0
143	434	0
46	11	0
46	13	0
46	20	0
46	459	0.012987012987012988
46	43	0.0196078431372549
46	230	0
46	32	0
46	38	0.05172413793103448
46	447	0.043478260869565216
46	632	0
46	39	0.014705882352941176
46	391	0
46	277	0
46	138	0
46	143	0
46	46	1
46	65	0
46	633	0
46	124	0
46	94	0
46	142	0
46	174	0
46	88	0
46	531	0
46	692	0
46	52	0
46	539	0
46	243	0
46	434	0
65	11	0
65	13	0
65	20	0
65	459	0
65	43	0
65	230	0
65	32	0
65	38	0
65	447	0
65	632	0
65	39	0
65	391	0
65	277	0
65	138	0.1
65	143	0
65	46	0
65	65	1
65	633	0
65	124	0
65	94	0
65	142	0
65	174	0
65	88	0
65	531	0
65	692	0
65	52	0
65	539	0
65	243	0.25
65	434	0.25
633	11	0
633	13	0
633	20	0
633	459	0
633	43	0
633	230	0
633	32	0
633	38	0
633	447	0
633	632	0.375
633	39	0
633	391	0
633	277	0
633	138	0
633	143	0
633	46	0
633	65	0
633	633	1
633	124	0
633	94	0
633	142	0
633	174	0
633	88	0
633	531	0.4
633	692	0
633	52	0
633	539	0
633	243	0
633	434	0
124	11	0
124	13	0
124	20	0
124	459	0
124	43	0
124	230	0
124	32	0
124	38	0
124	447	0
124	632	0
124	39	0
124	391	0
124	277	0
124	138	0
124	143	0
124	46	0
124	65	0
124	633	0
124	124	1
124	94	0
124	142	0
124	174	0
124	88	0
124	531	0
124	692	0
124	52	0
124	539	0
124	243	0
124	434	0
94	11	0
94	13	0.5
94	20	0
94	459	0
94	43	0
94	230	0
94	32	0
94	38	0
94	447	0
94	632	0
94	39	0
94	391	0
94	277	0
94	138	0
94	143	0
94	46	0
94	65	0
94	633	0
94	124	0
94	94	1
94	142	0
94	174	0
94	88	0
94	531	0
94	692	0
94	52	0
94	539	0
94	243	0
94	434	0
142	11	0
142	13	0
142	20	0
142	459	0
142	43	0
142	230	0
142	32	0
142	38	0.027777777777777776
142	447	0
142	632	0
142	39	0
142	391	0
142	277	0
142	138	0.045454545454545456
142	143	0
142	46	0
142	65	0
142	633	0
142	124	0
142	94	0
142	142	1
142	174	0
142	88	0
142	531	0
142	692	0
142	52	0
142	539	0
142	243	0
142	434	0
174	11	0
174	13	0
174	20	0
174	459	0
174	43	0
174	230	0
174	32	0.2
174	38	0
174	447	0
174	632	0
174	39	0
174	391	0
174	277	0
174	138	0
174	143	0
174	46	0
174	65	0
174	633	0
174	124	0
174	94	0
174	142	0
174	174	1
174	88	0
174	531	0
174	692	0
174	52	0
174	539	0
174	243	0
174	434	0
88	11	0
88	13	0
88	20	0
88	459	0
88	43	0
88	230	0
88	32	0
88	38	0
88	447	0
88	632	0
88	39	0
88	391	0
88	277	0
88	138	0
88	143	0
88	46	0
88	65	0
88	633	0
88	124	0
88	94	0
88	142	0
88	174	0
88	88	1
88	531	0
88	692	0
88	52	0
88	539	0
88	243	0
88	434	0
531	11	0
531	13	0
531	20	0
531	459	0
531	43	0
531	230	0
531	32	0
531	38	0
531	447	0
531	632	0.3333333333333333
531	39	0
531	391	0
531	277	0
531	138	0
531	143	0
531	46	0
531	65	0
531	633	0.4
531	124	0
531	94	0
531	142	0
531	174	0
531	88	0
531	531	1
531	692	0
531	52	0
531	539	0
531	243	0
531	434	0
692	11	0
692	13	0
692	20	0.04918032786885246
692	459	0
692	43	0
692	230	0
692	32	0
692	38	0
692	447	0
692	632	0
692	39	0
692	391	0
692	277	0
692	138	0
692	143	0
692	46	0
692	65	0
692	633	0
692	124	0
692	94	0
692	142	0
692	174	0
692	88	0
692	531	0
692	692	1
692	52	0
692	539	0
692	243	0
692	434	0
52	11	0
52	13	0
52	20	0
52	459	0
52	43	0
52	230	0
52	32	0
52	38	0
52	447	0
52	632	0
52	39	0
52	391	0
52	277	0
52	138	0
52	143	0
52	46	0
52	65	0
52	633	0
52	124	0
52	94	0
52	142	0
52	174	0
52	88	0
52	531	0
52	692	0
52	52	1
52	539	0
52	243	0
52	434	0
539	11	0
539	13	0
539	20	0.016666666666666666
539	459	0
539	43	0
539	230	0.07142857142857142
539	32	0
539	38	0.20689655172413793
539	447	0
539	632	0
539	39	0
539	391	0
539	277	0.05714285714285714
539	138	0
539	143	0
539	46	0
539	65	0
539	633	0
539	124	0
539	94	0
539	142	0
539	174	0
539	88	0
539	531	0
539	692	0
539	52	0
539	539	1
539	243	0
539	434	0
243	11	0
243	13	0
243	20	0
243	459	0
243	43	0
243	230	0
243	32	0
243	38	0
243	447	0
243	632	0
243	39	0
243	391	0
243	277	0
243	138	0.14285714285714285
243	143	0
243	46	0
243	65	0.25
243	633	0
243	124	0
243	94	0
243	142	0
243	174	0
243	88	0
243	531	0
243	692	0
243	52	0
243	539	0
243	243	1
243	434	1
434	11	0
434	13	0
434	20	0
434	459	0
434	43	0
434	230	0
434	32	0
434	38	0
434	447	0
434	632	0
434	39	0
434	391	0
434	277	0
434	138	0.14285714285714285
434	143	0
434	46	0
434	65	0.25
434	633	0
434	124	0
434	94	0
434	142	0
434	174	0
434	88	0
434	531	0
434	692	0
434	52	0
434	539	0
434	243	1
434	434	1
